timestamp,charge_point_id,grid_load_kw,max_grid_capacity_kw,load_percentage,simultaneous_charging,voltage_v,frequency_hz,power_factor,demand_response_signal,dr_compliance_rate,ramp_rate_kw_min,reactive_power_kvar,thd_percentage,peak_hour,day_type,attack_type,label
2026-01-01 04:22:00,CP_ANT_0093,1024.1,1500,68.27,2,404.11,49.987,0.953,0,0,3.08,-31.0,3.44,0,0,normal,0
2026-01-01 11:18:00,CP_IZM_0085,654.36,1500,43.62,2,396.59,49.965,0.951,0,0,0.18,-28.72,1.77,0,0,normal,0
2026-01-01 04:34:00,CP_BUR_0065,695.13,1500,46.34,4,406.11,50.052,0.993,0,0,7.73,-34.1,2.09,0,0,normal,0
2026-01-01 01:59:00,CP_IZM_0092,998.08,1500,66.54,1,401.22,49.979,0.969,1,0.999,5.62,-47.18,4.26,0,0,normal,0
2026-01-01 04:55:00,CP_BUR_0071,242.41,500,48.48,1,402.47,50.022,0.989,0,0,5.37,-9.02,1.56,0,0,normal,0
2026-01-01 14:46:00,CP_IZM_0074,1252.11,1500,83.47,7,406.19,49.958,0.885,1,-0.217,43.36,69.69,4.08,0,0,dr_manipulation,1
2026-01-01 14:15:00,CP_IST_0096,786.9,1000,78.69,26,391.84,49.715,0.917,1,0.184,65.57,122.58,5.19,1,0,coordinated_attack,1
2026-01-01 03:29:00,CP_ANT_0058,409.5,750,54.6,5,405.4,50.029,1.0,0,0,7.34,-35.97,2.1,0,0,normal,0
2026-01-01 07:39:00,CP_ANT_0005,341.8,750,45.57,5,395.11,50.0,0.987,0,0,6.16,4.62,2.28,1,0,normal,0
2026-01-01 15:13:00,CP_ANT_0070,678.43,750,90.46,10,406.55,49.823,0.93,1,-0.078,50.64,31.81,5.97,0,0,dr_manipulation,1
2026-01-01 15:47:00,CP_IZM_0100,720.66,1000,72.07,17,411.07,49.72,0.943,0,0.482,188.1,128.13,11.63,0,0,grid_instability,1
2026-01-01 00:58:00,CP_ANK_0098,474.53,750,63.27,4,401.76,49.989,0.993,1,0.896,9.32,10.96,3.59,0,0,normal,0
2026-01-01 14:29:00,CP_ANK_0046,1193.1,1500,79.54,40,384.36,49.637,0.828,1,0.05,108.93,164.14,8.68,1,0,coordinated_attack,1
2026-01-01 11:00:00,CP_BUR_0025,702.41,1500,46.83,2,402.12,50.003,0.989,1,0.958,6.92,29.19,2.1,0,0,normal,0
2026-01-01 01:20:00,CP_IZM_0038,476.97,750,63.6,3,402.96,50.083,0.992,0,0,13.71,44.42,4.39,0,0,normal,0
2026-01-01 13:49:00,CP_IST_0034,809.58,1000,80.96,19,375.0,49.7,0.866,1,0.192,119.94,152.75,5.1,1,0,coordinated_attack,1
2026-01-01 02:01:00,CP_ANT_0081,650.03,1500,43.34,3,398.56,49.924,0.962,1,0.859,12.55,-0.02,2.88,0,0,normal,0
2026-01-01 04:36:00,CP_ANT_0061,510.51,1000,51.05,4,402.58,50.027,0.956,0,0,3.63,-1.12,2.56,0,0,normal,0
2026-01-01 09:33:00,CP_ANT_0096,805.99,1500,53.73,1,407.69,50.073,0.956,0,0,3.06,-21.59,3.92,0,0,normal,0
2026-01-01 12:34:00,CP_ANT_0027,518.37,500,103.67,17,361.17,49.544,0.906,0,0.081,87.44,228.48,7.49,0,0,grid_overload,1
2026-01-01 10:33:00,CP_IZM_0053,604.2,1000,60.42,4,395.03,49.985,0.984,0,0,12.81,-17.7,3.96,0,0,normal,0
2026-01-01 15:39:00,CP_IST_0024,768.44,1000,76.84,11,387.94,49.94,0.964,1,-0.448,57.56,37.93,6.67,0,0,dr_manipulation,1
2026-01-01 05:33:00,CP_BUR_0060,246.98,500,49.4,2,405.68,50.028,0.964,0,0,2.01,23.3,4.07,0,0,normal,0
2026-01-01 12:10:00,CP_BUR_0046,736.94,750,98.26,16,361.59,49.718,0.917,0,0.203,65.09,191.56,8.63,0,0,grid_overload,1
2026-01-01 10:44:00,CP_BUR_0025,235.61,500,47.12,5,407.88,49.984,0.96,0,0,9.61,-29.87,1.24,0,0,normal,0
2026-01-01 13:16:00,CP_ANK_0015,324.46,500,64.89,4,408.01,50.002,0.761,1,0.456,26.36,344.22,11.86,0,0,power_imbalance,1
2026-01-01 08:56:00,CP_ANK_0064,542.75,1000,54.27,5,409.25,50.098,0.976,0,0,11.52,-39.2,1.88,1,0,normal,0
2026-01-01 11:15:00,CP_IST_0001,399.46,750,53.26,1,407.55,50.062,0.982,0,0,5.86,-19.17,1.18,0,0,normal,0
2026-01-01 10:21:00,CP_BUR_0009,469.23,750,62.56,5,398.55,50.002,0.975,0,0,4.04,-18.17,2.94,0,0,normal,0
2026-01-01 15:53:00,CP_BUR_0024,363.7,500,72.74,14,432.31,50.204,0.735,0,0.122,116.23,-58.22,11.22,0,0,grid_instability,1
2026-01-01 08:27:00,CP_ANK_0007,806.1,1500,53.74,5,396.98,50.058,0.959,0,0,3.4,-12.81,2.01,1,0,normal,0
2026-01-01 06:32:00,CP_ANK_0047,230.31,500,46.06,4,397.87,49.906,0.982,1,0.949,7.89,20.13,1.9,0,0,normal,0
2026-01-01 02:18:00,CP_IST_0004,275.39,500,55.08,2,403.88,50.016,0.959,0,0,12.64,6.36,3.89,0,0,normal,0
2026-01-01 06:42:00,CP_ANT_0058,624.36,1500,41.62,5,395.62,50.008,0.957,0,0,2.3,17.36,4.49,0,0,normal,0
2026-01-01 06:16:00,CP_ANK_0070,660.8,1500,44.05,5,397.66,50.02,0.982,1,0.929,9.59,-19.03,2.22,0,0,normal,0
2026-01-01 05:01:00,CP_IST_0057,437.55,750,58.34,3,404.17,50.073,0.994,0,0,7.25,-1.19,4.11,0,0,normal,0
2026-01-01 11:25:00,CP_ANK_0027,834.66,1500,55.64,2,401.64,49.901,0.993,0,0,14.3,-44.79,4.47,0,0,normal,0
2026-01-01 09:55:00,CP_ANT_0099,250.66,500,50.13,1,404.26,49.924,0.961,0,0,14.9,28.49,3.69,0,0,normal,0
2026-01-01 11:23:00,CP_BUR_0067,507.77,750,67.7,5,409.83,49.989,0.994,0,0,4.17,14.36,3.66,0,0,normal,0
2026-01-01 03:43:00,CP_IST_0073,510.27,1000,51.03,3,397.06,50.055,0.988,0,0,9.62,17.71,1.24,0,0,normal,0
2026-01-01 05:32:00,CP_ANK_0055,335.02,500,67.0,3,402.29,49.966,0.983,0,0,8.48,-13.55,2.11,0,0,normal,0
2026-01-01 01:33:00,CP_BUR_0020,396.77,750,52.9,2,401.21,50.065,0.97,0,0,4.69,-18.75,1.89,0,0,normal,0
2026-01-01 04:48:00,CP_BUR_0055,267.81,500,53.56,2,406.42,49.934,0.988,1,0.968,11.7,-37.06,2.52,0,0,normal,0
2026-01-01 15:44:00,CP_IZM_0042,329.65,500,65.93,8,373.24,49.955,0.708,0,0.359,155.73,113.84,12.14,0,0,grid_instability,1
2026-01-01 12:42:00,CP_ANK_0054,643.67,1000,64.37,6,373.35,50.115,0.725,0,0.206,21.34,286.16,8.72,0,0,power_imbalance,1
2026-01-01 03:11:00,CP_ANK_0014,446.27,1000,44.63,2,406.09,49.963,0.955,0,0,14.14,-5.53,3.66,0,0,normal,0
2026-01-01 11:53:00,CP_ANK_0013,1452.14,1500,96.81,23,389.71,49.727,0.847,1,0.085,95.38,240.22,9.29,0,0,grid_overload,1
2026-01-01 12:28:00,CP_ANT_0017,1109.45,1000,110.95,19,382.29,49.677,0.873,0,0.195,52.6,176.81,11.32,0,0,grid_overload,1
2026-01-01 13:17:00,CP_IZM_0085,1177.75,1500,78.52,8,428.06,50.248,0.683,1,0.202,31.24,205.98,9.99,0,0,power_imbalance,1
2026-01-01 07:20:00,CP_IZM_0068,505.5,750,67.4,4,402.59,50.06,0.995,0,0,2.85,42.36,3.56,1,0,normal,0
2026-01-01 12:35:00,CP_IST_0008,425.24,500,85.05,19,378.98,49.792,0.839,1,0.217,64.5,222.3,7.95,0,0,grid_overload,1
2026-01-01 10:30:00,CP_BUR_0036,313.76,500,62.75,3,397.87,50.063,0.981,0,0,3.51,-0.62,2.27,0,0,normal,0
2026-01-01 10:55:00,CP_BUR_0044,476.36,1000,47.64,1,397.01,49.917,0.972,0,0,3.45,-45.89,2.79,0,0,normal,0
2026-01-01 03:37:00,CP_BUR_0094,260.43,500,52.09,3,405.42,50.075,0.973,1,0.899,0.04,27.41,3.56,0,0,normal,0
2026-01-01 15:01:00,CP_ANK_0029,747.6,1000,74.76,14,401.53,50.063,0.884,1,-0.119,25.28,42.32,4.5,0,0,dr_manipulation,1
2026-01-01 08:10:00,CP_BUR_0004,397.8,750,53.04,3,404.25,50.078,0.973,0,0,11.11,42.49,1.62,1,0,normal,0
2026-01-01 10:26:00,CP_ANK_0035,663.48,1000,66.35,2,404.16,50.091,0.966,0,0,9.53,47.96,3.48,0,0,normal,0
2026-01-01 10:48:00,CP_ANK_0003,346.3,500,69.26,2,397.97,49.935,0.994,0,0,5.1,5.45,1.62,0,0,normal,0
2026-01-01 05:37:00,CP_BUR_0019,490.8,750,65.44,5,405.26,50.051,0.957,0,0,2.69,44.87,3.31,0,0,normal,0
2026-01-01 02:22:00,CP_BUR_0021,683.62,1000,68.36,5,401.27,50.093,0.995,0,0,14.01,22.11,1.66,0,0,normal,0
2026-01-01 01:46:00,CP_BUR_0009,226.57,500,45.31,4,401.96,50.013,0.979,0,0,12.96,12.72,1.53,0,0,normal,0
2026-01-01 04:52:00,CP_IZM_0082,463.61,750,61.82,2,398.17,49.904,0.975,0,0,5.5,15.05,1.13,0,0,normal,0
2026-01-01 06:52:00,CP_ANT_0004,252.02,500,50.4,3,400.33,49.96,1.0,0,0,12.18,12.58,4.08,0,0,normal,0
2026-01-01 12:48:00,CP_ANT_0054,555.48,750,74.06,6,392.99,50.03,0.708,1,0.36,44.64,246.16,12.07,0,0,power_imbalance,1
2026-01-01 09:32:00,CP_ANT_0046,333.44,750,44.46,2,397.75,49.994,0.958,1,0.915,14.93,42.72,1.14,0,0,normal,0
2026-01-01 10:07:00,CP_ANT_0042,378.83,750,50.51,3,405.0,50.063,0.979,0,0,10.72,1.97,1.87,0,0,normal,0
2026-01-01 15:32:00,CP_IST_0096,1339.03,1500,89.27,11,403.21,49.864,0.936,1,0.099,57.88,64.42,3.72,0,0,dr_manipulation,1
2026-01-01 04:06:00,CP_BUR_0074,503.06,750,67.07,4,407.14,49.918,0.992,0,0,1.84,44.23,1.18,0,0,normal,0
2026-01-01 12:13:00,CP_BUR_0092,763.41,750,101.79,24,380.55,49.703,0.864,0,0.122,76.98,282.18,10.48,0,0,grid_overload,1
2026-01-01 01:15:00,CP_IST_0033,338.25,750,45.1,1,404.14,49.977,0.984,1,0.987,2.15,-3.89,1.89,0,0,normal,0
2026-01-01 00:03:00,CP_IST_0038,635.46,1500,42.36,3,407.44,50.024,0.993,0,0,10.57,-45.42,1.8,0,0,normal,0
2026-01-01 00:37:00,CP_IST_0099,786.5,1500,52.43,5,397.92,50.039,0.975,0,0,2.21,18.76,4.12,0,0,normal,0
2026-01-01 05:53:00,CP_ANK_0100,209.61,500,41.92,2,400.56,50.022,0.986,1,0.942,7.82,21.16,3.09,0,0,normal,0
2026-01-01 08:16:00,CP_BUR_0005,500.66,750,66.75,5,409.19,50.083,0.995,1,0.997,0.6,-2.93,3.69,1,0,normal,0
2026-01-01 07:58:00,CP_IZM_0025,560.39,1000,56.04,3,396.21,49.992,0.988,0,0,2.65,-46.07,2.34,1,0,normal,0
2026-01-01 06:27:00,CP_BUR_0089,457.8,750,61.04,1,396.89,49.947,0.999,0,0,12.08,-6.13,1.68,0,0,normal,0
2026-01-01 16:27:00,CP_ANT_0032,246.12,750,32.82,10,399.68,49.428,0.748,0,0.553,95.91,36.24,9.29,0,0,grid_instability,1
2026-01-01 12:53:00,CP_ANT_0034,273.38,500,54.68,3,406.25,49.804,0.632,1,0.45,40.4,368.99,11.88,0,0,power_imbalance,1
2026-01-01 06:41:00,CP_IST_0078,317.02,500,63.4,3,400.22,50.063,0.971,0,0,13.05,-27.33,3.28,0,0,normal,0
2026-01-01 07:23:00,CP_IZM_0021,591.66,1000,59.17,2,399.81,49.939,0.964,0,0,11.59,17.11,1.95,1,0,normal,0
2026-01-01 13:39:00,CP_BUR_0062,803.96,1500,53.6,8,421.71,50.152,0.778,1,0.391,40.05,280.44,9.68,0,0,power_imbalance,1
2026-01-01 01:19:00,CP_ANK_0023,441.36,750,58.85,1,399.63,49.988,0.979,0,0,1.35,-20.49,3.62,0,0,normal,0
2026-01-01 02:05:00,CP_IST_0033,244.02,500,48.8,1,406.87,50.077,0.966,0,0,7.73,48.91,2.9,0,0,normal,0
2026-01-01 16:16:00,CP_ANT_0034,1208.15,1500,80.54,4,350.62,49.345,0.869,2,0.598,183.46,-68.34,11.59,0,0,grid_instability,1
2026-01-01 03:46:00,CP_IST_0050,461.63,1000,46.16,5,402.64,50.05,0.965,0,0,11.76,29.38,1.84,0,0,normal,0
2026-01-01 07:18:00,CP_IZM_0097,345.44,500,69.09,3,407.61,49.968,0.969,0,0,8.56,-11.04,3.08,1,0,normal,0
2026-01-01 11:57:00,CP_BUR_0060,741.62,750,98.88,17,380.64,49.786,0.878,1,0.233,99.47,234.15,6.54,0,0,grid_overload,1
2026-01-01 13:26:00,CP_IZM_0028,1197.71,1500,79.85,3,379.5,50.145,0.785,0,0.382,36.08,279.5,13.33,0,0,power_imbalance,1
2026-01-01 02:30:00,CP_IST_0095,307.1,750,40.95,1,397.86,49.988,0.971,1,0.954,6.16,27.5,4.22,0,0,normal,0
2026-01-01 15:00:00,CP_IST_0056,739.18,1000,73.92,11,391.9,49.989,0.931,1,-0.034,49.74,58.33,6.7,0,0,dr_manipulation,1
2026-01-01 03:17:00,CP_ANK_0060,512.82,1000,51.28,4,400.48,50.086,0.96,0,0,10.23,5.01,4.34,0,0,normal,0
2026-01-01 08:42:00,CP_ANT_0013,508.35,1000,50.83,3,395.73,49.958,0.982,0,0,7.71,26.64,1.64,1,0,normal,0
2026-01-01 06:30:00,CP_ANT_0085,536.22,1000,53.62,5,400.69,49.937,0.951,0,0,11.64,-26.12,3.52,0,0,normal,0
2026-01-01 12:23:00,CP_ANK_0055,558.16,500,111.63,15,378.53,49.719,0.822,1,0.23,91.85,298.85,7.48,0,0,grid_overload,1
2026-01-01 04:32:00,CP_IZM_0039,617.45,1500,41.16,3,405.36,49.91,0.974,0,0,13.46,-47.98,3.86,0,0,normal,0
2026-01-01 09:54:00,CP_IST_0065,470.42,1000,47.04,5,395.71,49.904,0.994,0,0,10.15,-32.53,4.01,0,0,normal,0
2026-01-01 15:37:00,CP_IST_0054,909.32,1000,90.93,11,407.44,49.851,0.979,1,-0.067,37.82,31.28,5.66,0,0,dr_manipulation,1
2026-01-01 06:04:00,CP_IST_0075,518.12,1000,51.81,2,401.86,49.924,0.976,0,0,10.34,-48.82,1.74,0,0,normal,0
2026-01-01 05:11:00,CP_ANK_0089,455.66,750,60.75,2,405.96,49.926,0.969,0,0,7.56,-11.53,4.43,0,0,normal,0
2026-01-01 10:06:00,CP_ANT_0073,437.14,1000,43.71,1,401.73,50.014,0.95,0,0,14.74,30.54,4.46,0,0,normal,0
2026-01-01 11:36:00,CP_IST_0013,644.27,1000,64.43,3,406.23,50.086,0.97,0,0,0.1,-33.16,2.72,0,0,normal,0
2026-01-01 01:41:00,CP_ANT_0049,367.82,750,49.04,2,406.51,50.053,0.964,0,0,0.12,24.7,1.61,0,0,normal,0
2026-01-01 00:38:00,CP_ANT_0072,698.48,1500,46.57,5,401.97,50.011,0.996,0,0,6.85,30.14,3.34,0,0,normal,0
2026-01-01 09:19:00,CP_IST_0065,323.48,500,64.7,4,402.07,49.983,0.992,1,0.982,12.3,32.44,3.44,0,0,normal,0
2026-01-01 01:31:00,CP_ANT_0082,908.74,1500,60.58,4,405.69,49.989,0.995,0,0,9.12,-43.43,1.96,0,0,normal,0
2026-01-01 12:43:00,CP_BUR_0015,386.83,500,77.37,3,383.6,49.931,0.671,1,0.268,46.37,246.19,14.19,0,0,power_imbalance,1
2026-01-01 04:51:00,CP_ANK_0003,530.1,1000,53.01,2,400.14,50.08,0.968,0,0,2.47,40.69,3.84,0,0,normal,0
2026-01-01 14:36:00,CP_IZM_0088,1796.68,2000,89.83,48,377.8,49.888,0.867,1,0.199,81.44,234.31,6.4,1,0,coordinated_attack,1
2026-01-01 10:01:00,CP_ANK_0083,307.64,500,61.53,5,409.15,49.917,0.966,0,0,6.51,-10.67,1.13,0,0,normal,0
2026-01-01 04:19:00,CP_BUR_0070,636.11,1000,63.61,1,395.72,49.988,0.971,0,0,13.27,-0.69,2.33,0,0,normal,0
2026-01-01 02:38:00,CP_ANK_0064,663.02,1000,66.3,1,399.48,50.021,0.996,0,0,4.27,48.91,2.9,0,0,normal,0
2026-01-01 10:51:00,CP_IST_0032,495.39,1000,49.54,4,409.65,49.949,0.952,0,0,12.82,-20.58,1.52,0,0,normal,0
2026-01-01 07:40:00,CP_ANK_0012,917.2,1500,61.15,1,403.7,50.092,0.954,0,0,6.97,-42.18,4.11,1,0,normal,0
2026-01-01 16:22:00,CP_BUR_0052,745.73,1000,74.57,2,426.58,50.117,0.737,0,0.23,166.54,235.46,17.96,0,0,grid_instability,1
2026-01-01 14:24:00,CP_BUR_0005,1640.05,1500,109.34,41,387.94,49.784,0.828,1,0.11,145.19,125.99,5.21,1,0,coordinated_attack,1
2026-01-01 07:25:00,CP_IST_0007,316.03,750,42.14,5,408.38,50.008,0.953,0,0,7.06,17.55,1.37,1,0,normal,0
2026-01-01 01:21:00,CP_IZM_0002,270.25,500,54.05,1,397.11,50.093,0.993,1,0.995,12.07,-13.42,3.77,0,0,normal,0
2026-01-01 08:53:00,CP_BUR_0014,684.95,1500,45.66,1,408.42,50.06,0.997,0,0,2.69,49.87,2.72,1,0,normal,0
2026-01-01 07:50:00,CP_IZM_0058,603.32,1000,60.33,2,399.7,49.902,0.95,0,0,0.18,-40.23,1.36,1,0,normal,0
2026-01-01 02:52:00,CP_ANK_0067,221.02,500,44.2,3,398.51,50.083,0.979,0,0,3.55,37.63,4.45,0,0,normal,0
2026-01-01 08:26:00,CP_ANT_0086,314.16,750,41.89,2,407.52,50.004,0.967,0,0,9.84,28.68,2.7,1,0,normal,0
2026-01-01 06:44:00,CP_IST_0032,471.46,750,62.86,4,403.39,49.998,0.983,0,0,8.42,49.71,2.83,0,0,normal,0
2026-01-01 02:15:00,CP_BUR_0058,209.86,500,41.97,4,409.99,50.044,0.976,1,0.974,1.11,47.24,3.25,0,0,normal,0
2026-01-01 14:04:00,CP_IZM_0014,1588.16,2000,79.41,15,383.88,49.829,0.872,1,0.168,67.62,125.93,9.93,1,0,coordinated_attack,1
2026-01-01 06:25:00,CP_ANT_0061,442.4,750,58.99,3,395.23,50.059,0.979,1,0.968,0.13,-45.8,3.74,0,0,normal,0
2026-01-01 14:47:00,CP_IZM_0011,586.63,750,78.22,11,390.77,49.894,0.977,1,-0.084,40.58,116.18,4.64,0,0,dr_manipulation,1
2026-01-01 12:24:00,CP_BUR_0019,1645.89,1500,109.73,11,381.03,49.651,0.822,0,0.069,47.94,107.67,11.94,0,0,grid_overload,1
2026-01-01 02:40:00,CP_IST_0032,437.46,750,58.33,4,407.4,50.003,0.954,0,0,2.77,-35.94,2.13,0,0,normal,0
2026-01-01 14:48:00,CP_BUR_0100,464.33,500,92.87,13,400.13,49.935,0.922,1,-0.158,53.94,41.28,5.15,0,0,dr_manipulation,1
2026-01-01 12:26:00,CP_BUR_0037,472.12,500,94.42,16,388.29,49.713,0.83,0,0.055,40.03,232.09,7.93,0,0,grid_overload,1
2026-01-01 14:43:00,CP_IZM_0006,851.74,1000,85.17,11,393.37,49.922,0.945,1,-0.218,59.07,85.97,3.64,0,0,dr_manipulation,1
2026-01-01 15:48:00,CP_IZM_0017,1072.73,1500,71.52,7,396.1,50.591,0.922,2,0.571,103.82,337.59,15.27,0,0,grid_instability,1
2026-01-01 14:02:00,CP_IST_0072,934.3,1000,93.43,35,385.11,49.806,0.856,1,0.071,101.99,243.45,7.31,1,0,coordinated_attack,1
2026-01-01 01:56:00,CP_IZM_0060,420.15,750,56.02,3,409.48,50.057,0.995,0,0,5.52,44.71,4.45,0,0,normal,0
2026-01-01 04:35:00,CP_ANK_0047,475.62,750,63.42,5,408.19,49.906,0.96,0,0,12.55,-25.05,2.6,0,0,normal,0
2026-01-01 14:06:00,CP_ANK_0001,1595.48,2000,79.77,24,379.03,49.693,0.919,1,0.001,103.65,196.92,5.57,1,0,coordinated_attack,1
2026-01-01 11:42:00,CP_ANK_0085,530.33,500,106.07,24,368.38,49.71,0.898,1,0.136,81.17,273.97,9.09,0,0,grid_overload,1
2026-01-01 09:08:00,CP_ANT_0056,498.2,750,66.43,5,407.94,50.015,0.961,1,0.89,9.57,30.89,3.98,0,0,normal,0
2026-01-01 07:15:00,CP_ANT_0073,476.33,1000,47.63,1,399.62,50.001,0.966,0,0,1.71,-16.67,2.39,1,0,normal,0
2026-01-01 10:46:00,CP_BUR_0027,506.99,750,67.6,2,405.4,49.993,0.961,1,0.96,14.29,-16.85,3.59,0,0,normal,0
2026-01-01 01:28:00,CP_ANT_0031,241.59,500,48.32,2,409.81,50.008,0.99,0,0,9.92,-47.42,1.05,0,0,normal,0
2026-01-01 12:02:00,CP_IZM_0067,1148.01,1000,114.8,9,362.54,49.537,0.836,0,0.127,96.71,100.02,7.8,0,0,grid_overload,1
2026-01-01 15:51:00,CP_IZM_0042,1183.72,1500,78.91,17,410.16,50.464,0.877,0,0.294,118.2,320.87,11.4,0,0,grid_instability,1
2026-01-01 09:27:00,CP_IST_0033,574.87,1000,57.49,4,396.29,49.994,0.994,1,0.953,10.7,20.85,3.58,0,0,normal,0
2026-01-01 04:40:00,CP_IST_0088,863.02,1500,57.53,1,402.67,50.032,0.992,0,0,8.42,9.38,1.99,0,0,normal,0
2026-01-01 08:59:00,CP_ANK_0091,348.61,500,69.72,1,400.75,49.963,0.969,1,0.855,2.65,15.94,3.73,1,0,normal,0
2026-01-01 10:47:00,CP_IZM_0098,485.87,750,64.78,1,400.44,49.915,0.952,0,0,2.14,-5.96,3.21,0,0,normal,0
2026-01-01 01:22:00,CP_IZM_0072,268.22,500,53.64,3,403.77,50.064,0.997,0,0,10.12,-2.85,3.17,0,0,normal,0
2026-01-01 10:34:00,CP_IST_0041,302.03,500,60.41,4,402.43,50.003,0.952,0,0,0.7,41.84,2.86,0,0,normal,0
2026-01-01 05:25:00,CP_ANK_0074,312.03,500,62.41,2,395.36,50.043,0.952,0,0,0.81,29.42,2.95,0,0,normal,0
2026-01-01 13:07:00,CP_BUR_0047,801.45,1500,53.43,10,372.3,49.793,0.694,0,0.296,20.94,300.27,10.66,0,0,power_imbalance,1
2026-01-01 11:55:00,CP_IST_0008,830.52,750,110.74,8,370.87,49.757,0.812,0,0.113,98.96,235.89,7.01,0,0,grid_overload,1
2026-01-01 00:24:00,CP_ANT_0034,434.63,1000,43.46,1,406.14,49.931,0.964,0,0,10.76,-29.64,3.22,0,0,normal,0
2026-01-01 11:26:00,CP_ANK_0026,226.05,500,45.21,5,407.47,50.086,0.962,0,0,6.39,-3.29,1.57,0,0,normal,0
2026-01-01 11:37:00,CP_ANT_0058,836.23,1500,55.75,3,406.0,49.934,0.969,0,0,2.97,-31.8,4.32,0,0,normal,0
2026-01-01 08:28:00,CP_ANK_0086,485.31,1000,48.53,2,404.28,49.932,0.977,0,0,14.6,33.93,3.43,1,0,normal,0
2026-01-01 03:00:00,CP_BUR_0063,732.84,1500,48.86,2,399.95,49.976,0.992,1,0.933,14.15,-16.24,3.67,0,0,normal,0
2026-01-01 12:03:00,CP_ANK_0006,1348.42,1500,89.89,23,380.85,49.657,0.918,1,0.182,70.64,237.59,9.98,0,0,grid_overload,1
2026-01-01 03:03:00,CP_IST_0023,200.99,500,40.2,5,401.17,49.903,0.986,0,0,0.26,31.32,3.36,0,0,normal,0
2026-01-01 09:34:00,CP_IST_0087,568.97,1000,56.9,5,398.19,50.1,0.95,0,0,6.25,-42.32,3.69,0,0,normal,0
2026-01-01 16:11:00,CP_BUR_0043,686.35,1500,45.76,14,394.53,49.949,0.907,1,0.178,184.8,80.02,7.04,0,0,grid_instability,1
2026-01-01 10:23:00,CP_BUR_0072,800.69,1500,53.38,5,398.05,50.094,0.969,0,0,11.73,3.75,2.48,0,0,normal,0
2026-01-01 14:07:00,CP_ANK_0024,698.95,750,93.19,30,376.13,49.742,0.903,1,0.089,65.01,100.71,7.02,1,0,coordinated_attack,1
2026-01-01 07:19:00,CP_IST_0048,612.95,1000,61.3,3,401.21,49.999,0.962,1,0.974,4.54,2.51,1.61,1,0,normal,0
2026-01-01 06:19:00,CP_ANK_0053,972.79,1500,64.85,2,398.94,49.984,0.962,0,0,4.27,24.29,3.83,0,0,normal,0
2026-01-01 10:50:00,CP_BUR_0069,511.76,750,68.23,5,408.22,50.076,0.953,0,0,13.24,-36.92,1.66,0,0,normal,0
2026-01-01 13:53:00,CP_ANT_0032,633.36,750,84.45,48,391.85,49.606,0.918,1,0.171,119.34,104.08,7.49,1,0,coordinated_attack,1
2026-01-01 00:12:00,CP_ANT_0028,967.21,1500,64.48,5,406.49,49.926,0.974,0,0,3.98,37.24,2.48,0,0,normal,0
2026-01-01 12:59:00,CP_ANK_0012,325.33,500,65.07,5,371.42,50.178,0.695,0,0.287,24.55,265.78,14.2,0,0,power_imbalance,1
2026-01-01 04:50:00,CP_BUR_0038,350.91,750,46.79,3,399.68,49.921,0.975,0,0,2.51,32.38,2.04,0,0,normal,0
2026-01-01 01:50:00,CP_ANT_0013,381.88,750,50.92,3,400.81,50.055,0.984,0,0,11.84,14.73,1.23,0,0,normal,0
2026-01-01 00:13:00,CP_ANT_0030,460.41,750,61.39,4,409.93,50.03,0.972,1,0.868,3.37,-16.19,3.06,0,0,normal,0
2026-01-01 05:42:00,CP_ANT_0017,965.03,1500,64.34,1,402.22,49.996,0.961,0,0,9.71,-8.91,1.85,0,0,normal,0
2026-01-01 07:06:00,CP_IST_0024,336.48,750,44.86,2,397.68,50.042,0.971,0,0,10.95,46.1,2.01,1,0,normal,0
2026-01-01 11:20:00,CP_BUR_0041,687.71,1000,68.77,5,399.87,50.026,0.969,0,0,4.98,13.54,4.09,0,0,normal,0
2026-01-01 03:24:00,CP_BUR_0082,509.23,750,67.9,2,402.74,50.01,0.967,1,0.994,3.48,-9.5,1.65,0,0,normal,0
2026-01-01 14:34:00,CP_IST_0028,704.66,750,93.95,37,398.12,49.873,0.895,1,0.067,134.53,124.63,8.77,1,0,coordinated_attack,1
2026-01-01 14:30:00,CP_IZM_0007,1999.19,2000,99.96,38,393.41,49.688,0.885,1,0.105,84.08,198.62,7.52,1,0,coordinated_attack,1
2026-01-01 04:53:00,CP_ANK_0061,289.09,500,57.82,1,404.93,50.031,0.951,0,0,6.25,-11.97,2.92,0,0,normal,0
2026-01-01 09:10:00,CP_BUR_0040,720.12,1500,48.01,3,404.69,49.951,0.98,1,0.886,2.25,-47.23,3.79,0,0,normal,0
2026-01-01 03:45:00,CP_IST_0100,688.97,1000,68.9,3,406.87,49.95,0.982,0,0,8.3,10.0,3.13,0,0,normal,0
2026-01-01 12:29:00,CP_IST_0020,432.18,500,86.44,14,365.79,49.634,0.812,1,0.09,68.45,252.2,9.2,0,0,grid_overload,1
2026-01-01 02:57:00,CP_ANK_0062,495.63,750,66.08,3,399.55,50.082,0.961,0,0,14.43,-38.27,4.5,0,0,normal,0
2026-01-01 13:34:00,CP_BUR_0001,626.37,1000,62.64,4,397.17,50.061,0.718,0,0.373,28.55,310.92,13.99,0,0,power_imbalance,1
2026-01-01 06:07:00,CP_IZM_0093,688.23,1500,45.88,2,402.09,49.902,0.971,0,0,14.93,34.94,2.81,0,0,normal,0
