timestamp,charge_point_id,log_type,log_size,previous_log_time,time_gap_seconds,sequence_number,log_hash,log_source,user_agent,is_encrypted,file_permission,anomaly_type,label
2025-12-04 10:09:09,CP_0019,CONFIG_UPDATE,1509,2025-12-04 10:06:07,182,148,0da474049dd0,CSMS,MeterService/1.5,0,644,NORMAL,0
2025-12-04 10:13:42,CP_0021,SESSION_END,948,2025-12-04 10:09:09,273,149,0c3be5030d52,CSMS,CSMS-Monitor/2.1,0,644,NORMAL,0
2025-12-04 10:16:37,CP_0016,SESSION_START,662,2025-12-04 10:13:42,175,150,07a9be054b51,AUTH_SERVICE,EVSE-Controller/3.0,1,644,NORMAL,0
2025-12-04 10:16:52,CP_0017,FIRMWARE_CHECK,75,2025-12-04 10:16:37,15,151,MODIFIED_3616,EVSE,UnknownEditor/1.0,1,644,LOG_MODIFICATION,1
2025-12-04 10:19:41,CP_0045,GAP_DETECTED,0,2025-12-04 10:16:52,337105,1905,BULK_DEL_565,CSMS,CSMS-Monitor/2.1,1,644,BULK_LOG_DELETION,1
2025-12-04 10:23:02,CP_0027,FIRMWARE_CHECK,1997,2025-12-04 10:19:41,201,153,090f230da4bb,CSMS,CSMS-Monitor/2.1,1,644,NORMAL,0
2025-12-04 10:27:41,CP_0029,FIRMWARE_CHECK,1569,2025-12-04 10:23:02,279,154,07507e02c688,EVSE,OCPP/1.6J-ChargePoint,1,644,NORMAL,0
2025-12-04 10:32:25,CP_0010,AUTH_SUCCESS,799,2025-12-04 10:27:41,284,155,0f329909d9f1,AUTH_SERVICE,OCPP/1.6J-ChargePoint,1,644,NORMAL,0
2025-12-04 10:36:45,CP_0006,FIRMWARE_CHECK,1040,2025-12-04 10:32:25,260,156,0e7707026a82,AUTH_SERVICE,CSMS-Monitor/2.1,0,644,NORMAL,0
2025-12-04 10:40:48,CP_0037,SESSION_START,1272,2025-12-04 10:36:45,243,157,08ec860c4a48,OCPP_GATEWAY,OCPP/1.6J-ChargePoint,0,644,NORMAL,0
2025-12-04 10:43:08,CP_0001,ENERGY_UPDATE,1312,2025-12-04 10:40:48,140,158,02b1c1024021,AUTH_SERVICE,EVSE-Controller/3.0,1,644,NORMAL,0
2025-12-04 10:47:55,CP_0004,SESSION_END,2040,2025-12-04 10:43:08,287,159,09143a02089c,OCPP_GATEWAY,MeterService/1.5,1,644,NORMAL,0
2025-12-04 10:51:40,CP_0024,METER_VALUE,1046,2025-12-04 10:47:55,-459,-1,0790d9078944,EVSE,CSMS-Monitor/2.1,1,644,LOG_SEQUENCE_ANOMALY,1
2025-12-04 10:52:55,CP_0047,ENERGY_UPDATE,1837,2025-12-04 10:51:40,75,161,0194da0d9fef,EVSE,EVSE-Controller/3.0,0,644,NORMAL,0
2025-12-04 10:57:43,CP_0028,FIRMWARE_CHECK,904,2025-12-04 10:52:55,288,162,0eb31b053354,CSMS,MeterService/1.5,1,644,NORMAL,0
2025-12-04 10:59:12,CP_0018,ENERGY_UPDATE,2047,2025-12-04 10:57:43,89,163,0d20520dc612,EVSE,OCPP/1.6J-ChargePoint,0,644,NORMAL,0
2025-12-04 10:59:30,CP_0016,ENERGY_UPDATE,265,2025-12-04 10:59:12,18,164,0323e50b076b,EVSE,MeterService/1.5,1,644,NORMAL,0
2025-12-04 11:00:02,CP_0026,CONFIG_UPDATE,96,2025-12-04 10:59:30,32,165,MODIFIED_4836,EVSE,UnknownEditor/1.0,1,644,LOG_MODIFICATION,1
2025-12-04 11:02:55,CP_0037,CONFIG_UPDATE,1710,2025-12-04 11:00:02,173,166,0c49500e9eb8,OCPP_GATEWAY,CSMS-Monitor/2.1,1,644,NORMAL,0
2025-12-04 11:04:18,CP_0043,FIRMWARE_CHECK,580,2025-12-04 11:02:55,83,167,08249106557a,OCPP_GATEWAY,OCPP/1.6J-ChargePoint,1,644,NORMAL,0
2026-06-06 03:13:59,CP_0036,CONNECTOR_STATUS,224,2025-12-04 11:04:18,-7200,168,0709590bd1a5,AUTH_SERVICE,EVSE-Controller/3.0,0,644,TIMESTAMP_MANIPULATION,1
2025-12-04 11:09:50,CP_0049,FIRMWARE_CHECK,1097,2025-12-04 11:08:06,104,169,0561a10f1d86,CSMS,EVSE-Controller/3.0,1,644,NORMAL,0
2025-12-04 11:13:57,CP_0004,FIRMWARE_CHECK,973,2025-12-04 11:09:50,247,170,0830a40a7145,CSMS,MeterService/1.5,1,644,NORMAL,0
2025-12-04 11:16:56,CP_0042,METER_VALUE,67,2025-12-04 11:13:57,179,171,MODIFIED_1844,OCPP_GATEWAY,UnknownEditor/1.0,1,644,LOG_MODIFICATION,1
2025-12-04 11:17:26,CP_0005,ENERGY_UPDATE,1775,2025-12-04 11:16:56,30,172,0db6880aed5e,CSMS,MeterService/1.5,1,644,NORMAL,0
2025-12-04 11:20:26,CP_0020,SESSION_START,561,2025-12-04 11:17:26,180,173,0490f60d63b5,EVSE,MeterService/1.5,1,644,NORMAL,0
2025-12-04 11:22:20,CP_0026,ENERGY_UPDATE,1258,2025-12-04 11:20:26,114,174,06abf50def21,OCPP_GATEWAY,MeterService/1.5,0,644,NORMAL,0
2025-12-04 11:27:03,CP_0042,STATUS_CHANGE,759,2025-12-04 11:22:20,283,175,05b5fb0747ba,AUTH_SERVICE,MeterService/1.5,1,644,NORMAL,0
2025-12-04 11:31:13,CP_0049,TRUNCATED_LOG,37,2025-12-04 11:27:03,250,176,04c6a2TRUNC,OCPP_GATEWAY,MeterService/1.5,1,644,LOG_TRUNCATION,1
2025-12-04 11:33:16,CP_0048,AUTH_SUCCESS,161,2025-12-04 11:31:13,123,177,05b2c10a60fd,AUTH_SERVICE,EVSE-Controller/3.0,1,644,NORMAL,0
2025-12-04 11:35:06,CP_0022,ENERGY_UPDATE,905,2025-12-04 11:33:16,110,178,0aa47b0edc14,CSMS,MeterService/1.5,1,644,NORMAL,0
2025-12-04 11:37:27,CP_0049,CONNECTOR_STATUS,1609,2025-12-04 11:35:06,141,179,0bcb010d5c00,AUTH_SERVICE,MeterService/1.5,1,644,NORMAL,0
2025-12-04 11:40:37,CP_0011,AUTH_SUCCESS,1603,2025-12-04 11:37:27,-218,160,0a45470956c4,CSMS,OCPP/1.6J-ChargePoint,1,644,LOG_SEQUENCE_ANOMALY,1
2025-12-04 11:40:50,CP_0027,AUTH_SUCCESS,1853,2025-12-04 11:40:37,13,181,0b9dfa053a93,EVSE,CSMS-Monitor/2.1,1,644,NORMAL,0
2025-12-04 11:42:51,CP_0033,CONNECTOR_STATUS,892,2025-12-04 11:40:50,121,182,027e3a0b6947,AUTH_SERVICE,MeterService/1.5,1,644,NORMAL,0
2025-12-04 11:43:04,CP_0035,FIRMWARE_CHECK,970,2025-12-04 11:42:51,13,183,01b72a01cb22,OCPP_GATEWAY,EVSE-Controller/3.0,1,644,NORMAL,0
2025-12-04 11:47:31,CP_0045,METER_VALUE,1779,2025-12-04 11:43:04,267,184,0464e6033cf6,EVSE,CSMS-Monitor/2.1,1,644,NORMAL,0
2025-12-04 11:49:19,CP_0040,FIRMWARE_CHECK,644,2025-12-04 11:47:31,108,185,0e91be07326a,OCPP_GATEWAY,MeterService/1.5,1,644,NORMAL,0
2025-12-04 11:52:40,CP_0026,CONNECTOR_STATUS,1285,2025-12-04 11:49:19,201,186,056acd0cae81,CSMS,EVSE-Controller/3.0,1,644,NORMAL,0
2024-01-31 03:13:59,CP_0006,METER_VALUE,904,2025-12-04 11:52:40,-7200,187,078f820a5e7d,AUTH_SERVICE,OCPP/1.6J-ChargePoint,1,644,TIMESTAMP_MANIPULATION,1
2025-12-04 11:56:05,CP_0037,TRUNCATED_LOG,18,2025-12-04 11:53:06,179,188,09f9f7TRUNC,CSMS,CSMS-Monitor/2.1,0,644,LOG_TRUNCATION,1
2025-12-04 11:56:53,CP_0044,DELETED_ENTRY,0,2025-12-04 11:56:05,5652,189,000000000000,EVSE,CSMS-Monitor/2.1,1,644,LOG_DELETION,1
2025-12-04 11:58:49,CP_0038,AUTH_SUCCESS,1668,2025-12-04 11:56:53,116,190,0ea82c0cede4,AUTH_SERVICE,OCPP/1.6J-ChargePoint,1,644,NORMAL,0
2025-12-04 12:00:22,CP_0037,ENERGY_UPDATE,1288,2025-12-04 11:58:49,93,191,0ee15a0f1df0,AUTH_SERVICE,EVSE-Controller/3.0,0,644,NORMAL,0
2025-12-04 12:01:43,CP_0045,SESSION_END,1153,2025-12-04 12:00:22,81,192,0d7403070f43,EVSE,OCPP/1.6J-ChargePoint,0,644,NORMAL,0
2025-12-04 12:03:51,CP_0005,STATUS_CHANGE,1367,2025-12-04 12:01:43,128,193,0dd4780b5904,AUTH_SERVICE,EVSE-Controller/3.0,1,644,NORMAL,0
2025-12-04 12:06:20,CP_0029,CONNECTOR_STATUS,595,2025-12-04 12:03:51,149,194,0738070a5fde,AUTH_SERVICE,MeterService/1.5,1,644,NORMAL,0
2025-12-04 12:09:44,CP_0006,CONFIG_UPDATE,732,2025-12-04 12:06:20,204,195,0e4b75057815,EVSE,OCPP/1.6J-ChargePoint,1,644,NORMAL,0
2025-12-04 12:11:12,CP_0025,AUTH_SUCCESS,1642,2025-12-04 12:09:44,88,196,07c2840697bd,OCPP_GATEWAY,OCPP/1.6J-ChargePoint,1,644,NORMAL,0
2025-12-04 12:11:24,CP_0020,CONNECTOR_STATUS,865,2025-12-04 12:11:12,12,197,0db51905d796,EVSE,CSMS-Monitor/2.1,1,644,NORMAL,0
2025-12-04 12:13:09,CP_0028,CONNECTOR_STATUS,1268,2025-12-04 12:11:24,105,198,0a66d709b995,AUTH_SERVICE,OCPP/1.6J-ChargePoint,1,644,NORMAL,0
2025-12-04 12:14:04,CP_0023,FIRMWARE_CHECK,318,2025-12-04 12:13:09,55,199,0b13a00b1836,OCPP_GATEWAY,MeterService/1.5,1,644,NORMAL,0
2025-12-04 12:16:43,CP_0027,METER_VALUE,1723,2025-12-04 12:14:04,159,200,02e18d0d1f95,CSMS,CSMS-Monitor/2.1,0,644,NORMAL,0
2025-12-04 12:19:10,CP_0020,DELETED_ENTRY,0,2025-12-04 12:16:43,58794,201,000000000000,CSMS,MeterService/1.5,1,644,LOG_DELETION,1
2025-12-04 12:21:53,CP_0031,SESSION_END,867,2025-12-04 12:19:10,163,202,058d960578a8,AUTH_SERVICE,CSMS-Monitor/2.1,0,644,NORMAL,0
2025-12-04 12:22:57,CP_0009,HEARTBEAT,141,2025-12-04 12:21:53,64,203,07db6106d762,AUTH_SERVICE,EVSE-Controller/3.0,0,644,NORMAL,0
2025-12-04 12:25:58,CP_0028,CONFIG_UPDATE,406,2025-12-04 12:22:57,181,204,06553506a811,CSMS,MeterService/1.5,1,644,NORMAL,0
2025-12-04 12:29:31,CP_0021,DELETED_ENTRY,0,2025-12-04 12:25:58,52890,205,000000000000,AUTH_SERVICE,CSMS-Monitor/2.1,1,644,LOG_DELETION,1
2025-12-04 12:32:04,CP_0026,STATUS_CHANGE,361,2025-12-04 12:29:31,153,206,0a8c2804b901,CSMS,OCPP/1.6J-ChargePoint,0,644,NORMAL,0
2025-12-04 12:34:01,CP_0029,GAP_DETECTED,0,2025-12-04 12:32:04,418450,3186,BULK_DEL_347,AUTH_SERVICE,MeterService/1.5,1,644,BULK_LOG_DELETION,1
2025-12-04 12:36:20,CP_0043,AUTH_SUCCESS,1592,2025-12-04 12:34:01,139,208,084bc10e26ae,AUTH_SERVICE,OCPP/1.6J-ChargePoint,0,644,NORMAL,0
2025-12-04 12:40:35,CP_0038,METER_VALUE,1222,2025-12-04 12:36:20,255,209,09a1b50c97dd,ROOT_SHELL,MetadataEditor/HACK,0,777,LOG_METADATA_TAMPERING,1
2025-12-04 12:42:52,CP_0043,STATUS_CHANGE,468,2025-12-04 12:40:35,137,210,0be0bc0b5427,EVSE,MeterService/1.5,1,644,NORMAL,0
2025-12-04 12:46:42,CP_0007,SESSION_START,329,2025-12-04 12:42:52,230,211,05aa6a0513f1,ADMIN_OVERRIDE,MetadataEditor/HACK,0,755,LOG_METADATA_TAMPERING,1
2025-12-04 12:51:08,CP_0010,STATUS_CHANGE,178,2025-12-04 12:46:42,266,212,09400e0332db,OCPP_GATEWAY,MeterService/1.5,1,644,NORMAL,0
2025-12-04 12:52:30,CP_0023,DELETED_ENTRY,0,2025-12-04 12:51:08,66011,213,000000000000,CSMS,MeterService/1.5,1,644,LOG_DELETION,1
2025-12-04 12:53:29,CP_0029,CONNECTOR_STATUS,781,2025-12-04 12:52:30,59,214,0299c5065481,EVSE,OCPP/1.6J-ChargePoint,1,644,NORMAL,0
2025-12-04 12:56:34,CP_0042,SESSION_END,1514,2025-12-04 12:53:29,185,215,0e53a10427d1,CSMS,CSMS-Monitor/2.1,1,644,NORMAL,0
2025-12-04 13:00:22,CP_0030,CONFIG_UPDATE,51,2025-12-04 12:56:34,228,216,MODIFIED_7481,CSMS,UnknownEditor/1.0,0,644,LOG_MODIFICATION,1
2025-12-04 13:02:13,CP_0029,CONFIG_UPDATE,1007,2025-12-04 13:00:22,111,217,07bf4b0198da,CSMS,CSMS-Monitor/2.1,1,644,NORMAL,0
2025-12-04 13:02:55,CP_0037,SESSION_END,1765,2025-12-04 13:02:13,42,218,0a1db8048469,OCPP_GATEWAY,EVSE-Controller/3.0,1,644,NORMAL,0
2025-12-04 13:05:19,CP_0043,AUDIT_SKIP,35006,2025-12-04 13:02:55,144,219,0bc069068a54,UNKNOWN_SOURCE,Postman/8.0,0,644,FAKE_LOG_INJECTION,1
2025-12-04 13:06:57,CP_0044,HEARTBEAT,2009,2025-12-04 13:05:19,98,220,0b5b8d0af7f4,EVSE,CSMS-Monitor/2.1,1,644,NORMAL,0
2025-12-04 13:08:07,CP_0016,HEARTBEAT,367,2025-12-04 13:06:57,70,221,047460077faf,CSMS,MeterService/1.5,0,644,NORMAL,0
2025-12-04 13:09:27,CP_0037,METER_VALUE,994,2025-12-04 13:08:07,80,222,047f78095006,CSMS,CSMS-Monitor/2.1,0,644,NORMAL,0
2025-12-04 13:12:04,CP_0009,AUTH_SUCCESS,772,2025-12-04 13:09:27,157,223,0eff6508bdec,EVSE,EVSE-Controller/3.0,1,644,NORMAL,0
2025-12-04 13:16:22,CP_0009,ENERGY_UPDATE,1797,2025-12-04 13:12:04,258,224,07ab420a82dd,AUTH_SERVICE,MeterService/1.5,0,644,NORMAL,0
2025-12-04 13:20:19,CP_0032,TRACE_REMOVE,40232,2025-12-04 13:16:22,237,225,0a927e020507,UNKNOWN_SOURCE,python-requests/2.25,0,644,FAKE_LOG_INJECTION,1
2025-12-04 13:22:56,CP_0011,CONNECTOR_STATUS,1286,2025-12-04 13:20:19,157,226,0d67fa0de2fa,AUTH_SERVICE,OCPP/1.6J-ChargePoint,1,644,NORMAL,0
2025-12-04 13:25:23,CP_0050,FIRMWARE_CHECK,1814,2025-12-04 13:22:56,147,227,07654a0a32d5,EVSE,MeterService/1.5,1,644,NORMAL,0
2025-12-04 13:29:10,CP_0007,ENERGY_UPDATE,737,2025-12-04 13:25:23,227,228,020aa408b8ba,OCPP_GATEWAY,EVSE-Controller/3.0,1,644,NORMAL,0
2025-12-04 13:30:20,CP_0050,ADMIN_SILENT,18562,2025-12-04 13:29:10,70,229,0e7f430d53e3,UNKNOWN_SOURCE,python-requests/2.25,0,644,FAKE_LOG_INJECTION,1
2025-12-04 13:31:00,CP_0037,STATUS_CHANGE,1218,2025-12-04 13:30:20,40,230,0605f30b135a,CSMS,EVSE-Controller/3.0,1,644,NORMAL,0
2025-12-04 13:33:38,CP_0037,HEARTBEAT,1885,2025-12-04 13:31:00,158,231,09c1ab0c6508,EVSE,CSMS-Monitor/2.1,0,644,NORMAL,0
2025-12-04 13:36:09,CP_0042,GAP_DETECTED,0,2025-12-04 13:33:38,485631,3948,BULK_DEL_601,CSMS,EVSE-Controller/3.0,1,644,BULK_LOG_DELETION,1
2025-12-04 13:37:31,CP_0037,HEARTBEAT,1413,2025-12-04 13:36:09,82,233,08274a078754,AUTH_SERVICE,OCPP/1.6J-ChargePoint,1,644,NORMAL,0
2025-12-04 13:41:07,CP_0033,HEARTBEAT,1550,2025-12-04 13:37:31,216,234,076e5708cd0e,AUTH_SERVICE,EVSE-Controller/3.0,1,644,NORMAL,0
2025-12-04 13:42:04,CP_0047,TRUNCATED_LOG,14,2025-12-04 13:41:07,57,235,0c26f5TRUNC,OCPP_GATEWAY,OCPP/1.6J-ChargePoint,0,644,LOG_TRUNCATION,1
2025-12-04 13:45:53,CP_0014,CONNECTOR_STATUS,677,2025-12-04 13:42:04,229,236,06b1140ec785,OCPP_GATEWAY,EVSE-Controller/3.0,1,644,NORMAL,0
2023-03-28 03:13:59,CP_0022,SESSION_START,222,2025-12-04 13:45:53,-7200,237,031e7b0b8b74,AUTH_SERVICE,OCPP/1.6J-ChargePoint,1,644,TIMESTAMP_MANIPULATION,1
2025-12-04 13:54:14,CP_0001,METER_VALUE,542,2025-12-04 13:50:11,243,238,0c8b1803a2f0,OCPP_GATEWAY,CSMS-Monitor/2.1,1,644,NORMAL,0
2025-12-04 13:55:11,CP_0042,STATUS_CHANGE,640,2025-12-04 13:54:14,57,239,02d8380779b2,CSMS,OCPP/1.6J-ChargePoint,0,644,NORMAL,0
2025-12-04 13:57:57,CP_0047,ENERGY_UPDATE,1007,2025-12-04 13:55:11,166,240,0c037e02fc2d,EVSE,OCPP/1.6J-ChargePoint,1,644,NORMAL,0
2025-12-04 13:59:14,CP_0038,SYSTEM_BYPASS,13662,2025-12-04 13:57:57,77,241,0c67d508a59e,UNKNOWN_SOURCE,wget/1.21,0,644,FAKE_LOG_INJECTION,1
2025-12-04 14:01:21,CP_0025,TRACE_REMOVE,30082,2025-12-04 13:59:14,127,242,0e6bd2032a2a,UNKNOWN_SOURCE,python-requests/2.25,0,644,FAKE_LOG_INJECTION,1
2025-12-04 14:02:39,CP_0042,AUTH_SUCCESS,268,2025-12-04 14:01:21,78,243,0a03960a89dd,EVSE,CSMS-Monitor/2.1,0,644,NORMAL,0
2025-12-04 14:05:48,CP_0047,ENERGY_UPDATE,1414,2025-12-04 14:02:39,189,244,0d7f8803f2a7,AUTH_SERVICE,MeterService/1.5,1,644,NORMAL,0
2025-12-04 14:06:42,CP_0007,AUTH_SUCCESS,1669,2025-12-04 14:05:48,54,245,037f130af585,AUTH_SERVICE,EVSE-Controller/3.0,0,644,NORMAL,0
2025-12-04 14:09:33,CP_0009,ENERGY_UPDATE,695,2025-12-04 14:06:42,171,246,0bd6fd02dfb5,CSMS,EVSE-Controller/3.0,1,644,NORMAL,0
2025-12-04 14:12:17,CP_0014,FIRMWARE_CHECK,1370,2025-12-04 14:09:33,164,247,09ada1048b52,AUTH_SERVICE,EVSE-Controller/3.0,1,644,NORMAL,0
2025-12-04 14:14:29,CP_0032,METER_VALUE,358,2025-12-04 14:12:17,132,248,0562180984ea,EVSE,OCPP/1.6J-ChargePoint,1,644,NORMAL,0
2025-12-04 14:17:21,CP_0009,METER_VALUE,1890,2025-12-04 14:14:29,172,249,0ef30f0a9eb6,AUTH_SERVICE,EVSE-Controller/3.0,1,644,NORMAL,0
2025-12-04 14:21:32,CP_0050,SESSION_END,162,2025-12-04 14:17:21,251,250,0aec77029b3d,EVSE,EVSE-Controller/3.0,1,644,NORMAL,0
2025-12-04 14:22:02,CP_0004,METER_VALUE,1165,2025-12-04 14:21:32,30,251,061c140b9540,AUTH_SERVICE,MeterService/1.5,0,644,NORMAL,0
2025-12-04 14:22:54,CP_0041,FIRMWARE_CHECK,1229,2025-12-04 14:22:02,52,252,0b61f403f801,OCPP_GATEWAY,OCPP/1.6J-ChargePoint,1,644,NORMAL,0
2025-12-04 14:23:44,CP_0033,ENERGY_UPDATE,1782,2025-12-04 14:22:54,50,253,04030c0a1bad,OCPP_GATEWAY,MeterService/1.5,1,644,NORMAL,0
2025-12-04 14:26:32,CP_0045,METER_VALUE,1622,2025-12-04 14:23:44,168,254,0f11c2055815,EVSE,CSMS-Monitor/2.1,1,644,NORMAL,0
2025-12-04 14:30:24,CP_0008,CONNECTOR_STATUS,1381,2025-12-04 14:26:32,232,255,0b4467026805,OCPP_GATEWAY,CSMS-Monitor/2.1,1,644,NORMAL,0
2025-12-04 14:30:40,CP_0046,AUTH_SUCCESS,1564,2025-12-04 14:30:24,16,256,01b51d0425ae,AUTH_SERVICE,EVSE-Controller/3.0,1,644,NORMAL,0
2025-12-04 14:32:15,CP_0024,AUTH_SUCCESS,1663,2025-12-04 14:30:40,95,257,0e061b05d37b,EVSE,OCPP/1.6J-ChargePoint,1,644,NORMAL,0
2025-12-04 14:36:04,CP_0018,FIRMWARE_CHECK,258,2025-12-04 14:32:15,229,258,05bbaa0cec4d,EVSE,MeterService/1.5,0,644,NORMAL,0
2025-12-04 14:36:42,CP_0032,LOG_PURGE,7886,2025-12-04 14:36:04,38,259,0768ac040af7,UNKNOWN_SOURCE,curl/7.68.0,0,644,FAKE_LOG_INJECTION,1
2025-12-04 14:36:58,CP_0016,SESSION_START,1094,2025-12-04 14:36:42,16,260,07597907a74f,CSMS,CSMS-Monitor/2.1,1,644,NORMAL,0
2023-09-02 03:13:59,CP_0015,STATUS_CHANGE,636,2025-12-04 14:36:58,999999,261,082f9c0d0cec,OCPP_GATEWAY,EVSE-Controller/3.0,1,644,TIMESTAMP_MANIPULATION,1
2025-12-04 14:41:18,CP_0012,ENERGY_UPDATE,1775,2025-12-04 14:40:42,36,262,09c73c0242bf,AUTH_SERVICE,OCPP/1.6J-ChargePoint,0,644,NORMAL,0
2025-12-04 14:44:07,CP_0021,TRUNCATED_LOG,37,2025-12-04 14:41:18,169,263,08d575TRUNC,OCPP_GATEWAY,CSMS-Monitor/2.1,1,644,LOG_TRUNCATION,1
2025-12-04 14:46:52,CP_0048,CONFIG_UPDATE,624,2025-12-04 14:44:07,165,264,08f2de076b12,AUTH_SERVICE,CSMS-Monitor/2.1,1,644,NORMAL,0
2025-12-04 14:48:19,CP_0001,METER_VALUE,176,2025-12-04 14:46:52,87,265,0540fb0a30cb,OCPP_GATEWAY,OCPP/1.6J-ChargePoint,1,644,NORMAL,0
2025-12-04 14:51:41,CP_0048,DELETED_ENTRY,0,2025-12-04 14:48:19,11450,266,000000000000,CSMS,MeterService/1.5,0,644,LOG_DELETION,1
2025-12-04 14:53:03,CP_0046,HEARTBEAT,318,2025-12-04 14:51:41,82,267,023a70053abc,AUTH_SERVICE,EVSE-Controller/3.0,0,644,NORMAL,0
2025-12-04 14:53:56,CP_0038,SESSION_END,1163,2025-12-04 14:53:03,53,268,03a97f0bb8a9,AUTH_SERVICE,OCPP/1.6J-ChargePoint,1,644,NORMAL,0
2025-12-04 14:55:12,CP_0016,CLEAN_HISTORY,20309,2025-12-04 14:53:56,76,269,0f23f70690e6,UNKNOWN_SOURCE,Postman/8.0,0,644,FAKE_LOG_INJECTION,1
2025-12-04 14:56:00,CP_0013,AUTH_SUCCESS,1725,2025-12-04 14:55:12,48,270,0dd9250ae196,EVSE,CSMS-Monitor/2.1,1,644,NORMAL,0
2025-12-04 14:57:34,CP_0029,CONNECTOR_STATUS,771,2025-12-04 14:56:00,94,271,0807b3037529,OCPP_GATEWAY,CSMS-Monitor/2.1,0,644,NORMAL,0
2025-12-04 15:00:21,CP_0030,HEARTBEAT,1873,2025-12-04 14:57:34,167,272,0371ca02f8fd,CSMS,EVSE-Controller/3.0,1,644,NORMAL,0
2025-12-04 15:02:21,CP_0021,AUTH_SUCCESS,314,2025-12-04 15:00:21,120,273,0ce786057f54,OCPP_GATEWAY,MeterService/1.5,1,644,NORMAL,0
2025-12-04 15:05:04,CP_0017,AUTH_SUCCESS,191,2025-12-04 15:02:21,163,274,07ff030f3312,AUTH_SERVICE,CSMS-Monitor/2.1,1,644,NORMAL,0
2025-12-04 15:09:10,CP_0007,AUTH_SUCCESS,376,2025-12-04 15:05:04,246,275,01b799028338,CSMS,CSMS-Monitor/2.1,1,644,NORMAL,0
2025-12-04 15:12:45,CP_0024,SESSION_END,1320,2025-12-04 15:09:10,215,276,0ae75e05aac1,EVSE,OCPP/1.6J-ChargePoint,1,644,NORMAL,0
2025-12-04 15:14:36,CP_0042,CONNECTOR_STATUS,1785,2025-12-04 15:12:45,111,277,03962702ff5e,OCPP_GATEWAY,OCPP/1.6J-ChargePoint,1,644,NORMAL,0
2025-12-04 15:18:42,CP_0004,AUTH_SUCCESS,2020,2025-12-04 15:14:36,246,278,0ab5410874d5,AUTH_SERVICE,MeterService/1.5,1,644,NORMAL,0
2025-12-04 15:22:07,CP_0044,METER_VALUE,481,2025-12-04 15:18:42,205,279,07306004f61a,CSMS,EVSE-Controller/3.0,1,644,NORMAL,0
2025-12-04 15:26:05,CP_0010,SESSION_START,1385,2025-12-04 15:22:07,238,280,0b6ec50b65c3,CSMS,EVSE-Controller/3.0,0,644,NORMAL,0
2025-12-04 15:29:45,CP_0036,CONNECTOR_STATUS,252,2025-12-04 15:26:05,220,281,02edee060096,AUTH_SERVICE,CSMS-Monitor/2.1,0,644,NORMAL,0
2025-12-04 15:31:37,CP_0042,FIRMWARE_CHECK,638,2025-12-04 15:29:45,112,282,0b9e310e5c4e,EVSE,MeterService/1.5,1,644,NORMAL,0
2025-12-04 15:35:52,CP_0035,CONNECTOR_STATUS,832,2025-12-04 15:31:37,255,283,0a938809906d,OCPP_GATEWAY,MeterService/1.5,1,644,NORMAL,0
2025-12-04 15:37:34,CP_0002,STATUS_CHANGE,1350,2025-12-04 15:35:52,102,284,0507bb01fea6,OCPP_GATEWAY,OCPP/1.6J-ChargePoint,0,644,NORMAL,0
2025-12-04 15:42:15,CP_0023,CONFIG_UPDATE,604,2025-12-04 15:37:34,281,285,0414720320c6,CSMS,CSMS-Monitor/2.1,1,644,NORMAL,0
2025-12-04 15:42:53,CP_0049,ADMIN_SILENT,43831,2025-12-04 15:42:15,38,286,0f11e80e48bc,UNKNOWN_SOURCE,python-requests/2.25,0,644,FAKE_LOG_INJECTION,1
2025-12-04 15:45:45,CP_0048,STATUS_CHANGE,1999,2025-12-04 15:42:53,172,287,0afdaa01fa28,OCPP_GATEWAY,CSMS-Monitor/2.1,1,644,NORMAL,0
2025-12-04 15:50:07,CP_0035,HEARTBEAT,487,2025-12-04 15:45:45,262,288,095f7302221f,EVSE,OCPP/1.6J-ChargePoint,1,644,NORMAL,0
2021-05-19 03:13:59,CP_0034,CONNECTOR_STATUS,129,2025-12-04 15:50:07,-3600,289,06d5680b5a1e,CSMS,CSMS-Monitor/2.1,1,644,TIMESTAMP_MANIPULATION,1
2025-12-04 15:51:49,CP_0050,DELETED_ENTRY,0,2025-12-04 15:50:27,80410,290,000000000000,EVSE,EVSE-Controller/3.0,0,644,LOG_DELETION,1
2025-12-04 15:52:50,CP_0022,HEARTBEAT,788,2025-12-04 15:51:49,61,291,03b587040bc2,AUTH_SERVICE,MeterService/1.5,1,644,NORMAL,0
2025-12-04 15:54:29,CP_0046,FIRMWARE_CHECK,1548,2025-12-04 15:52:50,99,292,0b58600e1e24,OCPP_GATEWAY,CSMS-Monitor/2.1,1,644,NORMAL,0
2025-12-04 15:57:52,CP_0020,HEARTBEAT,388,2025-12-04 15:54:29,203,293,045e840d2fea,EVSE,MeterService/1.5,1,644,NORMAL,0
2025-12-04 15:59:35,CP_0039,STATUS_CHANGE,2014,2025-12-04 15:57:52,103,294,0e777f0b4ed7,CSMS,OCPP/1.6J-ChargePoint,0,644,NORMAL,0
2025-12-04 16:00:57,CP_0022,SESSION_END,615,2025-12-04 15:59:35,82,295,07132806a35f,CSMS,OCPP/1.6J-ChargePoint,1,644,NORMAL,0
2025-12-04 16:03:22,CP_0014,DEBUG_OVERRIDE,33719,2025-12-04 16:00:57,145,296,029c4f072232,UNKNOWN_SOURCE,wget/1.21,0,644,FAKE_LOG_INJECTION,1
