timestamp,charge_point_id,connector_id,command_type,source_ip,source_type,id_tag,session_token,is_authenticated,is_authorized,response_status,can_message_id,transaction_id,energy_kwh,request_interval_ms,anomaly_type,label
2026-01-29 04:19:48,CP_12348,2,ChangeConfiguration,192.168.1.100,CSMS,admin_001,session_924b5ec295e84808,True,True,Accepted,0x301,9508,24.27,219,NORMAL,0
2026-01-29 06:29:51,CP_12349,2,Reset,10.0.0.50,CSMS,fleet_002,session_3b0bd39a4740485b,True,True,Accepted,0x300,8886,47.33,124,NORMAL,0
2026-01-01 00:50:58,CP_12349,1,ChangeConfiguration,10.0.0.50,CSMS,user_001,session_2efe00b68be147ea,True,True,Accepted,0x301,9005,10.92,405,NORMAL,0
2026-01-19 22:51:34,CP_12346,2,Reset,10.0.0.50,CSMS,user_003,session_54f674b5195d448b,True,True,Accepted,0x300,5805,45.0,489,NORMAL,0
2026-01-09 10:12:22,CP_12347,1,ChangeConfiguration,192.168.1.101,CSMS,user_002,session_24fa6f6c75c944c8,True,True,Accepted,0x301,6788,8.26,267,NORMAL,0
2026-01-16 16:09:23,CP_12348,1,RemoteStopTransaction,192.168.1.101,CSMS,user_005,session_7835dd86ad6a4652,True,True,Accepted,0x201,3422,28.55,121,NORMAL,0
2026-02-04 04:06:22,CP_12348,2,RemoteStopTransaction,185.220.101.1,EXTERNAL,user_001,,True,False,Accepted,0x201,57,0.0,86,SESSIONLESS_COMMAND,1
2026-02-08 13:25:20,CP_12345,1,RemoteStartTransaction,unknown,UNKNOWN,CLONE_003,,False,False,Rejected,0x200,,0.0,41,UNAUTHORIZED_REMOTE_START,1
2026-02-04 01:21:47,CP_12347,2,Reset,10.0.0.50,CSMS,UNKNOWN,,False,False,Rejected,0x200,,0.0,120,FAKE_ID_TAG,1
2026-01-22 21:22:10,CP_12346,2,Reset,10.0.0.50,CSMS,user_002,session_fcf97618c0e9401d,True,True,Accepted,0x300,4559,9.19,273,NORMAL,0
2026-01-24 21:33:30,CP_12345,2,RemoteStartTransaction,192.168.1.100,CSMS,user_002,session_1097c2d286094baf,True,True,Accepted,0x200,2513,11.22,463,NORMAL,0
2026-01-04 02:44:10,CP_12348,2,RemoteStartTransaction,192.168.1.101,CSMS,admin_001,session_77c51908ebaa412a,True,True,Accepted,0x200,7803,43.49,160,NORMAL,0
2026-01-21 13:36:43,CP_12347,2,ChangeConfiguration,192.168.1.101,CSMS,user_002,session_799f4b86f7684d81,True,True,Accepted,0x301,2597,28.67,489,NORMAL,0
2026-01-12 22:42:22,CP_12346,2,Reset,192.168.1.101,CSMS,admin_001,session_6bb77288fdab4139,True,True,Accepted,0x300,8224,49.51,122,NORMAL,0
2026-01-15 10:47:41,CP_12346,1,RemoteStartTransaction,192.168.1.101,CSMS,user_005,session_2bc977969db24258,True,True,Accepted,0x200,5465,45.39,286,NORMAL,0
2026-01-12 23:51:51,CP_12349,2,GetConfiguration,192.168.1.100,CSMS,user_002,session_14963370d5994c87,True,True,Accepted,0x302,8679,31.19,281,NORMAL,0
2026-01-16 09:00:32,CP_12349,2,RemoteStartTransaction,192.168.1.101,CSMS,user_004,session_f2bbbd2a7e1c4957,True,True,Accepted,0x200,6318,18.66,438,NORMAL,0
2026-01-20 00:08:07,CP_12345,1,GetConfiguration,192.168.1.101,CSMS,user_001,session_2b4f2111a0244872,True,True,Accepted,0x302,6408,49.01,453,NORMAL,0
2026-01-08 15:12:28,CP_12347,1,RemoteStartTransaction,192.168.1.101,CSMS,user_002,session_0dc69ff5ce8e4ee8,True,True,Accepted,0x200,2552,33.75,284,NORMAL,0
2026-01-16 13:18:25,CP_12345,1,Reset,192.168.1.101,CSMS,fleet_001,session_f5eb458c2b7f4450,True,True,Accepted,0x300,8913,31.31,227,NORMAL,0
2026-01-30 09:45:45,CP_12348,2,RemoteStartTransaction,unknown,UNKNOWN,STOLEN_002,,False,False,Accepted,0x200,,0.0,49,UNAUTHORIZED_REMOTE_START,1
2026-01-19 11:37:14,CP_12348,2,RemoteStopTransaction,192.168.1.100,CSMS,user_005,session_0e0ace8433424d64,True,True,Accepted,0x201,7254,30.28,491,NORMAL,0
2026-01-26 08:13:08,CP_12347,1,Reset,192.168.1.101,CSMS,user_005,session_643ebebe10f5434b,True,True,Accepted,0x300,4876,14.0,289,NORMAL,0
2026-01-30 05:27:54,CP_12348,2,DIRECT_CAN_INJECTION,CAN_BUS,CAN_DIRECT,,,False,False,N/A,0x200,,76.64308141370901,2,CAN_BUS_INJECTION,1
2026-01-30 12:53:52,CP_12347,1,ChangeConfiguration,0.0.0.0,CSMS,user_001,,True,False,Accepted,0x301,88,0.0,80,SESSIONLESS_COMMAND,1
2026-01-23 05:06:12,CP_12347,1,GetConfiguration,192.168.1.101,CSMS,user_004,session_d8539f03ca6a423a,True,True,Accepted,0x302,1924,39.14,267,NORMAL,0
2026-01-17 02:03:39,CP_12349,2,Reset,192.168.1.100,CSMS,admin_001,session_6e77638ba56b469d,True,True,Accepted,0x300,2210,36.09,170,NORMAL,0
2026-01-15 19:17:50,CP_12345,2,RemoteStopTransaction,192.168.1.101,CSMS,user_002,session_2ed22cf0df4b4383,True,True,Accepted,0x201,9502,14.85,493,NORMAL,0
2026-01-07 02:19:30,CP_12348,1,RemoteStartTransaction,10.0.0.50,CSMS,fleet_002,session_a537ba8c8dd34900,True,True,Accepted,0x200,1902,18.24,107,NORMAL,0
2026-02-07 13:05:54,CP_12348,1,RemoteStopTransaction,unknown,CSMS,admin_001,,True,False,Rejected,0x201,86,0.0,87,SESSIONLESS_COMMAND,1
2026-01-17 01:36:11,CP_12349,2,RemoteStopTransaction,192.168.1.101,CSMS,user_003,session_02c011c35d004820,True,True,Accepted,0x201,6453,28.99,257,NORMAL,0
2026-02-07 23:47:37,CP_12348,1,RemoteStartTransaction,0.0.0.0,UNKNOWN,UNKNOWN,,False,False,Rejected,0x200,,0.0,27,UNAUTHORIZED_REMOTE_START,1
2026-01-26 11:29:13,CP_12345,1,RemoteStartTransaction,10.0.0.50,CSMS,user_001,session_b1d8c5ae3c63455d,True,True,Accepted,0x200,9515,24.57,269,NORMAL,0
2026-01-06 14:48:33,CP_12348,1,ChangeConfiguration,192.168.1.100,CSMS,user_001,session_7cd6a5d36a2c433a,True,True,Accepted,0x301,8133,34.39,463,NORMAL,0
2026-01-04 12:04:11,CP_12349,2,GetConfiguration,10.0.0.50,CSMS,fleet_002,session_0447ffeaea314201,True,True,Accepted,0x302,2469,10.13,159,NORMAL,0
2026-01-22 15:28:09,CP_12349,2,Reset,192.168.1.101,CSMS,user_004,session_59be92c15eab441a,True,True,Accepted,0x300,4136,5.48,248,NORMAL,0
2026-02-03 09:18:01,CP_12345,2,RemoteStopTransaction,unknown,CSMS,NULL,,False,False,Rejected,0x200,,0.0,59,FAKE_ID_TAG,1
2026-02-02 04:20:56,CP_12347,2,RemoteStartTransaction,91.121.87.10,UNKNOWN,STOLEN_002,,False,False,Rejected,0x200,,0.0,34,UNAUTHORIZED_REMOTE_START,1
2026-01-23 15:32:36,CP_12346,1,GetConfiguration,192.168.1.101,CSMS,fleet_001,session_96e409710b8842fe,True,True,Accepted,0x302,8186,44.85,234,NORMAL,0
2026-01-07 01:15:43,CP_12348,1,RemoteStartTransaction,10.0.0.50,CSMS,admin_001,session_1e07025dcd3143e3,True,True,Accepted,0x200,8446,31.33,357,NORMAL,0
2026-01-26 01:32:36,CP_12348,2,RemoteStartTransaction,192.168.1.100,CSMS,user_002,session_15eede7a3c4a458d,True,True,Accepted,0x200,8853,30.34,379,NORMAL,0
2026-02-03 22:15:46,CP_12347,2,Reset,45.33.32.156,EXTERNAL,fleet_001,,True,False,Accepted,0x300,64,0.0,133,SESSIONLESS_COMMAND,1
2026-01-18 20:38:59,CP_12345,1,Reset,192.168.1.101,CSMS,user_003,session_506401d29c744cf3,True,True,Accepted,0x300,7286,39.87,368,NORMAL,0
2026-01-20 12:50:10,CP_12347,1,RemoteStartTransaction,192.168.1.101,CSMS,user_005,session_1c05ef21536f4053,True,True,Accepted,0x200,5543,23.42,111,NORMAL,0
2026-01-01 17:58:35,CP_12348,1,ChangeConfiguration,192.168.1.100,CSMS,fleet_002,session_05822472440d4f79,True,True,Accepted,0x301,3379,39.55,248,NORMAL,0
2026-01-22 10:37:41,CP_12345,2,GetConfiguration,192.168.1.100,CSMS,user_005,session_ad834ee09ebb4c6b,True,True,Accepted,0x302,9250,32.68,326,NORMAL,0
2026-02-08 06:16:38,CP_12346,2,DIRECT_CAN_INJECTION,CAN_BUS,CAN_DIRECT,,,False,False,N/A,0x999,,93.46536237074784,9,CAN_BUS_INJECTION,1
2026-01-08 02:55:58,CP_12348,2,RemoteStopTransaction,192.168.1.101,CSMS,user_004,session_9c60437864ec4b9b,True,True,Accepted,0x201,7210,38.89,269,NORMAL,0
2026-02-01 10:33:54,CP_12346,1,RemoteStopTransaction,185.220.101.1,EXTERNAL,user_005,,True,False,Rejected,0x201,53,0.0,94,SESSIONLESS_COMMAND,1
2026-01-17 21:15:53,CP_12349,1,Reset,192.168.1.100,CSMS,user_004,session_707bd763b08d42c1,True,True,Accepted,0x300,2270,39.44,500,NORMAL,0
2026-01-18 18:04:48,CP_12345,1,ChangeConfiguration,192.168.1.101,CSMS,user_003,session_89a01201980643d9,True,True,Accepted,0x301,9975,16.86,366,NORMAL,0
2026-02-06 16:46:11,CP_12345,2,RemoteStartTransaction,45.33.32.156,UNKNOWN,CLONE_003,,False,False,Accepted,0x200,,0.0,22,UNAUTHORIZED_REMOTE_START,1
2026-01-06 10:19:34,CP_12348,2,Reset,192.168.1.100,CSMS,user_005,session_9be10b4f20ea4178,True,True,Accepted,0x300,7682,15.03,496,NORMAL,0
2026-02-02 23:44:16,CP_12348,2,Reset,10.0.0.50,CSMS,NULL,,True,False,Rejected,0x200,,0.0,77,FAKE_ID_TAG,1
2026-02-08 02:13:45,CP_12346,2,DIRECT_CAN_INJECTION,CAN_BUS,CAN_DIRECT,,,False,False,N/A,0x999,,63.580128561878624,7,CAN_BUS_INJECTION,1
2026-01-15 09:22:27,CP_12348,2,RemoteStartTransaction,192.168.1.100,CSMS,user_001,session_51c46185a4994ee7,True,True,Accepted,0x200,1991,40.22,188,NORMAL,0
2026-01-10 01:24:11,CP_12345,2,ChangeConfiguration,192.168.1.100,CSMS,admin_001,session_1fdfc4fc3f38422a,True,True,Accepted,0x301,9006,27.4,263,NORMAL,0
2026-02-03 10:58:22,CP_12349,99,DIRECT_CAN_INJECTION,CAN_BUS,CAN_DIRECT,,,False,False,N/A,0x999,,23.012714716291192,6,CAN_BUS_INJECTION,1
2026-01-29 03:34:53,CP_12345,2,Reset,10.0.0.50,CSMS,fleet_001,session_7f65f09648474203,True,True,Accepted,0x300,3704,38.58,413,NORMAL,0
2026-01-12 21:18:16,CP_12348,2,RemoteStopTransaction,192.168.1.100,CSMS,fleet_002,session_4fc5997e3a524804,True,True,Accepted,0x201,2548,36.56,359,NORMAL,0
2026-02-01 17:11:44,CP_12345,2,Reset,91.121.87.10,EXTERNAL,admin_001,,True,False,Accepted,0x300,33,0.0,130,SESSIONLESS_COMMAND,1
2026-01-07 13:21:07,CP_12345,1,RemoteStartTransaction,192.168.1.101,CSMS,user_004,session_e93c16620c234cce,True,True,Accepted,0x200,6169,5.03,160,NORMAL,0
2026-01-04 23:13:00,CP_12347,2,RemoteStopTransaction,192.168.1.101,CSMS,fleet_001,session_a73c6ea7613e4727,True,True,Accepted,0x201,8597,25.3,231,NORMAL,0
2026-02-04 02:13:06,CP_12346,2,Reset,45.33.32.156,EXTERNAL,user_003,,False,False,Rejected,0x300,,0.0,6,UNKNOWN_IP_COMMAND,1
2026-02-10 23:25:34,CP_12348,1,DIRECT_CAN_INJECTION,CAN_BUS,CAN_DIRECT,,,False,False,N/A,0x999,,40.02009348713075,7,CAN_BUS_INJECTION,1
2026-01-10 23:57:18,CP_12349,2,RemoteStartTransaction,10.0.0.50,CSMS,fleet_002,session_55690365b1c14bfa,True,True,Accepted,0x200,2373,44.39,224,NORMAL,0
2026-02-07 18:48:50,CP_12345,2,DIRECT_CAN_INJECTION,CAN_BUS,CAN_DIRECT,,,False,False,N/A,0x200,,42.433505086688164,9,CAN_BUS_INJECTION,1
2026-01-06 19:05:57,CP_12349,2,ChangeConfiguration,192.168.1.100,CSMS,user_002,session_653773ff37394a9f,True,True,Accepted,0x301,4519,45.69,444,NORMAL,0
2026-01-16 23:15:28,CP_12348,2,GetConfiguration,10.0.0.50,CSMS,user_005,session_f350ab416f034de8,True,True,Accepted,0x302,6823,44.1,212,NORMAL,0
2026-02-04 20:14:07,CP_12349,1,ChangeConfiguration,45.33.32.156,CSMS,user_003,,True,False,Accepted,0x301,74,0.0,117,SESSIONLESS_COMMAND,1
2026-01-02 08:39:29,CP_12346,1,RemoteStopTransaction,192.168.1.101,CSMS,user_003,session_49034cb1a7984f6f,True,True,Accepted,0x201,3581,13.16,433,NORMAL,0
2026-01-11 13:53:57,CP_12348,1,Reset,192.168.1.101,CSMS,admin_001,session_3e0e9658f211485b,True,True,Accepted,0x300,9795,17.56,496,NORMAL,0
2026-02-07 17:49:20,CP_12347,2,DIRECT_CAN_INJECTION,CAN_BUS,CAN_DIRECT,,,False,False,N/A,0x999,,84.85775637914222,7,CAN_BUS_INJECTION,1
2026-01-25 23:17:01,CP_12346,2,RemoteStopTransaction,192.168.1.101,CSMS,user_001,session_c1f0c7debc4b40c8,True,True,Accepted,0x201,9084,33.3,480,NORMAL,0
2026-02-10 19:29:52,CP_12345,2,RemoteStopTransaction,45.33.32.156,EXTERNAL,FAKE_001,,False,False,Accepted,0x201,,0.0,15,UNKNOWN_IP_COMMAND,1
2026-02-01 13:04:58,CP_12348,1,RemoteStopTransaction,0.0.0.0,EXTERNAL,user_004,,True,False,Rejected,0x201,14,0.0,71,SESSIONLESS_COMMAND,1
2026-01-20 17:52:37,CP_12345,2,Reset,192.168.1.101,CSMS,user_004,session_5dc942a3e7804ff9,True,True,Accepted,0x300,5234,32.15,187,NORMAL,0
2026-01-06 23:48:45,CP_12347,1,GetConfiguration,10.0.0.50,CSMS,user_003,session_5963a5e70f2c4521,True,True,Accepted,0x302,5441,18.1,305,NORMAL,0
2026-01-02 16:14:55,CP_12346,1,GetConfiguration,192.168.1.101,CSMS,user_005,session_550a733807a14b00,True,True,Accepted,0x302,5892,7.57,257,NORMAL,0
2026-01-13 02:27:23,CP_12346,1,RemoteStartTransaction,10.0.0.50,CSMS,user_004,session_2e593e907cee4ad2,True,True,Accepted,0x200,8320,5.94,221,NORMAL,0
2026-01-09 20:45:23,CP_12346,2,RemoteStartTransaction,192.168.1.101,CSMS,user_004,session_406b447eec2a41fd,True,True,Accepted,0x200,9060,11.41,347,NORMAL,0
2026-02-06 14:44:59,CP_12347,1,ChangeConfiguration,192.168.1.100,EXTERNAL,fleet_002,,True,False,Rejected,0x301,41,0.0,126,SESSIONLESS_COMMAND,1
2026-01-02 07:00:14,CP_12347,1,Reset,192.168.1.101,CSMS,user_004,session_bcda50d91f17494b,True,True,Accepted,0x300,9384,18.74,378,NORMAL,0
2026-01-12 02:58:11,CP_12345,1,Reset,192.168.1.100,CSMS,user_002,session_1b53c235caa540f8,True,True,Accepted,0x300,2389,5.47,443,NORMAL,0
2026-01-01 12:22:11,CP_12348,2,RemoteStartTransaction,10.0.0.50,CSMS,user_004,session_1e53ca0bbe43492a,True,True,Accepted,0x200,2973,12.16,486,NORMAL,0
2026-02-01 14:09:44,CP_12348,99,DIRECT_CAN_INJECTION,CAN_BUS,CAN_DIRECT,,,False,False,N/A,0x200,,63.31788192425448,6,CAN_BUS_INJECTION,1
2026-01-07 09:31:38,CP_12345,1,GetConfiguration,192.168.1.100,CSMS,user_005,session_76ddc5843ad6457f,True,True,Accepted,0x302,3499,44.43,383,NORMAL,0
2026-01-01 09:00:58,CP_12345,2,ChangeConfiguration,192.168.1.101,CSMS,user_001,session_4b80707ba4ca414e,True,True,Accepted,0x301,3010,14.02,392,NORMAL,0
2026-02-04 11:53:15,CP_12346,1,Reset,192.168.1.100,EXTERNAL,user_002,,True,False,Accepted,0x300,43,0.0,138,SESSIONLESS_COMMAND,1
2026-02-11 09:26:58,CP_12349,2,RemoteStartTransaction,185.220.101.1,UNKNOWN,STOLEN_002,,False,False,Rejected,0x200,,0.0,44,UNAUTHORIZED_REMOTE_START,1
2026-01-01 06:33:43,CP_12346,1,GetConfiguration,192.168.1.100,CSMS,fleet_001,session_0bdd07af79db48ef,True,True,Accepted,0x302,7053,10.68,254,NORMAL,0
2026-01-15 15:31:28,CP_12349,1,RemoteStopTransaction,192.168.1.100,CSMS,user_003,session_a7d35eccc98644ad,True,True,Accepted,0x201,6393,35.62,461,NORMAL,0
2026-01-07 07:57:13,CP_12346,2,RemoteStopTransaction,10.0.0.50,CSMS,user_002,session_b6c8841c22764440,True,True,Accepted,0x201,8661,9.01,397,NORMAL,0
2026-01-23 16:32:47,CP_12349,2,GetConfiguration,10.0.0.50,CSMS,user_003,session_797aaed2221849d8,True,True,Accepted,0x302,6529,38.5,352,NORMAL,0
2026-01-20 11:18:57,CP_12345,2,RemoteStopTransaction,192.168.1.100,CSMS,user_001,session_43d3e2d30e144fe5,True,True,Accepted,0x201,6900,40.08,234,NORMAL,0
2026-02-08 11:39:39,CP_12346,99,DIRECT_CAN_INJECTION,CAN_BUS,CAN_DIRECT,,,False,False,N/A,0x200,,13.391812889497034,8,CAN_BUS_INJECTION,1
2026-01-08 23:36:45,CP_12345,1,GetConfiguration,10.0.0.50,CSMS,user_004,session_70013c6cd1fa4387,True,True,Accepted,0x302,4828,42.29,388,NORMAL,0
2026-01-19 16:58:36,CP_12347,2,ChangeConfiguration,192.168.1.101,CSMS,admin_001,session_8010635b8dc0498c,True,True,Accepted,0x301,2036,9.44,485,NORMAL,0
2026-01-28 11:40:16,CP_12349,2,RemoteStartTransaction,192.168.1.101,CSMS,fleet_001,session_2cd4fba8a8e14c67,True,True,Accepted,0x200,3952,47.95,315,NORMAL,0
2026-02-06 01:11:05,CP_12346,2,GetConfiguration,45.33.32.156,EXTERNAL,user_001,,False,False,Accepted,0x302,,0.0,30,UNKNOWN_IP_COMMAND,1
2026-02-06 19:52:39,CP_12349,99,DIRECT_CAN_INJECTION,CAN_BUS,CAN_DIRECT,,,False,False,N/A,0x999,,67.02320123299057,4,CAN_BUS_INJECTION,1
2026-01-31 09:20:09,CP_12346,1,RemoteStopTransaction,unknown,EXTERNAL,user_005,,True,False,Accepted,0x201,45,0.0,119,SESSIONLESS_COMMAND,1
2026-01-24 06:32:58,CP_12348,1,RemoteStartTransaction,10.0.0.50,CSMS,user_003,session_4ee07b0ee07e46e5,True,True,Accepted,0x200,6016,17.65,218,NORMAL,0
2026-01-23 03:28:57,CP_12349,1,GetConfiguration,192.168.1.100,CSMS,user_004,session_cd70872fba36403d,True,True,Accepted,0x302,1132,21.34,359,NORMAL,0
2026-01-19 19:58:03,CP_12348,2,ChangeConfiguration,192.168.1.101,CSMS,user_004,session_fd00448485534873,True,True,Accepted,0x301,5430,28.17,410,NORMAL,0
2026-01-01 22:16:22,CP_12345,1,RemoteStopTransaction,192.168.1.100,CSMS,fleet_002,session_ab181218b085436b,True,True,Accepted,0x201,5103,15.16,148,NORMAL,0
2026-02-11 08:35:47,CP_12346,1,ChangeConfiguration,185.220.101.1,EXTERNAL,UNKNOWN,,False,False,Rejected,0x301,,0.0,30,UNKNOWN_IP_COMMAND,1
2026-01-28 13:47:11,CP_12345,1,RemoteStartTransaction,10.0.0.50,CSMS,user_003,session_c69746c5eaba4145,True,True,Accepted,0x200,4688,45.33,334,NORMAL,0
2026-02-10 04:37:00,CP_12348,1,RemoteStopTransaction,192.168.1.100,CSMS,fleet_001,,True,False,Accepted,0x201,21,0.0,72,SESSIONLESS_COMMAND,1
2026-02-04 12:34:11,CP_12349,2,RemoteStartTransaction,0.0.0.0,UNKNOWN,STOLEN_002,,False,False,Rejected,0x200,,0.0,50,UNAUTHORIZED_REMOTE_START,1
2026-01-04 18:08:24,CP_12347,1,Reset,192.168.1.101,CSMS,user_004,session_223522b16bfc4de1,True,True,Accepted,0x300,3897,39.69,365,NORMAL,0
2026-02-09 11:40:26,CP_12347,2,RemoteStopTransaction,45.33.32.156,EXTERNAL,STOLEN_002,,False,False,Rejected,0x200,,0.0,161,FAKE_ID_TAG,1
2026-01-25 02:01:22,CP_12347,2,Reset,10.0.0.50,CSMS,user_001,session_41c368b227804d33,True,True,Accepted,0x300,1039,34.69,370,NORMAL,0
2026-01-15 18:51:54,CP_12348,2,GetConfiguration,192.168.1.100,CSMS,user_002,session_8d56556c99f04d86,True,True,Accepted,0x302,9011,16.7,168,NORMAL,0
2026-02-05 08:45:29,CP_12348,2,RemoteStartTransaction,185.220.101.1,UNKNOWN,STOLEN_002,,False,False,Accepted,0x200,,0.0,34,UNAUTHORIZED_REMOTE_START,1
2026-01-18 02:42:48,CP_12349,1,GetConfiguration,192.168.1.100,CSMS,user_003,session_6304f5dc1bc04f26,True,True,Accepted,0x302,7571,26.82,212,NORMAL,0
2026-02-06 00:04:57,CP_12349,2,Reset,45.33.32.156,EXTERNAL,admin_001,,False,False,Rejected,0x300,,0.0,30,UNKNOWN_IP_COMMAND,1
2026-01-02 17:49:40,CP_12349,2,Reset,192.168.1.101,CSMS,user_001,session_048e196e00a1471a,True,True,Accepted,0x300,3669,45.91,333,NORMAL,0
2026-02-09 17:00:31,CP_12345,2,ChangeConfiguration,10.0.0.50,CSMS,user_004,,True,False,Rejected,0x301,85,0.0,66,SESSIONLESS_COMMAND,1
2026-01-29 23:06:06,CP_12345,2,ChangeConfiguration,192.168.1.100,CSMS,user_004,session_1a411c7735354759,True,True,Accepted,0x301,9446,25.36,259,NORMAL,0
2026-02-08 23:24:18,CP_12345,1,ChangeConfiguration,185.220.101.1,EXTERNAL,user_005,,False,False,Accepted,0x301,,0.0,27,UNKNOWN_IP_COMMAND,1
2026-02-04 19:11:28,CP_12347,2,RemoteStartTransaction,45.33.32.156,UNKNOWN,UNKNOWN,,False,False,Rejected,0x200,,0.0,34,UNAUTHORIZED_REMOTE_START,1
2026-02-11 07:24:11,CP_12348,1,RemoteStartTransaction,unknown,UNKNOWN,STOLEN_002,,False,False,Accepted,0x200,,0.0,47,UNAUTHORIZED_REMOTE_START,1
2026-01-20 05:21:13,CP_12349,2,Reset,10.0.0.50,CSMS,admin_001,session_f678d3e9400b4784,True,True,Accepted,0x300,1317,17.24,365,NORMAL,0
2026-02-07 00:06:58,CP_12346,1,RemoteStopTransaction,192.168.1.100,EXTERNAL,user_004,,True,False,Rejected,0x201,38,0.0,129,SESSIONLESS_COMMAND,1
2026-02-06 03:21:04,CP_12346,2,Reset,unknown,EXTERNAL,UNKNOWN,session_26d208d085214973,False,False,Rejected,0x200,,0.0,164,FAKE_ID_TAG,1
2026-01-27 21:02:56,CP_12345,1,Reset,192.168.1.100,CSMS,user_001,session_0d254f1f12a545fa,True,True,Accepted,0x300,1649,22.65,423,NORMAL,0
2026-02-05 15:30:01,CP_12345,2,RemoteStartTransaction,45.33.32.156,CSMS,CLONE_003,session_31c6b7f0d7f7496c,False,False,Rejected,0x200,,0.0,154,FAKE_ID_TAG,1
2026-01-11 23:03:59,CP_12349,1,ChangeConfiguration,192.168.1.101,CSMS,admin_001,session_8cf4149c2865495e,True,True,Accepted,0x301,8907,20.04,208,NORMAL,0
2026-02-03 18:04:13,CP_12346,99,DIRECT_CAN_INJECTION,CAN_BUS,CAN_DIRECT,,,False,False,N/A,0x201,,18.135734269096748,9,CAN_BUS_INJECTION,1
2026-02-10 14:28:50,CP_12346,2,RemoteStopTransaction,0.0.0.0,EXTERNAL,admin_001,,False,False,Accepted,0x201,,0.0,26,UNKNOWN_IP_COMMAND,1
2026-01-23 11:43:15,CP_12349,2,GetConfiguration,192.168.1.101,CSMS,user_004,session_8498bc3e4a404ef5,True,True,Accepted,0x302,3333,44.47,437,NORMAL,0
2026-02-05 16:08:06,CP_12349,2,DIRECT_CAN_INJECTION,CAN_BUS,CAN_DIRECT,,,False,False,N/A,0x201,,73.75034116689379,8,CAN_BUS_INJECTION,1
2026-02-05 05:26:18,CP_12348,99,DIRECT_CAN_INJECTION,CAN_BUS,CAN_DIRECT,,,False,False,N/A,0x999,,82.65210422151787,5,CAN_BUS_INJECTION,1
2026-01-27 09:46:28,CP_12349,1,Reset,192.168.1.101,CSMS,user_004,session_9836916f4e1d4b8c,True,True,Accepted,0x300,1128,39.14,316,NORMAL,0
2026-01-14 19:30:34,CP_12345,2,RemoteStopTransaction,10.0.0.50,CSMS,user_003,session_c35791173b6b41aa,True,True,Accepted,0x201,6400,40.96,206,NORMAL,0
2026-01-30 02:33:41,CP_12345,1,GetConfiguration,192.168.1.101,CSMS,user_005,session_1fac5f1283fc486b,True,True,Accepted,0x302,1189,30.33,486,NORMAL,0
2026-01-01 07:26:35,CP_12345,2,ChangeConfiguration,192.168.1.100,CSMS,user_004,session_f9d31a9f9eb44e71,True,True,Accepted,0x301,9975,12.92,170,NORMAL,0
2026-01-28 01:54:18,CP_12348,2,GetConfiguration,192.168.1.101,CSMS,user_004,session_e2075389e7374814,True,True,Accepted,0x302,2417,45.04,136,NORMAL,0
2026-01-24 13:18:14,CP_12348,1,RemoteStartTransaction,10.0.0.50,CSMS,user_005,session_30ea553647244827,True,True,Accepted,0x200,1114,9.0,306,NORMAL,0
2026-01-28 18:36:53,CP_12348,1,Reset,192.168.1.101,CSMS,fleet_001,session_652c95f4b3c34cb2,True,True,Accepted,0x300,8973,12.04,240,NORMAL,0
2026-02-07 04:04:04,CP_12345,1,ChangeConfiguration,91.121.87.10,EXTERNAL,user_004,,False,False,Accepted,0x301,,0.0,11,UNKNOWN_IP_COMMAND,1
2026-01-08 11:52:50,CP_12347,1,ChangeConfiguration,192.168.1.100,CSMS,fleet_001,session_7dfa5780d7b74426,True,True,Accepted,0x301,9672,21.3,120,NORMAL,0
2026-01-08 00:24:32,CP_12349,2,RemoteStartTransaction,10.0.0.50,CSMS,fleet_002,session_beba20fce4024501,True,True,Accepted,0x200,4398,9.87,111,NORMAL,0
2026-01-03 09:04:15,CP_12349,2,ChangeConfiguration,192.168.1.100,CSMS,admin_001,session_40deebcf47ce4d73,True,True,Accepted,0x301,8102,34.22,277,NORMAL,0
2026-02-08 14:02:02,CP_12346,1,DIRECT_CAN_INJECTION,CAN_BUS,CAN_DIRECT,,,False,False,N/A,0x201,,94.32054763201066,3,CAN_BUS_INJECTION,1
2026-01-08 01:52:42,CP_12348,1,ChangeConfiguration,192.168.1.101,CSMS,user_001,session_7b503e760c11412b,True,True,Accepted,0x301,2889,29.99,235,NORMAL,0
2026-02-09 18:29:45,CP_12346,1,Reset,91.121.87.10,EXTERNAL,user_001,,False,False,Accepted,0x300,,0.0,24,UNKNOWN_IP_COMMAND,1
2026-01-09 19:58:05,CP_12346,2,GetConfiguration,192.168.1.100,CSMS,admin_001,session_8d94c318793e435a,True,True,Accepted,0x302,4580,18.51,202,NORMAL,0
2026-01-06 17:21:52,CP_12348,2,GetConfiguration,192.168.1.101,CSMS,user_004,session_a503769e48cc4c8b,True,True,Accepted,0x302,7547,36.06,214,NORMAL,0
2026-01-02 12:07:40,CP_12348,1,GetConfiguration,192.168.1.100,CSMS,fleet_001,session_c02f84bc27874012,True,True,Accepted,0x302,7336,32.29,174,NORMAL,0
2026-02-05 22:12:17,CP_12349,2,RemoteStopTransaction,91.121.87.10,CSMS,CLONE_003,,True,False,Rejected,0x200,,0.0,99,FAKE_ID_TAG,1
2026-02-01 16:50:26,CP_12349,2,RemoteStopTransaction,unknown,EXTERNAL,CLONE_003,,False,False,Accepted,0x201,,0.0,21,UNKNOWN_IP_COMMAND,1
