timestamp,charge_point_id,command_type,voltage,current_amp,temperature,state_of_charge,power_kw,max_allowed_current,max_allowed_temp,max_allowed_voltage,current_deviation,temp_deviation,voltage_deviation,is_rapid_charging,command_source,anomaly_type,risk_level,label
2025-01-05T11:19:39.000Z,CP_011,Reset,386.49,23.27,39.7,13.6,10.6,28.31,53.0,411.1,5.04,13.3,24.61,0,csms,normal,none,0
2025-01-05T02:11:08.000Z,CP_012,RemoteStartTransaction,392.77,22.78,37.3,45.2,18.99,31.11,59.3,425.85,8.33,22.0,33.08,1,local,normal,none,0
2025-01-03T14:43:36.000Z,CP_018,Reset,407.41,25.16,31.9,82.6,14.8,34.07,49.3,446.83,8.91,17.4,39.42,1,local,normal,none,0
2025-01-05T05:11:34.000Z,CP_020,RemoteStartTransaction,460.61,179.31,60.1,87.7,82.59,32.0,55.0,440.0,-147.31,-5.1,-20.61,1,manipulated,combined_attack,critical,1
2025-01-02T23:26:13.000Z,CP_012,RemoteStartTransaction,414.17,20.47,24.5,21.1,15.81,27.76,36.0,439.57,7.29,11.5,25.4,1,local,normal,none,0
2025-01-01T18:15:22.000Z,CP_007,RemoteStartTransaction,481.07,160.35,62.5,10.8,77.14,32.0,55.0,440.0,-128.35,-7.5,-41.07,1,manipulated,combined_attack,critical,1
2025-01-01T01:30:08.000Z,CP_019,RemoteStartTransaction,417.91,23.44,26.4,41.4,16.25,38.08,47.2,453.47,14.64,20.8,35.56,1,csms,normal,none,0
2025-01-03T02:30:45.000Z,CP_005,SetChargingProfile,416.65,16.07,41.5,72.1,12.86,25.12,57.7,444.54,9.05,16.2,27.89,1,local,normal,none,0
2025-01-06T21:53:09.000Z,CP_014,UpdateFirmware,389.7,29.25,21.4,21.7,21.45,41.29,37.1,410.23,12.04,15.7,20.53,1,csms,normal,none,0
2025-01-07T01:29:31.000Z,CP_001,RemoteStartTransaction,438.9,152.99,68.9,29.4,67.15,32.0,55.0,440.0,-120.99,-13.9,1.1,1,manipulated,combined_attack,critical,1
2025-01-01T08:36:35.000Z,CP_019,RemoteStartTransaction,414.1,28.61,42.4,74.8,8.07,39.87,65.0,434.43,11.26,22.6,20.33,1,local,normal,none,0
2025-01-08T08:20:02.000Z,CP_019,SetChargingProfile,396.26,52.52,37.3,110.9,19.0,32.0,55.0,440.0,-20.52,17.7,43.74,1,manipulated,battery_overcharge,critical,1
2025-01-01T02:08:46.000Z,CP_010,RemoteStartTransaction,393.07,22.65,25.0,76.9,20.2,31.31,42.5,418.52,8.66,17.5,25.45,1,local,normal,none,0
2025-01-02T05:28:57.000Z,CP_016,RemoteStartTransaction,406.51,19.85,25.3,74.0,17.03,25.74,41.8,440.83,5.89,16.5,34.32,1,local,normal,none,0
2025-01-05T02:08:25.000Z,CP_004,SetChargingProfile,433.67,199.92,70.5,58.5,86.7,32.0,55.0,440.0,-167.92,-15.5,6.33,1,manipulated,combined_attack,critical,1
2025-01-06T08:12:04.000Z,CP_005,ChangeConfiguration,505.79,117.3,77.2,61.7,59.33,32.0,55.0,440.0,-85.3,-22.2,-65.79,1,manipulated,combined_attack,critical,1
2025-01-01T08:21:22.000Z,CP_018,SetChargingProfile,395.09,30.93,41.7,93.4,10.89,39.76,64.5,423.31,8.83,22.8,28.22,1,local,normal,none,0
2025-01-05T18:38:01.000Z,CP_013,RemoteStartTransaction,400.44,27.87,32.6,69.9,7.59,33.08,54.0,422.92,5.21,21.4,22.48,1,csms,normal,none,0
2025-01-05T02:18:23.000Z,CP_002,RemoteStartTransaction,385.93,20.55,43.9,62.6,9.75,30.9,56.6,409.44,10.35,12.7,23.51,0,csms,normal,none,0
2025-01-03T03:54:51.000Z,CP_020,ChangeConfiguration,396.16,21.11,23.5,12.2,14.66,29.07,47.1,424.25,7.96,23.6,28.09,0,local,normal,none,0
2025-01-01T04:00:33.000Z,CP_003,SetChargingProfile,389.65,22.5,33.9,30.4,14.35,34.62,50.6,409.99,12.12,16.7,20.34,0,local,normal,none,0
2025-01-03T21:04:32.000Z,CP_018,SetChargingProfile,413.86,49.79,22.0,110.5,13.92,32.0,55.0,440.0,-17.79,33.0,26.14,1,manipulated,battery_overcharge,critical,1
2025-01-04T06:46:33.000Z,CP_019,RemoteStartTransaction,412.85,23.83,33.2,69.5,20.03,34.35,52.3,450.78,10.52,19.1,37.93,1,local,normal,none,0
2025-01-04T10:08:44.000Z,CP_008,SetChargingProfile,403.16,44.19,42.9,110.7,17.74,32.0,55.0,440.0,-12.19,12.1,36.84,1,manipulated,battery_overcharge,critical,1
2025-01-03T16:15:03.000Z,CP_018,UpdateFirmware,414.35,22.75,24.9,27.0,20.66,35.6,40.0,447.71,12.85,15.1,33.36,1,local,normal,none,0
2025-01-03T10:14:53.000Z,CP_012,RemoteStartTransaction,410.2,24.75,35.1,76.0,21.48,32.69,47.8,443.85,7.94,12.7,33.65,0,csms,normal,none,0
2025-01-02T21:19:04.000Z,CP_017,ChangeConfiguration,396.14,28.49,33.1,58.3,9.94,42.24,46.1,417.29,13.75,13.0,21.15,1,csms,normal,none,0
2025-01-01T09:45:38.000Z,CP_001,UpdateFirmware,417.21,19.34,32.3,85.6,8.57,32.35,43.2,448.37,13.01,10.9,31.16,1,csms,normal,none,0
2025-01-04T05:44:46.000Z,CP_010,UpdateFirmware,397.08,29.56,26.5,58.9,16.5,43.83,45.7,427.01,14.27,19.2,29.93,1,csms,normal,none,0
2025-01-03T10:35:02.000Z,CP_002,ChangeConfiguration,451.12,135.66,56.6,81.8,61.2,32.0,55.0,440.0,-103.66,-1.6,-11.12,1,manipulated,combined_attack,critical,1
2025-01-01T14:17:28.000Z,CP_003,SetChargingProfile,417.74,18.18,39.3,19.3,8.94,27.68,54.0,440.15,9.5,14.7,22.41,0,local,normal,none,0
2025-01-01T15:22:02.000Z,CP_016,SetChargingProfile,481.76,104.88,73.5,54.2,50.53,32.0,55.0,440.0,-72.88,-18.5,-41.76,1,manipulated,combined_attack,critical,1
2025-01-04T07:01:02.000Z,CP_003,Reset,382.28,25.51,42.3,28.4,16.15,31.73,66.7,404.01,6.22,24.4,21.73,0,local,normal,none,0
2025-01-02T03:44:24.000Z,CP_015,ChangeConfiguration,258.05,18.37,27.1,20.2,4.74,32.0,55.0,440.0,13.63,27.9,181.95,1,manipulated,voltage_drop,medium,1
2025-01-03T23:11:26.000Z,CP_015,Reset,408.41,28.08,23.4,25.8,12.97,38.62,34.0,444.93,10.54,10.6,36.52,1,local,normal,none,0
2025-01-05T01:55:38.000Z,CP_017,RemoteStartTransaction,392.87,23.08,20.2,83.9,8.42,30.0,39.7,415.7,6.92,19.5,22.83,0,csms,normal,none,0
2025-01-07T19:18:09.000Z,CP_006,RemoteStartTransaction,214.4,30.11,29.2,11.8,6.46,32.0,55.0,440.0,1.89,25.8,225.6,1,manipulated,voltage_drop,medium,1
2025-01-02T00:09:48.000Z,CP_004,RemoteStartTransaction,549.51,21.37,32.3,39.8,11.74,32.0,55.0,440.0,10.63,22.7,-109.51,1,manipulated,voltage_spike,high,1
2025-01-06T08:12:37.000Z,CP_015,UpdateFirmware,391.02,16.12,23.6,15.4,13.23,29.2,41.5,429.23,13.08,17.9,38.21,1,local,normal,none,0
2025-01-01T21:21:49.000Z,CP_020,Reset,382.09,26.09,28.4,38.0,15.55,34.96,42.2,419.12,8.87,13.8,37.03,0,local,normal,none,0
2025-01-07T04:03:26.000Z,CP_003,RemoteStartTransaction,568.01,24.82,43.8,47.4,14.1,32.0,55.0,440.0,7.18,11.2,-128.01,1,manipulated,voltage_spike,high,1
2025-01-07T04:06:44.000Z,CP_003,UpdateFirmware,399.07,25.5,24.0,22.5,9.46,32.95,34.2,435.69,7.45,10.2,36.62,0,csms,normal,none,0
2025-01-01T05:28:30.000Z,CP_006,RemoteStartTransaction,418.62,20.04,41.5,19.7,8.35,29.96,60.2,452.35,9.92,18.7,33.73,0,local,normal,none,0
2025-01-01T02:10:18.000Z,CP_018,UpdateFirmware,399.85,19.32,43.3,38.1,7.44,31.04,66.9,436.55,11.72,23.6,36.7,0,csms,normal,none,0
2025-01-03T03:57:14.000Z,CP_015,RemoteStartTransaction,414.53,22.33,27.6,85.5,15.74,36.68,43.2,445.54,14.35,15.6,31.01,0,local,normal,none,0
2025-01-02T18:24:06.000Z,CP_020,SetChargingProfile,404.25,21.15,42.0,45.6,16.29,33.08,55.7,432.21,11.93,13.7,27.96,1,local,normal,none,0
2025-01-03T08:12:54.000Z,CP_014,UpdateFirmware,410.77,16.11,40.9,50.3,11.59,22.82,54.9,445.07,6.71,14.0,34.3,1,csms,normal,none,0
2025-01-05T00:30:36.000Z,CP_010,ChangeConfiguration,253.32,31.47,34.0,51.1,7.97,32.0,55.0,440.0,0.53,21.0,186.68,1,manipulated,voltage_drop,medium,1
2025-01-05T00:21:41.000Z,CP_013,SetChargingProfile,406.16,28.56,44.2,47.1,10.81,36.15,58.6,428.39,7.59,14.4,22.23,0,csms,normal,none,0
2025-01-01T10:32:37.000Z,CP_004,ChangeConfiguration,394.66,26.41,20.9,84.5,11.13,36.76,31.6,434.55,10.35,10.7,39.89,0,csms,normal,none,0
2025-01-03T12:49:11.000Z,CP_012,ChangeConfiguration,546.84,29.17,35.3,73.9,15.95,32.0,55.0,440.0,2.83,19.7,-106.84,1,manipulated,voltage_spike,high,1
2025-01-05T00:48:09.000Z,CP_017,SetChargingProfile,396.87,19.65,40.0,45.1,13.38,29.24,62.8,432.76,9.59,22.8,35.89,0,local,normal,none,0
2025-01-01T22:46:11.000Z,CP_006,ChangeConfiguration,506.18,31.45,39.2,77.0,15.92,32.0,55.0,440.0,0.55,15.8,-66.18,1,manipulated,voltage_spike,high,1
2025-01-05T04:34:34.000Z,CP_008,RemoteStartTransaction,217.76,23.42,40.7,48.2,5.1,32.0,55.0,440.0,8.58,14.3,222.24,1,manipulated,voltage_drop,medium,1
2025-01-03T07:37:19.000Z,CP_017,SetChargingProfile,418.39,28.07,27.8,85.2,18.72,34.54,42.4,445.25,6.47,14.6,26.86,0,csms,normal,none,0
2025-01-04T11:01:09.000Z,CP_020,ChangeConfiguration,543.29,22.53,36.3,50.0,12.24,32.0,55.0,440.0,9.47,18.7,-103.29,1,manipulated,voltage_spike,high,1
2025-01-01T00:06:24.000Z,CP_012,Reset,404.15,28.91,38.2,55.6,21.61,37.7,56.5,440.74,8.79,18.3,36.59,1,csms,normal,none,0
2025-01-03T00:13:43.000Z,CP_019,RemoteStartTransaction,384.03,21.79,41.5,25.9,11.24,29.48,65.9,410.89,7.69,24.4,26.86,1,local,normal,none,0
2025-01-01T15:09:33.000Z,CP_007,RemoteStartTransaction,404.79,20.04,28.9,77.6,8.55,34.63,45.8,429.65,14.59,16.9,24.86,1,csms,normal,none,0
2025-01-02T11:47:30.000Z,CP_017,ChangeConfiguration,407.94,20.79,30.3,38.7,18.81,32.74,44.6,431.06,11.95,14.3,23.12,0,csms,normal,none,0
2025-01-01T00:07:40.000Z,CP_009,RemoteStartTransaction,389.8,18.23,22.6,73.0,15.36,29.13,33.1,411.67,10.9,10.5,21.87,0,csms,normal,none,0
2025-01-01T05:02:16.000Z,CP_014,SetChargingProfile,380.07,30.81,33.5,71.2,18.23,42.52,49.0,401.47,11.71,15.5,21.4,1,csms,normal,none,0
2025-01-02T15:54:40.000Z,CP_010,ChangeConfiguration,484.34,76.06,55.0,51.2,36.84,32.0,55.0,440.0,-44.06,0.0,-44.34,1,manipulated,combined_attack,critical,1
2025-01-05T17:25:26.000Z,CP_018,UpdateFirmware,414.94,27.54,27.8,39.3,19.47,41.54,47.0,437.88,14.0,19.2,22.94,1,csms,normal,none,0
2025-01-04T05:59:54.000Z,CP_015,ChangeConfiguration,406.19,25.23,31.0,51.0,20.5,32.33,53.1,430.1,7.1,22.1,23.91,1,csms,normal,none,0
2025-01-04T03:11:17.000Z,CP_012,SetChargingProfile,203.66,21.19,35.9,60.6,4.32,32.0,55.0,440.0,10.81,19.1,236.34,1,manipulated,voltage_drop,medium,1
2025-01-02T09:10:03.000Z,CP_006,RemoteStartTransaction,400.67,22.49,44.2,64.2,20.23,34.77,66.5,439.62,12.28,22.3,38.95,1,local,normal,none,0
2025-01-02T04:39:25.000Z,CP_015,ChangeConfiguration,394.3,21.22,35.2,26.6,15.09,34.03,56.7,418.21,12.81,21.5,23.91,1,csms,normal,none,0
2025-01-01T15:46:42.000Z,CP_016,RemoteStartTransaction,393.83,26.82,29.6,81.3,15.55,41.7,40.4,426.7,14.88,10.8,32.87,1,local,normal,none,0
2025-01-01T00:52:16.000Z,CP_007,ChangeConfiguration,403.13,16.72,28.6,15.4,21.91,31.07,39.6,441.81,14.35,11.0,38.68,1,local,normal,none,0
2025-01-06T07:01:24.000Z,CP_013,RemoteStartTransaction,565.68,27.43,31.3,59.1,15.52,32.0,55.0,440.0,4.57,23.7,-125.68,1,manipulated,voltage_spike,high,1
2025-01-01T11:25:48.000Z,CP_002,Reset,396.02,25.12,24.9,57.0,8.47,35.16,46.4,421.61,10.04,21.5,25.59,0,csms,normal,none,0
2025-01-01T08:46:11.000Z,CP_009,ChangeConfiguration,404.64,30.71,39.4,49.5,19.46,41.63,54.2,429.55,10.92,14.8,24.91,1,local,normal,none,0
2025-01-04T01:00:38.000Z,CP_016,SetChargingProfile,413.87,19.79,32.5,44.9,15.37,28.46,57.2,445.23,8.67,24.7,31.36,0,local,normal,none,0
2025-01-04T05:44:16.000Z,CP_017,Reset,418.71,26.54,29.6,36.2,13.41,40.3,50.5,440.49,13.76,20.9,21.78,1,csms,normal,none,0
2025-01-03T07:34:13.000Z,CP_003,Reset,409.88,18.46,31.5,38.2,8.68,24.0,53.4,441.04,5.54,21.9,31.16,0,local,normal,none,0
2025-01-01T22:50:00.000Z,CP_016,RemoteStartTransaction,397.56,19.23,36.4,78.3,11.58,24.57,55.4,427.88,5.34,19.0,30.32,0,csms,normal,none,0
2025-01-03T09:34:31.000Z,CP_001,Reset,381.48,16.9,39.7,13.6,9.13,29.97,59.7,410.65,13.07,20.0,29.17,0,csms,normal,none,0
2025-01-03T21:36:43.000Z,CP_005,RemoteStartTransaction,392.86,31.44,25.3,13.9,9.93,37.07,39.4,428.01,5.63,14.1,35.15,1,csms,normal,none,0
2025-01-01T17:33:07.000Z,CP_016,SetChargingProfile,410.49,27.28,33.9,13.5,12.19,33.44,48.2,442.5,6.16,14.3,32.01,1,csms,normal,none,0
2025-01-01T05:02:26.000Z,CP_016,ChangeConfiguration,409.34,24.07,30.6,43.5,19.22,36.04,42.1,439.25,11.97,11.5,29.91,0,local,normal,none,0
2025-01-01T16:52:07.000Z,CP_001,SetChargingProfile,399.18,20.99,29.1,79.4,20.39,31.97,50.6,426.02,10.98,21.5,26.84,0,csms,normal,none,0
2025-01-05T16:32:08.000Z,CP_014,SetChargingProfile,461.95,168.35,79.7,30.5,77.77,32.0,55.0,440.0,-136.35,-24.7,-21.95,1,manipulated,combined_attack,critical,1
2025-01-03T09:01:21.000Z,CP_010,ChangeConfiguration,530.16,21.73,41.8,23.4,11.52,32.0,55.0,440.0,10.27,13.2,-90.16,1,manipulated,voltage_spike,high,1
2025-01-01T09:31:59.000Z,CP_011,SetChargingProfile,409.81,19.81,44.6,24.3,20.33,25.7,65.2,442.59,5.89,20.6,32.78,1,csms,normal,none,0
2025-01-01T08:07:20.000Z,CP_006,SetChargingProfile,387.66,27.82,26.9,60.1,18.5,38.79,51.6,424.31,10.97,24.7,36.65,0,local,normal,none,0
2025-01-08T14:00:00.000Z,CP_019,ChangeConfiguration,492.26,29.01,38.2,48.7,14.28,32.0,55.0,440.0,2.99,16.8,-52.26,1,manipulated,voltage_spike,high,1
2025-01-01T04:47:15.000Z,CP_007,ChangeConfiguration,398.43,28.34,33.0,93.5,14.3,40.15,47.7,424.89,11.81,14.7,26.46,0,local,normal,none,0
2025-01-03T10:02:46.000Z,CP_013,ChangeConfiguration,408.55,24.36,20.1,89.2,17.43,35.3,31.4,437.89,10.94,11.3,29.34,0,local,normal,none,0
2025-01-06T21:06:51.000Z,CP_013,RemoteStartTransaction,453.41,160.69,81.9,55.5,72.86,32.0,55.0,440.0,-128.69,-26.9,-13.41,1,manipulated,combined_attack,critical,1
2025-01-06T19:48:47.000Z,CP_004,ChangeConfiguration,405.34,24.05,40.1,66.8,19.83,31.17,61.8,436.37,7.12,21.7,31.03,0,local,normal,none,0
2025-01-08T00:11:24.000Z,CP_014,RemoteStartTransaction,382.09,75.73,33.5,112.2,7.78,32.0,55.0,440.0,-43.73,21.5,57.91,1,manipulated,battery_overcharge,critical,1
2025-01-04T12:03:22.000Z,CP_008,SetChargingProfile,389.9,26.37,34.8,87.4,8.36,34.42,49.9,410.29,8.05,15.1,20.39,0,local,normal,none,0
2025-01-05T18:01:34.000Z,CP_015,ChangeConfiguration,406.89,21.65,40.3,80.3,12.63,28.42,61.8,440.83,6.77,21.5,33.94,0,local,normal,none,0
2025-01-03T02:05:05.000Z,CP_006,ChangeConfiguration,391.53,31.31,22.7,33.5,17.58,41.27,45.8,421.94,9.96,23.1,30.41,1,local,normal,none,0
2025-01-02T06:25:50.000Z,CP_016,UpdateFirmware,415.8,20.24,36.0,42.9,12.82,29.05,48.8,436.69,8.81,12.8,20.89,1,local,normal,none,0
2025-01-03T20:03:47.000Z,CP_006,SetChargingProfile,386.32,16.47,32.9,16.0,10.84,25.92,51.6,414.7,9.45,18.7,28.38,0,csms,normal,none,0
2025-01-04T21:54:25.000Z,CP_003,SetChargingProfile,401.61,16.05,43.9,79.5,14.44,26.72,67.9,428.79,10.67,24.0,27.18,1,csms,normal,none,0
2025-01-01T04:45:59.000Z,CP_017,RemoteStartTransaction,408.22,22.65,32.1,50.1,14.07,29.1,45.0,440.21,6.45,12.9,31.99,0,local,normal,none,0
2025-01-02T12:23:07.000Z,CP_002,RemoteStartTransaction,407.93,26.4,63.0,19.7,14.68,32.0,55.0,440.0,5.6,-8.0,32.07,1,manipulated,temperature_limit_bypass,high,1
2025-01-05T11:50:37.000Z,CP_007,ChangeConfiguration,416.17,18.02,32.7,40.2,14.43,29.23,45.5,438.92,11.21,12.8,22.75,0,csms,normal,none,0
2025-01-01T16:34:43.000Z,CP_016,SetChargingProfile,393.87,23.1,36.1,34.8,8.32,36.82,49.6,432.82,13.72,13.5,38.95,1,local,normal,none,0
2025-01-03T05:10:22.000Z,CP_009,RemoteStartTransaction,409.96,27.02,27.1,42.9,9.78,37.74,51.6,447.1,10.72,24.5,37.14,0,local,normal,none,0
2025-01-05T20:27:07.000Z,CP_019,RemoteStartTransaction,472.53,31.51,32.5,68.3,14.89,32.0,55.0,440.0,0.49,22.5,-32.53,1,manipulated,voltage_spike,high,1
2025-01-07T18:50:20.000Z,CP_003,RemoteStartTransaction,399.13,23.07,113.8,18.5,16.0,32.0,55.0,440.0,8.93,-58.8,40.87,1,manipulated,temperature_limit_bypass,critical,1
2025-01-06T08:32:22.000Z,CP_007,SetChargingProfile,548.39,24.4,32.8,24.8,13.38,32.0,55.0,440.0,7.6,22.2,-108.39,1,manipulated,voltage_spike,high,1
2025-01-03T00:03:36.000Z,CP_013,Reset,399.8,24.52,32.8,16.4,13.79,34.61,51.2,427.6,10.09,18.4,27.8,1,csms,normal,none,0
2025-01-02T09:07:30.000Z,CP_003,SetChargingProfile,395.31,28.62,25.5,69.6,19.08,37.74,40.8,426.02,9.12,15.3,30.71,0,local,normal,none,0
2025-01-01T11:39:00.000Z,CP_008,Reset,402.83,19.0,36.7,54.5,12.66,33.53,54.9,438.56,14.53,18.2,35.73,0,local,normal,none,0
2025-01-09T18:26:39.000Z,CP_006,ChangeConfiguration,218.16,30.98,44.1,73.1,6.76,32.0,55.0,440.0,1.02,10.9,221.84,1,manipulated,voltage_drop,medium,1
2025-01-01T08:42:18.000Z,CP_009,RemoteStartTransaction,383.93,27.61,32.2,38.1,9.27,39.16,43.7,416.32,11.55,11.5,32.39,1,local,normal,none,0
2025-01-02T10:18:06.000Z,CP_005,SetChargingProfile,408.61,27.63,25.8,22.8,14.61,36.05,40.5,444.6,8.42,14.7,35.99,1,csms,normal,none,0
2025-01-03T20:46:14.000Z,CP_016,ChangeConfiguration,386.84,19.26,60.3,70.0,11.6,32.0,55.0,440.0,12.74,-5.3,53.16,1,manipulated,temperature_limit_bypass,high,1
2025-01-01T10:06:28.000Z,CP_003,SetChargingProfile,400.18,18.76,26.2,47.2,13.82,28.99,38.6,427.64,10.23,12.4,27.46,1,local,normal,none,0
2025-01-02T00:25:32.000Z,CP_016,SetChargingProfile,392.71,25.68,43.6,87.2,12.67,32.16,66.4,420.1,6.48,22.8,27.39,0,local,normal,none,0
2025-01-05T00:53:07.000Z,CP_001,RemoteStartTransaction,219.86,29.67,25.2,14.2,6.52,32.0,55.0,440.0,2.33,29.8,220.14,1,manipulated,voltage_drop,medium,1
2025-01-02T05:42:41.000Z,CP_011,UpdateFirmware,394.53,16.87,25.6,48.6,15.58,28.07,42.7,427.67,11.2,17.1,33.14,0,csms,normal,none,0
2025-01-01T16:14:00.000Z,CP_012,ChangeConfiguration,391.83,26.36,22.3,50.8,11.85,38.39,45.2,426.78,12.03,22.9,34.95,1,local,normal,none,0
2025-01-03T15:08:02.000Z,CP_009,RemoteStartTransaction,409.91,30.82,27.1,84.5,16.35,43.44,41.1,436.17,12.62,14.0,26.26,1,local,normal,none,0
2025-01-01T09:09:26.000Z,CP_019,SetChargingProfile,403.52,28.13,43.5,88.6,15.62,34.14,57.8,434.23,6.01,14.3,30.71,1,local,normal,none,0
2025-01-01T09:22:29.000Z,CP_009,RemoteStartTransaction,387.54,30.0,39.1,12.7,17.04,41.15,63.1,425.32,11.15,24.0,37.78,0,csms,normal,none,0
2025-01-04T01:56:07.000Z,CP_014,SetChargingProfile,211.35,26.6,22.9,49.5,5.62,32.0,55.0,440.0,5.4,32.1,228.65,1,manipulated,voltage_drop,medium,1
2025-01-04T13:01:47.000Z,CP_011,ChangeConfiguration,490.1,153.03,69.6,41.1,75.0,32.0,55.0,440.0,-121.03,-14.6,-50.1,1,manipulated,combined_attack,critical,1
2025-01-02T10:39:52.000Z,CP_017,RemoteStartTransaction,381.63,17.13,27.6,90.3,21.42,23.1,48.5,412.26,5.97,20.9,30.63,0,csms,normal,none,0
2025-01-01T14:30:04.000Z,CP_012,ChangeConfiguration,399.15,29.53,27.1,39.6,15.79,39.61,43.2,433.44,10.08,16.1,34.29,1,csms,normal,none,0
2025-01-01T09:49:29.000Z,CP_013,SetChargingProfile,400.12,22.7,24.1,27.0,16.23,36.43,34.9,429.73,13.73,10.8,29.61,0,csms,normal,none,0
2025-01-02T10:23:50.000Z,CP_020,UpdateFirmware,405.53,17.36,39.2,65.9,12.58,28.83,49.9,445.2,11.47,10.7,39.67,1,local,normal,none,0
2025-01-01T03:51:27.000Z,CP_019,Reset,411.89,30.96,41.0,31.0,14.31,45.55,63.5,448.32,14.59,22.5,36.43,0,csms,normal,none,0
2025-01-02T21:10:31.000Z,CP_003,ChangeConfiguration,282.26,17.51,41.6,39.1,4.94,32.0,55.0,440.0,14.49,13.4,157.74,1,manipulated,voltage_drop,medium,1
2025-01-01T03:29:23.000Z,CP_012,ChangeConfiguration,539.36,30.26,39.4,82.8,16.32,32.0,55.0,440.0,1.74,15.6,-99.36,1,manipulated,voltage_spike,high,1
2025-01-05T00:52:59.000Z,CP_008,SetChargingProfile,391.9,29.75,24.0,47.3,12.03,42.87,43.7,427.69,13.12,19.7,35.79,0,local,normal,none,0
2025-01-09T07:33:29.000Z,CP_014,ChangeConfiguration,396.06,195.07,35.6,43.1,77.26,32.0,55.0,440.0,-163.07,19.4,43.94,1,manipulated,overcurrent_attack,critical,1
2025-01-02T09:26:25.000Z,CP_015,ChangeConfiguration,394.67,29.52,43.8,41.8,17.36,39.58,57.7,432.18,10.06,13.9,37.51,0,csms,normal,none,0
2025-01-03T06:55:42.000Z,CP_019,ChangeConfiguration,400.59,22.74,20.5,49.9,7.72,30.91,39.1,427.04,8.17,18.6,26.45,1,csms,normal,none,0
2025-01-06T23:39:13.000Z,CP_007,SetChargingProfile,219.49,30.93,44.9,26.6,6.79,32.0,55.0,440.0,1.07,10.1,220.51,1,manipulated,voltage_drop,medium,1
2025-01-06T15:47:15.000Z,CP_020,RemoteStartTransaction,381.69,23.18,24.2,89.1,18.55,37.22,36.8,409.03,14.04,12.6,27.34,1,csms,normal,none,0
2025-01-03T22:16:45.000Z,CP_002,SetChargingProfile,412.93,58.94,43.2,109.8,16.63,32.0,55.0,440.0,-26.94,11.8,27.07,1,manipulated,battery_overcharge,critical,1
2025-01-02T14:03:16.000Z,CP_019,Reset,396.08,19.61,38.6,17.8,19.73,25.56,53.7,417.43,5.95,15.1,21.35,1,local,normal,none,0
2025-01-04T23:10:53.000Z,CP_017,ChangeConfiguration,412.9,25.01,36.6,28.1,21.97,30.05,58.1,436.51,5.04,21.5,23.61,0,local,normal,none,0
2025-01-01T07:28:28.000Z,CP_012,UpdateFirmware,385.56,29.98,27.6,72.7,14.7,41.57,42.9,410.07,11.59,15.3,24.51,1,local,normal,none,0
2025-01-02T02:00:09.000Z,CP_001,SetChargingProfile,389.32,21.54,41.0,84.6,21.28,26.55,60.9,426.3,5.01,19.9,36.98,0,csms,normal,none,0
2025-01-01T09:44:17.000Z,CP_011,Reset,394.04,18.9,23.6,65.9,8.42,31.31,48.2,415.88,12.41,24.6,21.84,0,local,normal,none,0
2025-01-01T04:10:55.000Z,CP_016,UpdateFirmware,392.83,21.29,27.0,53.1,15.44,30.08,49.3,414.41,8.79,22.3,21.58,1,csms,normal,none,0
2025-01-02T20:15:25.000Z,CP_003,ChangeConfiguration,383.78,67.56,35.8,119.4,11.41,32.0,55.0,440.0,-35.56,19.2,56.22,1,manipulated,battery_overcharge,critical,1
2025-01-01T15:34:35.000Z,CP_006,SetChargingProfile,392.7,30.07,38.2,75.1,20.25,39.21,54.4,421.56,9.14,16.2,28.86,0,csms,normal,none,0
2025-01-01T15:07:20.000Z,CP_010,Reset,384.68,21.97,23.5,43.0,16.11,32.72,39.8,414.41,10.75,16.3,29.73,0,csms,normal,none,0
2025-01-02T08:31:55.000Z,CP_008,RemoteStartTransaction,469.63,85.8,72.7,29.8,40.29,32.0,55.0,440.0,-53.8,-17.7,-29.63,1,manipulated,combined_attack,critical,1
2025-01-02T16:00:11.000Z,CP_019,RemoteStartTransaction,388.71,27.15,42.0,77.2,14.05,39.23,59.9,414.78,12.08,17.9,26.07,1,local,normal,none,0
2025-01-01T00:12:16.000Z,CP_001,Reset,403.12,17.89,20.2,65.6,17.44,26.05,35.6,426.22,8.16,15.4,23.1,1,local,normal,none,0
2025-01-01T02:36:52.000Z,CP_005,RemoteStartTransaction,418.9,26.28,31.2,67.8,12.43,40.06,52.9,451.7,13.78,21.7,32.8,0,local,normal,none,0
2025-01-05T02:20:18.000Z,CP_011,RemoteStartTransaction,418.14,16.67,98.7,85.0,18.07,32.0,55.0,440.0,15.33,-43.7,21.86,1,manipulated,temperature_limit_bypass,critical,1
2025-01-04T16:58:01.000Z,CP_005,UpdateFirmware,405.86,16.03,31.9,86.6,17.22,25.16,55.3,439.93,9.13,23.4,34.07,0,csms,normal,none,0
2025-01-01T00:24:10.000Z,CP_003,UpdateFirmware,412.93,23.55,35.0,17.5,11.24,32.26,54.1,447.42,8.71,19.1,34.49,1,csms,normal,none,0
2025-01-02T02:43:44.000Z,CP_011,ChangeConfiguration,399.87,28.98,36.7,24.2,11.77,43.67,49.7,432.58,14.69,13.0,32.71,0,local,normal,none,0
2025-01-06T02:32:39.000Z,CP_011,RemoteStartTransaction,415.36,31.13,35.9,93.3,17.73,38.86,55.8,441.79,7.73,19.9,26.43,1,local,normal,none,0
