id,timestamp,charge_point_id,session_id,user_role,original_role,requested_action,required_role,action_allowed,ip_address,rfid_tag,auth_method,request_source,config_modified,role_changed,escalation_attempt,bypass_detected,label
159,2026-01-01T17:15:00Z,CP_005,SES_220634,admin,admin,StopTransaction,user,1,192.168.1.42,VALID_RFID_4427,RFID,local,0,0,0,0,0
160,2026-01-01T00:17:00Z,CP_042,AUTH_971778,operator,operator,ChangeAvailability,operator,1,192.168.1.17,VALID_RFID_9539,Backend,local,0,0,0,0,0
161,2026-01-01T17:30:00Z,CP_027,SES_936162,user,user,StopTransaction,user,1,192.168.1.22,VALID_RFID_9980,PIN,remote_csms,0,0,0,0,0
162,2026-01-01T12:53:00Z,CP_030,TXN_714092,operator,operator,Authorize,guest,1,192.168.1.6,VALID_RFID_5503,Backend,local,0,0,0,0,0
163,2026-01-01T16:44:00Z,CP_035,SES_859173,guest,guest,StatusNotification,guest,1,192.168.1.19,VALID_RFID_3334,PIN,local,0,0,0,0,0
164,2026-01-01T19:57:00Z,CP_040,TXN_999846,superadmin,superadmin,FactoryReset,superadmin,1,192.168.1.24,VALID_RFID_4069,Backend,remote_csms,0,0,0,0,0
165,2026-01-01T15:24:00Z,CP_007,SES_124756,user,user,SendLocalList,admin,0,185.143.220.8,ATTACKER_TAG_327,Spoofed_RFID,external,1,0,1,1,1
166,2026-01-01T14:20:00Z,CP_045,TXN_922516,guest,guest,StatusNotification,guest,1,192.168.1.36,VALID_RFID_9123,Mobile_App,local,0,0,0,0,0
167,2026-01-01T02:30:00Z,CP_045,SES_939615,superadmin,superadmin,ChangeConfiguration,admin,1,192.168.1.39,VALID_RFID_7611,RFID,remote_csms,0,0,0,0,0
168,2026-01-01T19:46:00Z,CP_049,SES_195582,operator,operator,UnlockConnector,operator,1,192.168.1.46,VALID_RFID_4764,PIN,local,0,0,0,0,0
169,2026-01-01T05:56:00Z,CP_016,SES_615616,operator,operator,StopTransaction,user,1,192.168.1.3,VALID_RFID_2073,PIN,local,0,0,0,0,0
170,2026-01-01T15:27:00Z,CP_011,TXN_203849,admin,guest,DisableSecurityProtocol,superadmin,1,10.0.0.6,ATTACKER_TAG_867,MITM_Attack,unknown,0,1,1,1,1
171,2026-01-01T01:07:00Z,CP_016,SES_776320,guest,guest,Heartbeat,guest,1,192.168.1.7,VALID_RFID_7829,PIN,local,0,0,0,0,0
172,2026-01-01T01:26:00Z,CP_011,SES_223475,guest,guest,UpdateFirmware,admin,0,10.0.0.7,ATTACKER_TAG_106,Replay_Attack,external,1,0,1,0,1
173,2026-01-01T14:58:00Z,CP_008,SES_275456,admin,admin,StatusNotification,guest,1,192.168.1.31,VALID_RFID_6668,Backend,local,0,0,0,0,0
174,2026-01-01T02:07:00Z,CP_013,AUTH_486185,guest,operator,DisableSecurityProtocol,superadmin,0,10.0.0.5,ATTACKER_TAG_721,Injected_Token,unknown,1,0,1,0,1
175,2026-01-01T15:48:00Z,CP_047,AUTH_260662,user,user,StartTransaction,user,1,192.168.1.11,VALID_RFID_4409,Mobile_App,local,0,0,0,0,0
176,2026-01-01T19:45:00Z,CP_024,AUTH_640040,superadmin,superadmin,InjectLocalAuthList,superadmin,1,192.168.1.39,VALID_RFID_5553,RFID,local,0,0,0,0,0
177,2026-01-01T07:12:00Z,CP_030,AUTH_515002,user,user,Heartbeat,guest,1,192.168.1.40,VALID_RFID_2606,RFID,local,0,0,0,0,0
178,2026-01-01T16:34:00Z,CP_012,SES_462745,operator,operator,Heartbeat,guest,1,192.168.1.37,VALID_RFID_6903,RFID,remote_csms,0,0,0,0,0
179,2026-01-01T14:54:00Z,CP_016,SES_909298,user,user,Heartbeat,guest,1,192.168.1.11,VALID_RFID_2401,PIN,local,0,0,0,0,0
180,2026-01-01T17:01:00Z,CP_042,AUTH_392376,user,user,InjectLocalAuthList,superadmin,0,10.0.0.10,ATTACKER_TAG_134,Injected_Token,external,0,0,1,1,1
181,2026-01-01T07:09:00Z,CP_038,AUTH_727201,admin,admin,Reset,admin,1,192.168.1.17,VALID_RFID_8519,PIN,local,0,0,0,0,0
182,2026-01-01T07:30:00Z,CP_024,TXN_319025,guest,guest,Heartbeat,guest,1,192.168.1.36,VALID_RFID_1525,RFID,local,0,0,0,0,0
183,2026-01-01T16:27:00Z,CP_050,AUTH_842773,admin,admin,GetConfiguration,operator,1,192.168.1.14,VALID_RFID_8050,Backend,remote_csms,0,0,0,0,0
184,2026-01-01T04:52:00Z,CP_040,TXN_922324,guest,user,GetDiagnostics,admin,0,185.143.220.17,ATTACKER_TAG_254,Spoofed_RFID,external,0,0,1,1,1
185,2026-01-01T10:54:00Z,CP_009,AUTH_767133,guest,guest,Authorize,guest,1,192.168.1.27,VALID_RFID_7129,PIN,remote_csms,0,0,0,0,0
186,2026-01-01T12:24:00Z,CP_007,SES_303295,superadmin,superadmin,UnlockConnector,operator,1,192.168.1.23,VALID_RFID_2740,PIN,remote_csms,0,0,0,0,0
187,2026-01-01T08:18:00Z,CP_032,TXN_909615,guest,operator,DisableSecurityProtocol,superadmin,0,10.0.0.6,ATTACKER_TAG_154,Replay_Attack,unknown,1,0,1,0,1
188,2026-01-01T21:27:00Z,CP_043,SES_193815,user,user,StartTransaction,user,1,192.168.1.14,VALID_RFID_3001,Mobile_App,local,0,0,0,0,0
189,2026-01-01T09:25:00Z,CP_032,SES_782485,guest,guest,Authorize,guest,1,192.168.1.25,VALID_RFID_8115,RFID,remote_csms,0,0,0,0,0
190,2026-01-01T13:24:00Z,CP_017,TXN_187005,operator,operator,StopTransaction,user,1,192.168.1.30,VALID_RFID_2079,PIN,remote_csms,0,0,0,0,0
191,2026-01-01T05:54:00Z,CP_002,TXN_828346,superadmin,superadmin,ModifyUserRoles,superadmin,1,192.168.1.39,VALID_RFID_8337,PIN,local,0,0,0,0,0
192,2026-01-01T01:50:00Z,CP_031,SES_618925,user,user,Authorize,guest,1,192.168.1.27,VALID_RFID_9873,Mobile_App,remote_csms,0,0,0,0,0
193,2026-01-01T22:07:00Z,CP_003,SES_467441,superadmin,superadmin,UpdateFirmware,admin,1,192.168.1.24,VALID_RFID_3505,RFID,local,0,0,0,0,0
194,2026-01-01T21:52:00Z,CP_003,SES_637724,user,user,Authorize,guest,1,192.168.1.41,VALID_RFID_1558,Backend,local,0,0,0,0,0
195,2026-01-01T05:34:00Z,CP_017,SES_122577,superadmin,superadmin,DeleteAllLogs,superadmin,1,192.168.1.19,VALID_RFID_4302,Backend,remote_csms,0,0,0,0,0
196,2026-01-01T13:06:00Z,CP_019,TXN_225637,superadmin,superadmin,SendLocalList,admin,1,192.168.1.3,VALID_RFID_3748,RFID,local,0,0,0,0,0
197,2026-01-01T01:00:00Z,CP_043,AUTH_362895,guest,guest,StatusNotification,guest,1,192.168.1.23,VALID_RFID_3053,Backend,local,0,0,0,0,0
198,2026-01-01T04:23:00Z,CP_040,AUTH_287225,superadmin,superadmin,MeterValues,user,1,192.168.1.5,VALID_RFID_8742,RFID,local,0,0,0,0,0
199,2026-01-01T23:40:00Z,CP_007,SES_947720,guest,user,GetDiagnostics,admin,0,10.0.0.25,ATTACKER_TAG_919,Injected_Token,unknown,0,0,1,1,1
200,2026-01-01T09:35:00Z,CP_050,SES_681506,operator,guest,InjectLocalAuthList,superadmin,0,185.143.220.7,ATTACKER_TAG_984,Replay_Attack,unknown,1,0,1,1,1
201,2026-01-01T06:13:00Z,CP_018,AUTH_971833,superadmin,superadmin,GetDiagnostics,admin,1,192.168.1.9,VALID_RFID_1968,Mobile_App,local,0,0,0,0,0
202,2026-01-01T11:01:00Z,CP_022,TXN_660022,guest,guest,Authorize,guest,1,192.168.1.41,VALID_RFID_6293,Mobile_App,remote_csms,0,0,0,0,0
203,2026-01-01T00:31:00Z,CP_004,AUTH_233872,guest,guest,Authorize,guest,1,192.168.1.49,VALID_RFID_7444,Mobile_App,remote_csms,0,0,0,0,0
204,2026-01-01T04:30:00Z,CP_049,AUTH_550175,admin,admin,StopTransaction,user,1,192.168.1.28,VALID_RFID_6959,Backend,local,0,0,0,0,0
205,2026-01-01T22:13:00Z,CP_015,SES_875369,superadmin,superadmin,RemoteStopTransaction,operator,1,192.168.1.28,VALID_RFID_2687,Backend,remote_csms,0,0,0,0,0
206,2026-01-01T07:48:00Z,CP_048,AUTH_242537,operator,operator,StopTransaction,user,1,192.168.1.27,VALID_RFID_9929,Mobile_App,local,0,0,0,0,0
207,2026-01-01T09:25:00Z,CP_019,AUTH_800460,superadmin,superadmin,DisableSecurityProtocol,superadmin,1,192.168.1.44,VALID_RFID_5734,PIN,remote_csms,0,0,0,0,0
208,2026-01-01T16:59:00Z,CP_012,AUTH_836905,superadmin,superadmin,MeterValues,user,1,192.168.1.17,VALID_RFID_3805,Backend,remote_csms,0,0,0,0,0
209,2026-01-01T01:50:00Z,CP_033,SES_551153,superadmin,guest,InjectLocalAuthList,superadmin,0,10.0.0.10,ATTACKER_TAG_225,MITM_Attack,mitm_proxy,1,1,1,1,1
210,2026-01-01T06:09:00Z,CP_029,SES_422485,user,user,StopTransaction,user,1,192.168.1.34,VALID_RFID_3490,RFID,local,0,0,0,0,0
211,2026-01-01T16:52:00Z,CP_002,SES_456910,superadmin,superadmin,Heartbeat,guest,1,192.168.1.41,VALID_RFID_3057,Backend,local,0,0,0,0,0
212,2026-01-02T00:00:00Z,CP_035,SES_881344,user,user,StartTransaction,user,1,192.168.1.28,VALID_RFID_3477,PIN,remote_csms,0,0,0,0,0
213,2026-01-01T13:29:00Z,CP_034,SES_958813,admin,admin,MeterValues,user,1,192.168.1.20,VALID_RFID_9266,PIN,local,0,0,0,0,0
214,2026-01-01T08:46:00Z,CP_013,SES_809711,guest,guest,Authorize,guest,1,192.168.1.3,VALID_RFID_4253,RFID,remote_csms,0,0,0,0,0
215,2026-01-01T13:47:00Z,CP_029,SES_250473,superadmin,superadmin,SendLocalList,admin,1,192.168.1.13,VALID_RFID_4818,PIN,remote_csms,0,0,0,0,0
216,2026-01-01T13:41:00Z,CP_037,AUTH_493747,guest,guest,StatusNotification,guest,1,192.168.1.40,VALID_RFID_2212,RFID,remote_csms,0,0,0,0,0
217,2026-01-01T07:18:00Z,CP_049,TXN_460014,operator,user,InjectLocalAuthList,superadmin,0,10.0.0.20,ATTACKER_TAG_187,Replay_Attack,unknown,1,0,1,1,1
218,2026-01-01T11:17:00Z,CP_050,AUTH_412811,superadmin,superadmin,ClearCache,admin,1,192.168.1.45,VALID_RFID_6226,RFID,remote_csms,0,0,0,0,0
219,2026-01-01T21:43:00Z,CP_022,AUTH_957962,operator,operator,UnlockConnector,operator,1,192.168.1.48,VALID_RFID_9233,RFID,remote_csms,0,0,0,0,0
220,2026-01-01T22:52:00Z,CP_030,SES_681612,guest,guest,Authorize,guest,1,192.168.1.39,VALID_RFID_6086,RFID,local,0,0,0,0,0
221,2026-01-01T05:39:00Z,CP_002,TXN_830717,superadmin,superadmin,UnlockConnector,operator,1,192.168.1.49,VALID_RFID_4352,RFID,local,0,0,0,0,0
222,2026-01-01T14:30:00Z,CP_042,AUTH_101779,operator,operator,Heartbeat,guest,1,192.168.1.12,VALID_RFID_2067,RFID,remote_csms,0,0,0,0,0
223,2026-01-01T11:19:00Z,CP_021,TXN_368203,operator,guest,SendLocalList,admin,0,185.143.220.16,ATTACKER_TAG_932,Spoofed_RFID,mitm_proxy,1,0,1,1,1
224,2026-01-01T08:03:00Z,CP_038,AUTH_772537,operator,operator,DeleteAllLogs,superadmin,0,185.143.220.14,ATTACKER_TAG_201,Replay_Attack,external,0,0,1,1,1
225,2026-01-01T19:01:00Z,CP_020,TXN_830747,admin,admin,SendLocalList,admin,1,192.168.1.46,VALID_RFID_4311,Backend,local,0,0,0,0,0
226,2026-01-01T22:34:00Z,CP_020,AUTH_630007,superadmin,superadmin,MeterValues,user,1,192.168.1.37,VALID_RFID_8334,Mobile_App,remote_csms,0,0,0,0,0
227,2026-01-01T11:46:00Z,CP_009,TXN_283516,guest,user,BypassAuthentication,superadmin,0,10.0.0.24,ATTACKER_TAG_870,Replay_Attack,external,0,0,1,1,1
228,2026-01-01T02:14:00Z,CP_029,AUTH_596541,admin,guest,ModifyUserRoles,superadmin,1,10.0.0.6,ATTACKER_TAG_829,Spoofed_RFID,mitm_proxy,0,1,1,0,1
229,2026-01-01T12:23:00Z,CP_027,AUTH_503381,user,user,SendLocalList,admin,0,10.0.0.8,ATTACKER_TAG_542,Spoofed_RFID,mitm_proxy,1,0,1,1,1
230,2026-01-01T15:33:00Z,CP_038,TXN_513061,operator,operator,MeterValues,user,1,192.168.1.7,VALID_RFID_9287,Backend,remote_csms,0,0,0,0,0
231,2026-01-01T05:54:00Z,CP_015,SES_881821,superadmin,superadmin,Heartbeat,guest,1,192.168.1.11,VALID_RFID_2672,PIN,remote_csms,0,0,0,0,0
232,2026-01-01T07:45:00Z,CP_038,TXN_686782,guest,guest,StatusNotification,guest,1,192.168.1.16,VALID_RFID_6259,RFID,local,0,0,0,0,0
233,2026-01-01T05:12:00Z,CP_006,AUTH_684494,guest,guest,Heartbeat,guest,1,192.168.1.8,VALID_RFID_2185,Backend,local,0,0,0,0,0
234,2026-01-01T19:56:00Z,CP_023,SES_936489,guest,operator,ClearCache,admin,0,185.143.220.18,ATTACKER_TAG_268,Injected_Token,external,1,0,1,0,1
235,2026-01-01T01:42:00Z,CP_044,SES_180821,superadmin,operator,InjectLocalAuthList,superadmin,1,10.0.0.14,ATTACKER_TAG_686,Injected_Token,unknown,1,1,1,1,1
236,2026-01-01T21:40:00Z,CP_002,AUTH_232301,admin,guest,FactoryReset,superadmin,1,10.0.0.12,ATTACKER_TAG_188,Replay_Attack,mitm_proxy,1,1,1,1,1
237,2026-01-01T05:15:00Z,CP_026,AUTH_453267,superadmin,operator,ChangeConfiguration,admin,0,10.0.0.23,ATTACKER_TAG_414,Injected_Token,external,0,1,1,0,1
238,2026-01-01T01:44:00Z,CP_020,SES_268626,operator,operator,RemoteStartTransaction,operator,1,192.168.1.45,VALID_RFID_1359,PIN,remote_csms,0,0,0,0,0
239,2026-01-01T22:47:00Z,CP_005,SES_764394,admin,admin,Heartbeat,guest,1,192.168.1.24,VALID_RFID_3369,Mobile_App,remote_csms,0,0,0,0,0
240,2026-01-01T08:19:00Z,CP_047,SES_442029,guest,guest,Authorize,guest,1,192.168.1.35,VALID_RFID_3558,Backend,local,0,0,0,0,0
241,2026-01-01T05:26:00Z,CP_045,TXN_627742,guest,guest,Authorize,guest,1,192.168.1.39,VALID_RFID_1139,PIN,remote_csms,0,0,0,0,0
242,2026-01-01T03:28:00Z,CP_003,AUTH_421612,user,user,ClearCache,admin,0,10.0.0.8,ATTACKER_TAG_303,Injected_Token,mitm_proxy,1,0,1,0,1
243,2026-01-01T01:56:00Z,CP_019,SES_586283,user,user,ChangeConfiguration,admin,1,10.0.0.26,ATTACKER_TAG_505,MITM_Attack,external,0,0,1,1,1
244,2026-01-01T18:02:00Z,CP_009,TXN_947905,superadmin,superadmin,StopTransaction,user,1,192.168.1.38,VALID_RFID_5430,PIN,remote_csms,0,0,0,0,0
245,2026-01-01T10:46:00Z,CP_001,SES_102196,superadmin,superadmin,InjectLocalAuthList,superadmin,1,192.168.1.42,VALID_RFID_8485,Mobile_App,local,0,0,0,0,0
246,2026-01-01T11:43:00Z,CP_033,TXN_357426,operator,operator,GetConfiguration,operator,1,192.168.1.17,VALID_RFID_1641,RFID,remote_csms,0,0,0,0,0
247,2026-01-01T12:54:00Z,CP_037,AUTH_367786,operator,operator,StopTransaction,user,1,192.168.1.8,VALID_RFID_1834,PIN,remote_csms,0,0,0,0,0
248,2026-01-01T09:23:00Z,CP_024,SES_910095,operator,operator,InjectLocalAuthList,superadmin,1,185.143.220.7,ATTACKER_TAG_223,Replay_Attack,mitm_proxy,0,0,1,1,1
249,2026-01-01T11:33:00Z,CP_048,TXN_909385,guest,user,UpdateFirmware,admin,0,185.143.220.13,ATTACKER_TAG_338,Spoofed_RFID,unknown,1,0,1,0,1
250,2026-01-01T22:32:00Z,CP_006,AUTH_712578,operator,operator,Heartbeat,guest,1,192.168.1.8,VALID_RFID_3968,Backend,local,0,0,0,0,0
251,2026-01-01T02:30:00Z,CP_048,SES_596205,guest,guest,StatusNotification,guest,1,192.168.1.33,VALID_RFID_6169,Backend,local,0,0,0,0,0
252,2026-01-01T20:51:00Z,CP_036,SES_361629,operator,operator,InjectLocalAuthList,superadmin,0,10.0.0.3,ATTACKER_TAG_277,Spoofed_RFID,unknown,1,0,1,1,1
253,2026-01-01T19:12:00Z,CP_010,SES_963355,guest,guest,Heartbeat,guest,1,192.168.1.47,VALID_RFID_1699,PIN,local,0,0,0,0,0
254,2026-01-01T11:55:00Z,CP_031,SES_597109,user,user,Authorize,guest,1,192.168.1.36,VALID_RFID_1407,Mobile_App,local,0,0,0,0,0
255,2026-01-01T23:08:00Z,CP_044,TXN_568207,guest,guest,ChangeConfiguration,admin,0,185.143.220.3,ATTACKER_TAG_698,Injected_Token,mitm_proxy,1,0,1,0,1
256,2026-01-01T11:39:00Z,CP_002,TXN_298589,user,user,ChangeConfiguration,admin,1,10.0.0.22,ATTACKER_TAG_732,Spoofed_RFID,external,0,0,1,1,1
257,2026-01-01T19:49:00Z,CP_025,TXN_171003,user,user,StopTransaction,user,1,192.168.1.18,VALID_RFID_3240,Mobile_App,local,0,0,0,0,0
258,2026-01-01T08:22:00Z,CP_017,AUTH_773115,operator,operator,MeterValues,user,1,192.168.1.3,VALID_RFID_8014,Mobile_App,remote_csms,0,0,0,0,0
259,2026-01-01T14:21:00Z,CP_003,TXN_548583,superadmin,superadmin,FactoryReset,superadmin,1,192.168.1.8,VALID_RFID_1872,Backend,local,0,0,0,0,0
260,2026-01-01T01:25:00Z,CP_004,SES_284309,guest,guest,Heartbeat,guest,1,192.168.1.4,VALID_RFID_6399,Backend,local,0,0,0,0,0
261,2026-01-01T15:28:00Z,CP_021,TXN_886681,guest,guest,Heartbeat,guest,1,192.168.1.26,VALID_RFID_6119,Mobile_App,local,0,0,0,0,0
262,2026-01-01T11:10:00Z,CP_035,AUTH_601670,superadmin,operator,FactoryReset,superadmin,1,10.0.0.24,ATTACKER_TAG_632,Spoofed_RFID,unknown,0,1,1,1,1
263,2026-01-01T23:56:00Z,CP_013,AUTH_355839,admin,admin,Reset,admin,1,192.168.1.30,VALID_RFID_7283,RFID,remote_csms,0,0,0,0,0
264,2026-01-01T16:40:00Z,CP_048,SES_240927,superadmin,superadmin,InjectLocalAuthList,superadmin,1,192.168.1.17,VALID_RFID_3727,Mobile_App,remote_csms,0,0,0,0,0
265,2026-01-01T02:54:00Z,CP_021,AUTH_451048,admin,admin,Authorize,guest,1,192.168.1.19,VALID_RFID_9514,RFID,local,0,0,0,0,0
266,2026-01-01T16:28:00Z,CP_028,SES_957137,guest,guest,Heartbeat,guest,1,192.168.1.22,VALID_RFID_1929,Backend,remote_csms,0,0,0,0,0
267,2026-01-01T11:22:00Z,CP_022,AUTH_589285,user,user,MeterValues,user,1,192.168.1.5,VALID_RFID_3903,PIN,remote_csms,0,0,0,0,0
268,2026-01-01T18:38:00Z,CP_046,AUTH_849810,operator,operator,ChangeAvailability,operator,1,192.168.1.38,VALID_RFID_5715,RFID,local,0,0,0,0,0
269,2026-01-01T05:43:00Z,CP_008,AUTH_882530,superadmin,superadmin,RemoteStartTransaction,operator,1,192.168.1.2,VALID_RFID_8961,Backend,local,0,0,0,0,0
270,2026-01-01T09:19:00Z,CP_040,TXN_975362,guest,guest,Heartbeat,guest,1,192.168.1.14,VALID_RFID_7878,RFID,remote_csms,0,0,0,0,0
271,2026-01-01T00:57:00Z,CP_043,TXN_179740,guest,guest,StatusNotification,guest,1,192.168.1.40,VALID_RFID_7207,RFID,local,0,0,0,0,0
272,2026-01-01T01:02:00Z,CP_002,SES_515800,superadmin,superadmin,StatusNotification,guest,1,192.168.1.15,VALID_RFID_3547,PIN,local,0,0,0,0,0
273,2026-01-01T03:14:00Z,CP_014,SES_804632,superadmin,operator,UpdateFirmware,admin,0,10.0.0.28,ATTACKER_TAG_906,Replay_Attack,mitm_proxy,0,1,1,0,1
274,2026-01-01T04:00:00Z,CP_037,TXN_460120,superadmin,user,Reset,admin,0,10.0.0.23,ATTACKER_TAG_854,Replay_Attack,external,0,1,1,0,1
275,2026-01-01T13:26:00Z,CP_013,SES_710707,operator,operator,Authorize,guest,1,192.168.1.24,VALID_RFID_3395,Mobile_App,remote_csms,0,0,0,0,0
276,2026-01-01T16:45:00Z,CP_047,SES_940570,guest,user,UnlockConnector,operator,0,10.0.0.12,ATTACKER_TAG_136,MITM_Attack,external,0,0,1,1,1
277,2026-01-01T21:14:00Z,CP_012,SES_893209,superadmin,superadmin,ChangeConfiguration,admin,1,192.168.1.26,VALID_RFID_3004,Mobile_App,remote_csms,0,0,0,0,0
278,2026-01-01T06:30:00Z,CP_038,AUTH_773494,superadmin,superadmin,FactoryReset,superadmin,1,192.168.1.2,VALID_RFID_6323,Backend,remote_csms,0,0,0,0,0
279,2026-01-01T10:13:00Z,CP_015,TXN_664334,user,user,MeterValues,user,1,192.168.1.11,VALID_RFID_4773,Mobile_App,local,0,0,0,0,0
280,2026-01-01T14:01:00Z,CP_041,TXN_177420,guest,operator,UnlockConnector,operator,0,10.0.0.13,ATTACKER_TAG_546,Replay_Attack,external,0,0,1,1,1
281,2026-01-01T14:03:00Z,CP_033,TXN_463971,superadmin,superadmin,ChangeAvailability,operator,1,192.168.1.44,VALID_RFID_5411,PIN,local,0,0,0,0,0
282,2026-01-01T18:34:00Z,CP_036,SES_140911,user,user,Authorize,guest,1,192.168.1.12,VALID_RFID_9354,RFID,local,0,0,0,0,0
283,2026-01-01T15:31:00Z,CP_033,TXN_623673,user,user,Authorize,guest,1,192.168.1.21,VALID_RFID_2191,PIN,local,0,0,0,0,0
284,2026-01-01T20:52:00Z,CP_030,TXN_666148,operator,operator,GetConfiguration,operator,1,192.168.1.18,VALID_RFID_6222,RFID,local,0,0,0,0,0
285,2026-01-01T19:51:00Z,CP_021,SES_404326,operator,operator,Authorize,guest,1,192.168.1.14,VALID_RFID_6783,RFID,local,0,0,0,0,0
286,2026-01-01T00:09:00Z,CP_048,SES_547568,user,operator,SendLocalList,admin,0,10.0.0.10,ATTACKER_TAG_303,Replay_Attack,mitm_proxy,1,0,1,1,1
287,2026-01-01T20:53:00Z,CP_024,TXN_815136,guest,user,GetDiagnostics,admin,0,185.143.220.17,ATTACKER_TAG_128,MITM_Attack,mitm_proxy,0,0,1,1,1
288,2026-01-01T07:16:00Z,CP_029,TXN_463252,superadmin,superadmin,RemoteStopTransaction,operator,1,192.168.1.17,VALID_RFID_6202,Mobile_App,local,0,0,0,0,0
289,2026-01-01T02:13:00Z,CP_033,TXN_483825,guest,guest,StatusNotification,guest,1,192.168.1.25,VALID_RFID_4658,PIN,remote_csms,0,0,0,0,0
290,2026-01-01T20:14:00Z,CP_001,SES_820319,user,user,StatusNotification,guest,1,192.168.1.43,VALID_RFID_9511,Backend,local,0,0,0,0,0
291,2026-01-01T04:39:00Z,CP_034,AUTH_176427,guest,guest,Authorize,guest,1,192.168.1.29,VALID_RFID_9368,Mobile_App,remote_csms,0,0,0,0,0
292,2026-01-01T07:20:00Z,CP_010,TXN_614050,guest,guest,Authorize,guest,1,192.168.1.44,VALID_RFID_6475,Mobile_App,remote_csms,0,0,0,0,0
293,2026-01-01T02:48:00Z,CP_013,SES_915291,operator,operator,RemoteStopTransaction,operator,1,192.168.1.40,VALID_RFID_3594,PIN,local,0,0,0,0,0
294,2026-01-01T07:38:00Z,CP_006,AUTH_545694,guest,guest,Authorize,guest,1,192.168.1.12,VALID_RFID_3530,Backend,local,0,0,0,0,0
295,2026-01-01T14:41:00Z,CP_033,SES_331875,guest,guest,Authorize,guest,1,192.168.1.26,VALID_RFID_4591,RFID,remote_csms,0,0,0,0,0
296,2026-01-01T07:40:00Z,CP_029,AUTH_539397,operator,operator,RemoteStartTransaction,operator,1,192.168.1.44,VALID_RFID_3001,Mobile_App,remote_csms,0,0,0,0,0
297,2026-01-01T16:01:00Z,CP_002,AUTH_739929,user,user,MeterValues,user,1,192.168.1.4,VALID_RFID_3345,Backend,remote_csms,0,0,0,0,0
298,2026-01-01T19:28:00Z,CP_037,TXN_893211,guest,guest,StatusNotification,guest,1,192.168.1.20,VALID_RFID_1046,Mobile_App,remote_csms,0,0,0,0,0
299,2026-01-01T16:04:00Z,CP_023,AUTH_786356,user,user,StartTransaction,user,1,192.168.1.20,VALID_RFID_2600,RFID,remote_csms,0,0,0,0,0
300,2026-01-01T01:35:00Z,CP_013,AUTH_773117,operator,user,SendLocalList,admin,1,185.143.220.11,ATTACKER_TAG_140,Spoofed_RFID,external,1,0,1,1,1
301,2026-01-01T03:14:00Z,CP_006,TXN_431797,superadmin,superadmin,GetConfiguration,operator,1,192.168.1.15,VALID_RFID_8421,RFID,remote_csms,0,0,0,0,0
302,2026-01-01T17:51:00Z,CP_018,AUTH_384149,operator,operator,GetConfiguration,operator,1,192.168.1.39,VALID_RFID_4911,PIN,remote_csms,0,0,0,0,0
303,2026-01-01T07:44:00Z,CP_014,SES_586545,operator,operator,ChangeAvailability,operator,1,192.168.1.39,VALID_RFID_6888,RFID,remote_csms,0,0,0,0,0
304,2026-01-01T05:21:00Z,CP_050,AUTH_883687,superadmin,superadmin,Reset,admin,1,192.168.1.39,VALID_RFID_2801,Backend,remote_csms,0,0,0,0,0
305,2026-01-01T12:58:00Z,CP_042,AUTH_198310,admin,admin,StopTransaction,user,1,192.168.1.11,VALID_RFID_5160,PIN,local,0,0,0,0,0
306,2026-01-01T10:55:00Z,CP_048,AUTH_169190,superadmin,superadmin,ModifyUserRoles,superadmin,1,192.168.1.24,VALID_RFID_9186,RFID,remote_csms,0,0,0,0,0
307,2026-01-01T13:45:00Z,CP_009,AUTH_201387,user,user,Heartbeat,guest,1,192.168.1.14,VALID_RFID_3358,Mobile_App,remote_csms,0,0,0,0,0
308,2026-01-01T20:49:00Z,CP_009,TXN_286850,user,user,SendLocalList,admin,1,10.0.0.24,ATTACKER_TAG_759,Replay_Attack,mitm_proxy,0,0,1,1,1
309,2026-01-01T15:45:00Z,CP_021,AUTH_449899,user,user,Heartbeat,guest,1,192.168.1.45,VALID_RFID_9940,Backend,local,0,0,0,0,0
310,2026-01-01T09:01:00Z,CP_014,TXN_337137,guest,guest,UpdateFirmware,admin,0,10.0.0.1,ATTACKER_TAG_910,Replay_Attack,external,0,0,1,1,1
311,2026-01-01T03:09:00Z,CP_044,AUTH_842901,admin,user,SendLocalList,admin,0,10.0.0.17,ATTACKER_TAG_786,Injected_Token,external,0,1,1,0,1
312,2026-01-01T12:57:00Z,CP_020,SES_586486,operator,guest,ClearCache,admin,0,10.0.0.24,ATTACKER_TAG_805,Injected_Token,external,1,0,1,0,1
313,2026-01-01T12:23:00Z,CP_002,TXN_749944,operator,operator,StopTransaction,user,1,192.168.1.44,VALID_RFID_4068,PIN,local,0,0,0,0,0
314,2026-01-01T18:52:00Z,CP_043,AUTH_127858,superadmin,operator,ModifyUserRoles,superadmin,0,10.0.0.13,ATTACKER_TAG_882,Spoofed_RFID,unknown,0,1,1,0,1
315,2026-01-01T07:28:00Z,CP_048,TXN_928502,superadmin,superadmin,Authorize,guest,1,192.168.1.37,VALID_RFID_8580,RFID,local,0,0,0,0,0
316,2026-01-01T11:14:00Z,CP_004,AUTH_202278,admin,admin,StatusNotification,guest,1,192.168.1.4,VALID_RFID_9761,RFID,remote_csms,0,0,0,0,0
317,2026-01-01T10:46:00Z,CP_038,SES_995912,admin,admin,GetConfiguration,operator,1,192.168.1.33,VALID_RFID_8549,PIN,remote_csms,0,0,0,0,0
