record_id,timestamp,charge_point_id,sensor_reading,expected_reading,deviation_percent,actuator_state,actuator_command,actuator_response_time_ms,scada_latency_ms,packet_loss_percent,protocol,command_type,command_frequency,power_reading_kw,current_reading_a,temperature_c,digital_value,physical_value,data_consistency,anomaly_score,attack_type,attack_subtype,label
139,2026-01-01 13:20:00,CP-012,228.43,228.43,0.0,on,none,17.48,21.11,0.16,ocpp,update_firmware,22,1.32,5.74,41.58,228.43,229.37,0.94,0.8778,sensor_spoofing,current_spoof,1
140,2026-01-01 03:53:00,CP-011,236.35,235.56,0.34,off,none,43.71,43.62,0.68,ocpp,write_register,5,21.51,93.52,31.08,236.35,237.0,0.65,0.0539,none,none,0
141,2026-01-01 16:13:00,CP-003,132.32,233.67,43.37,fault,inject_command,723.92,273.36,24.3,ocpp,stop_charging,96,46.94,204.09,53.62,132.32,274.26,141.94,0.8253,combined_attack,multi_vector,1
142,2026-01-01 09:59:00,CP-008,227.37,227.84,0.21,off,none,30.6,34.71,0.0,iec61850,read_register,6,19.6,85.22,44.24,227.37,227.84,0.47,0.1356,none,none,0
143,2026-01-01 01:30:00,CP-011,224.43,225.55,0.5,on,none,30.42,10.13,0.51,iec61850,start_charging,3,7.49,32.57,23.66,224.43,223.82,0.61,0.1205,none,none,0
144,2026-01-01 00:38:00,CP-015,223.63,222.67,0.43,off,none,18.47,19.71,0.76,dnp3,start_charging,7,7.79,33.87,22.05,223.63,222.67,0.96,0.1079,none,none,0
145,2026-01-01 02:55:00,CP-004,233.54,232.2,0.58,on,none,30.64,29.84,0.33,dnp3,stop_charging,4,18.16,78.96,35.74,233.54,232.91,0.63,0.1315,none,none,0
146,2026-01-01 14:50:00,CP-011,179.38,232.19,22.74,unknown,bypass,1138.68,387.4,10.83,modbus,start_charging,95,43.7,190.0,39.99,179.38,257.39,78.01,0.7255,combined_attack,fdi_plus_scada,1
147,2026-01-01 07:04:00,CP-019,237.97,237.64,0.14,on,none,11.6,26.18,0.77,modbus,stop_charging,9,10.49,45.61,40.24,237.97,238.36,0.39,0.0196,none,none,0
148,2026-01-01 06:43:00,CP-020,233.13,234.47,0.57,on,none,38.32,10.4,0.86,ocpp,stop_charging,10,18.26,79.39,24.62,233.13,232.35,0.78,0.0369,none,none,0
149,2026-01-01 08:02:00,CP-018,232.94,233.45,0.22,on,none,48.97,13.92,0.7,ocpp,read_register,7,14.74,64.09,35.01,232.94,232.24,0.7,0.1916,none,none,0
150,2026-01-01 00:25:00,CP-016,224.45,225.72,0.56,off,none,23.99,41.92,0.87,ocpp,read_register,4,10.57,45.96,26.97,224.45,223.59,0.86,0.1547,none,none,0
151,2026-01-01 05:39:00,CP-011,231.0,232.99,0.85,off,none,26.49,33.5,0.83,iec61850,set_power_limit,4,13.7,59.57,25.35,231.0,231.53,0.53,0.1852,none,none,0
152,2026-01-01 15:36:00,CP-017,46.61,224.26,79.22,unknown,write_register,21.26,57.84,1.53,ocpp,update_firmware,45,2.26,9.83,28.97,46.61,224.26,177.65,0.6783,false_data_injection,measurement_injection,1
153,2026-01-01 02:37:00,CP-016,220.31,220.44,0.06,off,none,10.47,28.82,0.27,iec61850,read_register,9,18.45,80.22,36.85,220.31,220.92,0.61,0.182,none,none,0
154,2026-01-01 06:24:00,CP-006,225.65,225.04,0.27,on,none,30.32,23.26,0.71,modbus,start_charging,9,15.34,66.7,39.81,225.65,225.72,0.07,0.0802,none,none,0
155,2026-01-01 09:02:00,CP-015,229.91,229.98,0.03,on,none,45.35,15.1,0.28,dnp3,set_power_limit,8,9.01,39.17,29.8,229.91,229.58,0.33,0.176,none,none,0
156,2026-01-01 14:14:00,CP-009,102.28,220.57,53.63,unknown,override,1181.94,214.95,18.15,dnp3,update_firmware,96,43.06,187.22,25.94,102.28,243.57,141.29,0.7395,combined_attack,fdi_plus_scada,1
157,2026-01-01 14:03:00,CP-011,234.95,234.95,1.61,fault,override,489.76,13.95,1.94,iec61850,start_charging,97,7.08,30.78,46.17,234.95,230.18,4.77,0.6477,actuator_manipulation,breaker_manipulation,1
158,2026-01-01 14:30:00,CP-004,128.86,222.35,42.05,unknown,inject_command,1161.95,167.94,22.94,dnp3,update_firmware,78,39.33,171.0,38.3,128.86,270.56,141.7,0.9253,combined_attack,sensor_plus_actuator,1
159,2026-01-01 02:43:00,CP-003,226.81,227.89,0.47,off,none,48.76,19.69,0.63,dnp3,stop_charging,4,9.76,42.43,43.53,226.81,226.67,0.14,0.1359,none,none,0
160,2026-01-01 02:40:00,CP-003,230.0,229.74,0.11,off,none,32.63,43.61,0.1,modbus,write_register,4,20.12,87.48,37.31,230.0,230.13,0.13,0.0542,none,none,0
161,2026-01-01 00:06:00,CP-015,222.86,221.42,0.65,off,none,39.88,24.28,0.58,iec61850,write_register,3,12.68,55.13,22.27,222.86,221.95,0.91,0.0219,none,none,0
162,2026-01-01 14:46:00,CP-007,237.44,237.44,3.0,transitioning,force_off,913.15,36.79,1.76,ocpp,set_power_limit,39,20.34,88.43,48.5,237.44,236.89,0.55,0.8488,actuator_manipulation,relay_manipulation,1
163,2026-01-01 06:25:00,CP-014,224.77,223.74,0.46,on,none,48.96,22.27,0.34,dnp3,stop_charging,10,17.96,78.09,33.61,224.77,224.24,0.53,0.1325,none,none,0
164,2026-01-01 12:13:00,CP-019,234.3,234.3,1.39,transitioning,bypass,938.78,8.07,1.68,dnp3,stop_charging,80,17.95,78.04,41.2,234.3,231.1,3.2,0.8834,actuator_manipulation,breaker_manipulation,1
165,2026-01-01 08:03:00,CP-006,238.94,237.41,0.64,off,none,40.93,46.77,0.83,dnp3,read_register,4,16.56,72.0,24.76,238.94,239.66,0.72,0.1564,none,none,0
166,2026-01-01 06:20:00,CP-018,230.28,229.11,0.51,off,none,31.97,17.2,0.94,iec61850,set_power_limit,4,6.25,27.17,27.78,230.28,231.06,0.78,0.1081,none,none,0
167,2026-01-01 12:26:00,CP-018,224.88,224.88,1.59,transitioning,force_on,243.2,45.52,1.41,dnp3,start_charging,30,19.97,86.83,27.12,224.88,221.25,3.63,0.9904,actuator_manipulation,charger_manipulation,1
168,2026-01-01 04:26:00,CP-010,229.06,227.59,0.65,off,none,34.1,44.89,0.51,iec61850,set_power_limit,4,6.82,29.65,35.6,229.06,228.64,0.42,0.0691,none,none,0
169,2026-01-01 16:24:00,CP-014,227.1,227.1,0.0,off,none,11.62,49.16,0.85,modbus,start_charging,62,0.58,2.52,116.88,227.1,223.76,3.34,0.9968,sensor_spoofing,temperature_spoof,1
170,2026-01-01 00:20:00,CP-020,239.68,240.91,0.51,on,none,36.71,29.96,0.93,modbus,write_register,5,5.19,22.57,22.68,239.68,239.79,0.11,0.0545,none,none,0
171,2026-01-01 03:22:00,CP-008,236.09,238.02,0.81,off,none,12.76,25.93,0.28,iec61850,start_charging,2,13.51,58.74,20.2,236.09,235.49,0.6,0.1128,none,none,0
172,2026-01-01 03:46:00,CP-004,226.17,225.76,0.18,off,none,45.8,16.93,0.64,dnp3,write_register,6,19.82,86.17,29.24,226.17,226.06,0.11,0.0527,none,none,0
173,2026-01-01 04:38:00,CP-009,228.15,227.95,0.09,off,none,27.32,5.76,0.67,modbus,set_power_limit,2,17.36,75.48,34.64,228.15,228.55,0.4,0.0145,none,none,0
174,2026-01-01 16:01:00,CP-017,237.44,237.44,2.41,unknown,update_firmware,273.71,130.02,14.0,dnp3,read_register,91,15.07,65.52,22.97,237.44,241.36,3.92,0.6582,scada_attack,replay_attack,1
175,2026-01-01 06:05:00,CP-004,237.97,239.81,0.77,on,none,34.9,16.39,0.46,dnp3,set_power_limit,1,14.55,63.26,32.34,237.97,237.4,0.57,0.1319,none,none,0
176,2026-01-01 13:45:00,CP-018,181.2,228.77,20.79,off,none,25.98,46.73,0.63,dnp3,stop_charging,35,0.31,1.35,49.65,181.2,183.78,2.58,0.8319,sensor_spoofing,voltage_spoof,1
177,2026-01-01 08:49:00,CP-003,222.29,220.69,0.72,on,none,21.41,13.22,0.77,ocpp,start_charging,7,15.89,69.09,21.47,222.29,223.21,0.92,0.0363,none,none,0
178,2026-01-01 04:29:00,CP-002,233.81,232.99,0.35,on,none,24.35,25.37,0.62,ocpp,set_power_limit,7,7.51,32.65,39.61,233.81,234.41,0.6,0.0575,none,none,0
179,2026-01-01 05:38:00,CP-019,227.16,226.99,0.07,off,none,45.31,12.51,0.18,dnp3,set_power_limit,6,15.49,67.35,33.35,227.16,227.36,0.2,0.1867,none,none,0
180,2026-01-01 08:47:00,CP-002,239.15,239.24,0.04,off,none,30.11,5.84,0.66,ocpp,read_register,5,17.95,78.04,26.13,239.15,239.56,0.41,0.1775,none,none,0
181,2026-01-01 06:41:00,CP-009,226.7,225.77,0.41,on,none,20.21,31.29,0.46,ocpp,set_power_limit,4,12.88,56.0,36.94,226.7,227.69,0.99,0.0627,none,none,0
182,2026-01-01 13:25:00,CP-005,237.96,237.96,7.3,fault,inject_command,227.23,128.66,12.32,modbus,write_register,97,18.58,80.78,26.24,237.96,235.31,2.65,0.7449,scada_attack,protocol_manipulation,1
183,2026-01-01 00:35:00,CP-013,233.88,234.71,0.35,on,none,26.59,19.89,0.47,modbus,write_register,7,10.4,45.22,39.24,233.88,234.77,0.89,0.0039,none,none,0
184,2026-01-01 16:15:00,CP-009,223.37,223.37,6.45,unknown,inject_command,414.56,438.36,19.69,iec61850,read_register,49,19.22,83.57,23.15,223.37,227.53,4.16,0.637,scada_attack,command_injection,1
185,2026-01-01 08:07:00,CP-002,220.11,220.13,0.01,off,none,22.1,22.76,0.37,modbus,set_power_limit,3,7.95,34.57,32.59,220.11,220.97,0.86,0.1756,none,none,0
186,2026-01-01 13:17:00,CP-019,224.52,224.52,4.42,fault,bypass,407.48,24.78,0.18,iec61850,set_power_limit,66,6.58,28.61,32.21,224.52,225.94,1.42,0.7799,actuator_manipulation,breaker_manipulation,1
187,2026-01-01 00:11:00,CP-007,234.26,233.86,0.17,off,none,27.52,28.29,0.12,ocpp,read_register,6,3.4,14.78,33.85,234.26,234.44,0.18,0.0014,none,none,0
188,2026-01-01 05:27:00,CP-013,236.57,235.06,0.64,on,none,25.39,48.87,0.25,modbus,write_register,8,16.97,73.78,22.35,236.57,236.9,0.33,0.0417,none,none,0
189,2026-01-01 15:31:00,CP-015,231.73,231.73,0.08,fault,bypass,642.06,21.6,0.63,dnp3,set_power_limit,23,9.13,39.7,42.01,231.73,233.19,1.46,0.7582,actuator_manipulation,relay_manipulation,1
190,2026-01-01 05:10:00,CP-019,222.56,222.66,0.04,off,none,29.13,29.33,0.5,dnp3,write_register,8,21.55,93.7,37.46,222.56,222.48,0.08,0.1378,none,none,0
191,2026-01-01 04:25:00,CP-006,234.61,233.12,0.64,off,none,36.3,32.28,0.32,dnp3,stop_charging,10,20.4,88.7,39.06,234.61,234.16,0.45,0.1927,none,none,0
192,2026-01-01 08:58:00,CP-012,238.72,238.5,0.09,on,none,39.73,39.13,0.68,iec61850,write_register,2,18.51,80.48,35.63,238.72,239.34,0.62,0.0442,none,none,0
193,2026-01-01 15:32:00,CP-011,160.52,232.87,31.07,fault,bypass,367.03,472.77,12.64,modbus,read_register,37,28.79,125.17,38.3,160.52,281.07,120.55,0.694,combined_attack,sensor_plus_actuator,1
194,2026-01-01 09:31:00,CP-020,234.66,234.49,0.07,on,none,37.94,9.3,0.7,modbus,write_register,3,8.2,35.65,35.7,234.66,234.24,0.42,0.1833,none,none,0
195,2026-01-01 08:16:00,CP-020,222.63,223.29,0.3,off,none,30.51,27.03,0.89,dnp3,start_charging,10,14.41,62.65,22.26,222.63,222.48,0.15,0.0736,none,none,0
196,2026-01-01 02:14:00,CP-001,239.29,241.2,0.79,on,none,26.28,47.08,0.88,dnp3,write_register,5,9.1,39.57,36.15,239.29,240.11,0.82,0.0179,none,none,0
197,2026-01-01 01:26:00,CP-007,235.1,233.56,0.66,off,none,14.44,35.52,0.59,iec61850,read_register,4,10.51,45.7,34.98,235.1,234.12,0.98,0.0603,none,none,0
198,2026-01-01 14:13:00,CP-014,48.61,223.45,78.25,off,write_register,24.6,92.87,2.36,modbus,stop_charging,46,0.92,4.0,41.89,48.61,223.45,174.84,0.9636,false_data_injection,measurement_injection,1
199,2026-01-01 14:17:00,CP-008,23.15,223.69,89.65,fault,write_register,36.73,54.39,1.73,iec61850,update_firmware,36,0.98,4.26,33.12,23.15,223.69,200.54,0.6581,false_data_injection,measurement_injection,1
200,2026-01-01 15:38:00,CP-007,150.09,227.22,33.95,unknown,override,913.32,289.46,14.33,ocpp,update_firmware,62,30.16,131.13,53.14,150.09,258.88,108.79,0.7309,combined_attack,fdi_plus_scada,1
201,2026-01-01 07:41:00,CP-015,229.19,227.32,0.82,off,none,45.39,12.39,0.43,iec61850,stop_charging,8,17.52,76.17,34.22,229.19,229.17,0.02,0.1108,none,none,0
202,2026-01-01 06:00:00,CP-018,230.5,232.0,0.65,on,none,30.83,25.32,0.83,modbus,write_register,9,13.22,57.48,44.6,230.5,229.58,0.92,0.0775,none,none,0
203,2026-01-01 07:32:00,CP-009,238.98,238.37,0.26,on,none,44.21,40.14,0.61,modbus,read_register,10,17.5,76.09,33.22,238.98,239.41,0.43,0.1929,none,none,0
204,2026-01-01 06:29:00,CP-010,221.25,222.85,0.72,on,none,10.03,30.2,0.98,modbus,start_charging,1,7.47,32.48,37.56,221.25,221.04,0.21,0.0636,none,none,0
205,2026-01-01 07:51:00,CP-001,224.91,226.22,0.58,off,none,29.42,49.61,0.42,modbus,write_register,3,8.18,35.57,20.73,224.91,225.49,0.58,0.0556,none,none,0
206,2026-01-01 00:12:00,CP-002,224.58,226.2,0.72,off,none,12.83,15.71,0.67,ocpp,set_power_limit,3,16.74,72.78,42.06,224.58,224.73,0.15,0.0486,none,none,0
207,2026-01-01 05:55:00,CP-007,237.25,236.49,0.32,on,none,27.2,45.91,0.77,ocpp,start_charging,2,13.59,59.09,43.72,237.25,236.49,0.76,0.0635,none,none,0
208,2026-01-01 13:24:00,CP-012,2.75,223.19,98.77,off,none,37.95,46.08,0.67,dnp3,reset_device,51,2.29,9.96,23.35,2.75,-0.96,3.71,0.9052,sensor_spoofing,power_spoof,1
209,2026-01-01 13:29:00,CP-004,36.99,230.63,83.96,off,write_register,10.28,95.08,2.12,iec61850,write_register,85,2.44,10.61,45.47,36.99,230.63,193.64,0.782,false_data_injection,measurement_injection,1
210,2026-01-01 00:59:00,CP-015,231.03,230.56,0.2,on,none,44.56,17.43,0.79,dnp3,start_charging,9,8.08,35.13,20.06,231.03,231.48,0.45,0.1675,none,none,0
211,2026-01-01 07:02:00,CP-005,222.22,222.08,0.06,off,none,16.85,20.46,0.89,ocpp,set_power_limit,3,13.98,60.78,33.82,222.22,221.68,0.54,0.0823,none,none,0
212,2026-01-01 00:46:00,CP-018,226.62,227.43,0.36,off,none,22.26,15.37,0.72,iec61850,read_register,9,21.07,91.61,37.25,226.62,226.0,0.62,0.1477,none,none,0
213,2026-01-01 14:11:00,CP-001,228.01,228.01,3.55,transitioning,reset_device,245.37,439.12,9.51,modbus,reset_device,69,19.29,83.87,50.66,228.01,223.17,4.84,0.9857,scada_attack,protocol_manipulation,1
214,2026-01-01 09:38:00,CP-020,224.14,224.31,0.08,off,none,14.83,14.62,0.36,ocpp,read_register,7,15.43,67.09,20.3,224.14,223.57,0.57,0.044,none,none,0
215,2026-01-01 00:34:00,CP-008,236.8,235.91,0.38,off,none,35.07,17.36,0.08,iec61850,write_register,5,9.38,40.78,42.33,236.8,235.96,0.84,0.0302,none,none,0
216,2026-01-01 11:26:00,CP-020,238.54,236.94,0.68,off,none,30.13,41.26,0.67,dnp3,write_register,4,17.76,77.22,33.79,238.54,237.77,0.77,0.1713,none,none,0
217,2026-01-01 16:36:00,CP-002,233.3,233.3,8.1,transitioning,inject_command,187.88,361.4,17.22,dnp3,update_firmware,50,16.2,70.43,47.8,233.3,236.77,3.47,0.8665,scada_attack,protocol_manipulation,1
218,2026-01-01 10:59:00,CP-016,228.48,229.25,0.34,off,none,34.07,33.65,0.14,ocpp,stop_charging,7,13.44,58.43,33.47,228.48,228.47,0.01,0.1072,none,none,0
219,2026-01-01 15:09:00,CP-002,40.69,229.46,82.27,unknown,write_register,37.52,82.71,2.79,ocpp,stop_charging,22,2.91,12.65,53.13,40.69,229.46,188.77,0.8267,false_data_injection,measurement_injection,1
220,2026-01-01 09:55:00,CP-007,221.18,219.91,0.58,on,none,20.37,45.6,0.41,modbus,write_register,2,8.57,37.26,29.44,221.18,220.73,0.45,0.0684,none,none,0
221,2026-01-01 08:22:00,CP-013,236.09,234.44,0.7,on,none,10.56,10.04,0.02,ocpp,read_register,4,12.14,52.78,23.63,236.09,235.57,0.52,0.1684,none,none,0
222,2026-01-01 09:35:00,CP-009,223.07,222.5,0.26,on,none,38.58,45.17,0.53,dnp3,read_register,9,15.18,66.0,37.91,223.07,223.86,0.79,0.0781,none,none,0
223,2026-01-01 05:54:00,CP-013,230.41,231.12,0.31,on,none,26.69,30.78,0.43,iec61850,set_power_limit,6,11.53,50.13,23.29,230.41,230.71,0.3,0.1162,none,none,0
224,2026-01-01 00:28:00,CP-007,227.28,225.56,0.76,off,none,34.93,34.85,0.12,iec61850,set_power_limit,5,15.67,68.13,28.15,227.28,227.67,0.39,0.1109,none,none,0
225,2026-01-01 03:39:00,CP-016,232.98,231.68,0.56,off,none,18.93,31.5,0.18,iec61850,start_charging,3,6.38,27.74,20.04,232.98,233.38,0.4,0.1146,none,none,0
226,2026-01-01 15:55:00,CP-004,222.78,222.78,0.0,on,none,27.52,21.5,0.7,modbus,reset_device,87,2.69,11.7,32.89,222.78,223.21,0.43,0.7674,sensor_spoofing,current_spoof,1
227,2026-01-01 02:59:00,CP-014,231.93,232.23,0.13,off,none,17.43,33.6,0.69,ocpp,set_power_limit,3,12.3,53.48,23.51,231.93,231.56,0.37,0.0902,none,none,0
228,2026-01-01 09:36:00,CP-010,228.88,229.27,0.17,on,none,40.9,39.52,0.93,iec61850,write_register,4,4.74,20.61,30.54,228.88,229.86,0.98,0.0674,none,none,0
229,2026-01-01 00:58:00,CP-014,221.86,223.83,0.88,on,none,28.46,10.29,0.83,dnp3,start_charging,9,16.4,71.3,30.39,221.86,221.82,0.04,0.0944,none,none,0
230,2026-01-01 07:26:00,CP-006,235.29,235.69,0.17,on,none,31.75,44.26,0.83,iec61850,start_charging,6,4.82,20.96,34.5,235.29,235.94,0.65,0.0026,none,none,0
231,2026-01-01 08:36:00,CP-013,228.92,227.74,0.52,off,none,37.9,44.95,0.78,dnp3,write_register,5,4.6,20.0,33.44,228.92,228.7,0.22,0.1438,none,none,0
232,2026-01-01 02:57:00,CP-018,223.74,223.04,0.31,off,none,14.56,35.18,0.49,iec61850,set_power_limit,7,14.61,63.52,34.68,223.74,223.44,0.3,0.1691,none,none,0
233,2026-01-01 13:58:00,CP-014,238.66,238.66,4.28,unknown,bypass,315.99,20.02,0.71,iec61850,stop_charging,59,11.97,52.04,34.89,238.66,237.6,1.06,0.7668,actuator_manipulation,relay_manipulation,1
234,2026-01-01 00:29:00,CP-007,228.41,230.17,0.76,on,none,34.62,18.54,0.55,modbus,start_charging,5,6.99,30.39,39.64,228.41,228.62,0.21,0.0644,none,none,0
235,2026-01-01 02:28:00,CP-009,221.22,223.01,0.8,on,none,35.04,24.22,0.5,iec61850,stop_charging,9,9.06,39.39,30.41,221.22,220.52,0.7,0.0753,none,none,0
236,2026-01-01 10:51:00,CP-006,232.95,231.03,0.83,on,none,45.41,41.79,0.69,ocpp,read_register,3,4.37,19.0,26.13,232.95,233.77,0.82,0.1941,none,none,0
237,2026-01-01 05:05:00,CP-003,230.06,229.42,0.28,on,none,42.12,48.05,0.88,iec61850,stop_charging,7,13.7,59.57,39.25,230.06,230.57,0.51,0.1922,none,none,0
238,2026-01-01 13:50:00,CP-013,184.49,226.85,18.67,on,none,24.26,25.67,0.91,modbus,update_firmware,87,2.69,11.7,45.95,184.49,183.13,1.36,0.6131,sensor_spoofing,voltage_spoof,1
239,2026-01-01 07:24:00,CP-020,234.91,235.23,0.14,off,none,44.73,33.26,0.48,modbus,start_charging,9,16.93,73.61,20.44,234.91,234.43,0.48,0.1163,none,none,0
240,2026-01-01 07:55:00,CP-009,237.26,235.48,0.76,off,none,37.98,10.08,0.55,dnp3,write_register,5,19.71,85.7,43.42,237.26,236.99,0.27,0.1431,none,none,0
241,2026-01-01 04:07:00,CP-012,239.0,240.57,0.65,on,none,10.72,5.19,0.73,ocpp,start_charging,5,5.45,23.7,29.59,239.0,239.18,0.18,0.0334,none,none,0
242,2026-01-01 10:38:00,CP-009,239.81,241.53,0.71,off,none,10.71,13.98,0.86,dnp3,stop_charging,9,8.82,38.35,35.83,239.81,239.27,0.54,0.0672,none,none,0
243,2026-01-01 01:15:00,CP-002,227.96,226.72,0.55,on,none,47.96,42.09,0.09,ocpp,set_power_limit,1,3.96,17.22,28.34,227.96,228.94,0.98,0.1574,none,none,0
244,2026-01-01 01:43:00,CP-016,228.97,226.99,0.87,on,none,10.76,14.7,0.15,dnp3,read_register,5,7.52,32.7,23.05,228.97,228.45,0.52,0.1278,none,none,0
245,2026-01-01 12:47:00,CP-004,229.87,229.87,1.37,transitioning,inject_command,350.92,487.38,17.05,ocpp,reset_device,29,4.65,20.22,31.45,229.87,229.94,0.07,0.7104,scada_attack,protocol_manipulation,1
246,2026-01-01 05:58:00,CP-013,229.83,228.38,0.63,on,none,19.05,23.39,0.97,iec61850,stop_charging,4,17.1,74.35,44.71,229.83,230.35,0.52,0.0132,none,none,0
247,2026-01-01 03:33:00,CP-017,224.98,226.96,0.87,on,none,49.58,40.19,0.36,dnp3,start_charging,10,12.55,54.57,29.71,224.98,224.34,0.64,0.0638,none,none,0
248,2026-01-01 12:16:00,CP-001,15.33,222.15,93.1,unknown,write_register,32.26,23.59,1.47,iec61850,write_register,45,2.23,9.7,35.19,15.33,222.15,206.82,0.8114,false_data_injection,measurement_injection,1
249,2026-01-01 03:24:00,CP-001,239.02,237.03,0.84,off,none,43.96,37.72,0.1,ocpp,stop_charging,8,21.26,92.43,44.31,239.02,238.3,0.72,0.056,none,none,0
250,2026-01-01 08:19:00,CP-015,233.22,233.49,0.12,off,none,24.22,31.35,0.77,modbus,read_register,8,6.41,27.87,24.56,233.22,233.01,0.21,0.0167,none,none,0
251,2026-01-01 14:16:00,CP-012,159.9,234.33,31.76,fault,override,563.17,208.41,28.85,ocpp,reset_device,30,43.58,189.48,45.1,159.9,262.8,102.9,0.846,combined_attack,multi_vector,1
252,2026-01-01 07:36:00,CP-016,238.78,238.25,0.22,on,none,49.95,27.12,0.11,dnp3,set_power_limit,2,5.27,22.91,29.87,238.78,239.17,0.39,0.1955,none,none,0
253,2026-01-01 08:27:00,CP-015,222.62,221.79,0.37,off,none,48.39,42.49,0.67,iec61850,stop_charging,3,14.82,64.43,27.06,222.62,223.12,0.5,0.1334,none,none,0
254,2026-01-01 08:31:00,CP-020,232.19,233.62,0.61,on,none,42.94,6.89,0.11,modbus,write_register,6,5.98,26.0,27.3,232.19,232.07,0.12,0.1012,none,none,0
255,2026-01-01 12:21:00,CP-002,46.17,221.46,79.15,on,write_register,23.83,11.72,1.25,modbus,set_power_limit,81,2.84,12.35,29.47,46.17,221.46,175.29,0.6167,false_data_injection,measurement_injection,1
256,2026-01-01 15:45:00,CP-009,28.03,238.49,88.25,unknown,write_register,44.47,20.61,0.13,ocpp,set_power_limit,63,1.62,7.04,49.12,28.03,238.49,210.46,0.6638,false_data_injection,measurement_injection,1
257,2026-01-01 15:07:00,CP-002,226.27,226.27,1.02,fault,force_off,446.05,7.97,1.25,iec61850,set_power_limit,77,20.13,87.52,36.63,226.27,228.31,2.04,0.7159,actuator_manipulation,relay_manipulation,1
258,2026-01-01 06:48:00,CP-008,220.07,221.89,0.82,off,none,14.85,29.09,0.99,iec61850,start_charging,7,4.05,17.61,44.93,220.07,220.36,0.29,0.0731,none,none,0
259,2026-01-01 06:58:00,CP-015,235.41,236.05,0.27,off,none,12.12,10.07,0.15,dnp3,stop_charging,3,6.04,26.26,43.07,235.41,234.52,0.89,0.0728,none,none,0
260,2026-01-01 03:49:00,CP-005,222.41,223.44,0.46,on,none,47.96,12.52,0.21,ocpp,write_register,1,11.04,48.0,44.71,222.41,222.28,0.13,0.1995,none,none,0
261,2026-01-01 05:31:00,CP-008,226.33,226.56,0.1,off,none,42.22,24.74,0.19,dnp3,start_charging,3,7.76,33.74,20.99,226.33,226.74,0.41,0.1118,none,none,0
262,2026-01-01 06:13:00,CP-006,223.88,225.22,0.59,off,none,46.65,40.88,0.65,dnp3,write_register,8,19.95,86.74,33.42,223.88,223.55,0.33,0.1568,none,none,0
263,2026-01-01 05:17:00,CP-011,226.34,225.51,0.37,off,none,34.22,22.8,0.89,iec61850,set_power_limit,9,21.34,92.78,30.35,226.34,225.71,0.63,0.0046,none,none,0
264,2026-01-01 02:48:00,CP-013,226.64,227.12,0.21,off,none,27.61,24.38,0.82,ocpp,start_charging,6,14.46,62.87,37.38,226.64,226.6,0.04,0.0355,none,none,0
265,2026-01-01 11:59:00,CP-007,238.41,238.41,0.0,on,none,48.62,44.47,0.68,dnp3,set_power_limit,42,0.8,3.48,43.77,238.41,242.29,3.88,0.7564,sensor_spoofing,current_spoof,1
266,2026-01-01 05:34:00,CP-016,235.31,233.93,0.59,off,none,22.9,33.84,0.11,modbus,read_register,3,6.39,27.78,20.78,235.31,234.52,0.79,0.0383,none,none,0
267,2026-01-01 11:52:00,CP-014,23.35,227.94,89.76,fault,write_register,20.9,14.29,1.95,dnp3,write_register,57,0.57,2.48,26.18,23.35,227.94,204.59,0.7104,false_data_injection,register_injection,1
268,2026-01-01 03:42:00,CP-013,227.02,226.52,0.22,off,none,41.55,31.01,0.76,ocpp,write_register,8,4.4,19.13,41.14,227.02,226.61,0.41,0.0637,none,none,0
269,2026-01-01 09:48:00,CP-020,229.62,228.95,0.29,off,none,17.83,46.23,0.0,iec61850,stop_charging,7,20.59,89.52,43.51,229.62,230.56,0.94,0.0746,none,none,0
270,2026-01-01 03:32:00,CP-009,225.6,227.13,0.67,on,none,34.56,32.76,0.65,dnp3,stop_charging,9,12.1,52.61,22.19,225.6,225.37,0.23,0.0838,none,none,0
271,2026-01-01 06:26:00,CP-003,234.79,235.64,0.36,off,none,14.57,31.82,0.33,modbus,stop_charging,3,8.85,38.48,30.14,234.79,234.99,0.2,0.1371,none,none,0
272,2026-01-01 11:31:00,CP-011,224.08,222.45,0.73,off,none,10.46,39.65,0.15,modbus,set_power_limit,7,3.48,15.13,38.35,224.08,225.05,0.97,0.1269,none,none,0
273,2026-01-01 01:48:00,CP-002,237.32,236.65,0.28,on,none,41.97,24.66,0.4,dnp3,stop_charging,6,21.5,93.48,32.41,237.32,237.32,0.0,0.1849,none,none,0
274,2026-01-01 14:04:00,CP-014,236.12,236.12,8.32,on,inject_command,218.06,326.29,19.93,iec61850,update_firmware,88,18.16,78.96,37.22,236.12,236.87,0.75,0.8537,scada_attack,protocol_manipulation,1
275,2026-01-01 10:33:00,CP-009,222.17,221.92,0.11,off,none,16.47,20.92,0.43,iec61850,write_register,2,6.6,28.7,21.01,222.17,221.96,0.21,0.1488,none,none,0
276,2026-01-01 10:11:00,CP-012,234.52,234.82,0.13,on,none,25.06,49.22,0.68,ocpp,read_register,2,9.76,42.43,31.85,234.52,235.41,0.89,0.0235,none,none,0
277,2026-01-01 13:49:00,CP-012,138.16,237.4,41.8,fault,inject_command,1072.62,414.21,20.02,iec61850,stop_charging,82,41.21,179.17,50.48,138.16,271.86,133.7,0.7936,combined_attack,multi_vector,1
