timestamp,charge_point_id,protocol,encryption_type,tls_version,cipher_suite,is_encrypted,cipher_strength,key_size,certificate_status,certificate_days_remaining,handshake_completed,message_integrity_check,session_key_rotation,forward_secrecy,anomaly_type,label
2025-12-04 10:47:08,CP-030,OCPP 2.0.1,AES-128-GCM,TLS 1.3,TLS_AES_128_GCM_SHA256,1,384,521,verified,223,1,1,1,1,none,0
2025-12-04 08:45:08,CP-006,OCPP 2.0,AES-256-GCM,TLS 1.2,ECDHE-RSA-AES256-GCM-SHA384,1,384,384,valid,60,1,1,1,1,none,0
2025-12-04 06:07:08,CP-004,CAN-BUS,ChaCha20-Poly1305,TLS 1.3,TLS_CHACHA20_POLY1305_SHA256,1,384,384,verified,147,1,1,1,1,none,0
2025-12-04 04:16:08,CP-001,OCPP 1.6,AES-256-GCM,TLS 1.3,TLS_AES_128_GCM_SHA256,1,256,521,verified,242,1,1,1,1,none,0
2025-12-04 05:50:08,CP-004,ISO 15118,ChaCha20-Poly1305,TLS 1.2,TLS_CHACHA20_POLY1305_SHA256,1,384,384,verified,37,1,1,1,1,none,0
2025-12-04 10:17:08,CP-043,OCPP 2.0.1,AES-256-GCM,TLS 1.2,TLS_CHACHA20_POLY1305_SHA256,1,384,256,verified,229,1,1,1,1,none,0
2025-12-04 10:07:08,CP-011,OCPP 2.0,AES-128-GCM,TLS 1.3,ECDHE-RSA-AES256-GCM-SHA384,1,384,384,valid,122,1,1,1,1,none,0
2025-12-04 18:23:08,CP-038,OCPP 2.0.1,ChaCha20-Poly1305,TLS 1.3,TLS_AES_128_GCM_SHA256,1,256,256,not_trusted,205,1,0,1,1,man_in_the_middle,1
2025-12-04 04:04:08,CP-004,OCPP 2.0.1,ChaCha20-Poly1305,TLS 1.2,ECDHE-RSA-AES256-GCM-SHA384,1,384,384,valid,52,1,1,1,1,none,0
2025-12-04 10:48:08,CP-002,OCPP 2.0.1,AES-256-GCM,TLS 1.3,TLS_CHACHA20_POLY1305_SHA256,1,384,384,valid,284,1,1,1,1,none,0
2025-12-04 04:02:08,CP-026,OCPP 2.0,ChaCha20-Poly1305,TLS 1.2,TLS_CHACHA20_POLY1305_SHA256,1,256,521,valid,105,1,1,1,1,none,0
2025-12-04 18:00:08,CP-004,CAN-BUS,SHA1,TLS 1.0,TLS_RSA_EXPORT_WITH_RC4_40_MD5,1,56,128,valid,292,1,1,1,0,weak_cipher,1
2025-12-04 06:04:08,CP-019,ISO 15118,AES-256-GCM,TLS 1.2,ECDHE-RSA-AES128-GCM-SHA256,1,256,521,verified,282,1,1,1,1,none,0
2025-12-04 13:59:08,CP-022,CAN-BUS,AES-256-GCM,TLS 1.3,ECDHE-RSA-AES128-GCM-SHA256,1,256,521,verified,107,1,1,1,1,none,0
2025-12-04 09:40:08,CP-048,OCPP 2.0,ChaCha20-Poly1305,TLS 1.2,TLS_CHACHA20_POLY1305_SHA256,1,384,256,verified,114,1,1,1,1,none,0
2025-12-04 06:09:08,CP-040,CAN-BUS,ChaCha20-Poly1305,TLS 1.3,ECDHE-RSA-AES128-GCM-SHA256,1,256,521,valid,84,1,1,1,1,none,0
2025-12-04 10:36:08,CP-039,ISO 15118,AES-128-GCM,TLS 1.3,ECDHE-RSA-AES128-GCM-SHA256,1,384,384,valid,39,1,1,1,1,none,0
2025-12-04 07:44:08,CP-028,CAN-BUS,ChaCha20-Poly1305,TLS 1.2,ECDHE-RSA-AES256-GCM-SHA384,1,384,256,valid,70,1,1,1,1,none,0
2025-12-04 04:31:08,CP-013,OCPP 2.0,AES-128-GCM,TLS 1.2,ECDHE-RSA-AES128-GCM-SHA256,1,384,256,verified,57,1,1,1,1,none,0
2025-12-04 12:15:08,CP-010,ISO 15118,AES-256-GCM,TLS 1.3,ECDHE-RSA-AES256-GCM-SHA384,1,256,521,verified,183,1,1,1,1,none,0
2025-12-04 16:25:08,CP-039,OCPP 2.0,DES,NONE,NONE,1,56,256,valid,204,1,1,1,0,ssl_tls_vulnerability,1
2025-12-04 08:01:08,CP-002,OCPP 2.0.1,ChaCha20-Poly1305,TLS 1.3,ECDHE-RSA-AES256-GCM-SHA384,1,256,256,valid,289,1,1,1,1,none,0
2025-12-04 10:23:08,CP-003,ISO 15118,ChaCha20-Poly1305,TLS 1.3,TLS_AES_256_GCM_SHA384,1,384,384,verified,302,1,1,1,1,none,0
2025-12-04 08:10:08,CP-039,OCPP 2.0,ChaCha20-Poly1305,TLS 1.2,TLS_AES_256_GCM_SHA384,1,384,384,verified,121,1,1,1,1,none,0
2025-12-04 04:52:08,CP-021,OCPP 1.6,AES-256-GCM,TLS 1.2,ECDHE-RSA-AES256-GCM-SHA384,1,256,384,valid,64,1,1,1,1,none,0
2025-12-04 17:40:08,CP-018,OCPP 2.0.1,DES,TLS 1.1,TLS_RSA_WITH_RC4_128_SHA,1,56,40,valid,35,1,1,1,0,weak_cipher,1
2025-12-04 17:20:08,CP-029,CAN-BUS,3DES,TLS 1.1,TLS_RSA_WITH_RC4_128_SHA,1,128,256,valid,135,1,1,1,0,ssl_tls_vulnerability,1
2025-12-04 04:48:08,CP-035,ISO 15118,AES-256-GCM,TLS 1.3,ECDHE-RSA-AES128-GCM-SHA256,1,256,521,verified,266,1,1,1,1,none,0
2025-12-04 19:35:08,CP-009,OCPP 2.0,ChaCha20-Poly1305,TLS 1.2,TLS_CHACHA20_POLY1305_SHA256,1,256,256,self_signed,0,1,1,1,1,certificate_error,1
2025-12-04 20:04:08,CP-039,OCPP 2.0,ChaCha20-Poly1305,TLS 1.3,ECDHE-RSA-AES128-GCM-SHA256,1,256,256,not_trusted,359,1,0,1,1,man_in_the_middle,1
2025-12-04 04:17:08,CP-045,OCPP 2.0,ChaCha20-Poly1305,TLS 1.3,TLS_AES_256_GCM_SHA384,1,384,256,valid,356,1,1,1,1,none,0
2025-12-04 18:21:08,CP-049,CAN-BUS,AES-256-GCM,TLS 1.3,TLS_AES_128_GCM_SHA256,1,256,128,valid,142,1,1,0,0,key_management_issue,1
2025-12-04 09:36:08,CP-028,ISO 15118,AES-256-GCM,TLS 1.2,TLS_CHACHA20_POLY1305_SHA256,1,384,384,valid,340,1,1,1,1,none,0
2025-12-04 10:50:08,CP-042,OCPP 2.0.1,ChaCha20-Poly1305,TLS 1.3,TLS_AES_128_GCM_SHA256,1,256,521,valid,116,1,1,1,1,none,0
2025-12-04 07:16:08,CP-042,OCPP 2.0,AES-128-GCM,TLS 1.2,ECDHE-RSA-AES256-GCM-SHA384,1,256,256,valid,313,1,1,1,1,none,0
2025-12-04 16:35:08,CP-038,ISO 15118,ChaCha20-Poly1305,TLS 1.3,ECDHE-RSA-AES256-GCM-SHA384,0,256,256,valid,160,0,0,1,1,encryption_bypass,1
2025-12-04 05:56:08,CP-035,ISO 15118,AES-256-GCM,TLS 1.3,TLS_AES_128_GCM_SHA256,1,384,521,verified,248,1,1,1,1,none,0
2025-12-04 08:07:08,CP-005,OCPP 2.0.1,ChaCha20-Poly1305,TLS 1.2,ECDHE-RSA-AES256-GCM-SHA384,1,384,256,verified,149,1,1,1,1,none,0
2025-12-04 06:38:08,CP-027,ISO 15118,AES-128-GCM,TLS 1.2,ECDHE-RSA-AES256-GCM-SHA384,1,384,384,verified,180,1,1,1,1,none,0
2025-12-04 07:45:08,CP-017,CAN-BUS,AES-256-GCM,TLS 1.2,TLS_CHACHA20_POLY1305_SHA256,1,256,521,valid,263,1,1,1,1,none,0
2025-12-04 05:39:08,CP-003,OCPP 1.6,ChaCha20-Poly1305,TLS 1.3,TLS_CHACHA20_POLY1305_SHA256,1,256,256,verified,287,1,1,1,1,none,0
2025-12-04 08:40:08,CP-049,OCPP 2.0.1,ChaCha20-Poly1305,TLS 1.3,ECDHE-RSA-AES128-GCM-SHA256,1,256,521,valid,137,1,1,1,1,none,0
2025-12-04 16:19:08,CP-009,ISO 15118,RC4,TLS 1.0,NULL,1,56,256,valid,122,1,1,1,0,ssl_tls_vulnerability,1
2025-12-04 04:28:08,CP-043,OCPP 2.0.1,AES-256-GCM,TLS 1.2,ECDHE-RSA-AES256-GCM-SHA384,1,384,521,valid,307,1,1,1,1,none,0
2025-12-04 04:42:08,CP-012,CAN-BUS,ChaCha20-Poly1305,TLS 1.2,ECDHE-RSA-AES256-GCM-SHA384,1,384,521,verified,316,1,1,1,1,none,0
2025-12-04 05:16:08,CP-011,OCPP 2.0.1,AES-256-GCM,TLS 1.3,ECDHE-RSA-AES256-GCM-SHA384,1,384,384,valid,75,1,1,1,1,none,0
2025-12-04 19:17:08,CP-030,OCPP 2.0.1,3DES,TLS 1.0,NONE,1,112,256,valid,314,1,1,1,0,ssl_tls_vulnerability,1
2025-12-04 08:49:08,CP-048,OCPP 2.0.1,AES-256-GCM,TLS 1.2,TLS_AES_128_GCM_SHA256,1,256,521,verified,30,1,1,1,1,none,0
2025-12-04 08:41:08,CP-016,OCPP 2.0.1,AES-128-GCM,TLS 1.2,TLS_CHACHA20_POLY1305_SHA256,1,384,384,valid,273,1,1,1,1,none,0
2025-12-04 15:58:08,CP-012,OCPP 1.6,AES-128-GCM,TLS 1.2,ECDHE-RSA-AES256-GCM-SHA384,1,256,256,self_signed,-1,1,1,1,1,certificate_error,1
2025-12-04 16:10:08,CP-011,CAN-BUS,AES-128-GCM,TLS 1.2,ECDHE-RSA-AES128-GCM-SHA256,1,256,64,valid,119,1,1,0,0,key_management_issue,1
2025-12-04 10:05:08,CP-031,OCPP 2.0.1,ChaCha20-Poly1305,TLS 1.2,TLS_AES_128_GCM_SHA256,1,256,384,verified,142,1,1,1,1,none,0
2025-12-04 06:29:08,CP-042,OCPP 2.0,AES-128-GCM,TLS 1.3,ECDHE-RSA-AES128-GCM-SHA256,1,384,384,valid,272,1,1,1,1,none,0
2025-12-04 09:27:08,CP-038,ISO 15118,AES-256-GCM,TLS 1.3,ECDHE-RSA-AES256-GCM-SHA384,1,256,256,verified,192,1,1,1,1,none,0
2025-12-04 11:00:08,CP-019,OCPP 1.6,AES-128-GCM,TLS 1.3,ECDHE-RSA-AES256-GCM-SHA384,1,384,256,valid,41,1,1,1,1,none,0
2025-12-04 16:46:08,CP-003,CAN-BUS,ChaCha20-Poly1305,TLS 1.2,TLS_AES_128_GCM_SHA256,1,256,128,valid,53,1,1,0,0,key_management_issue,1
2025-12-04 19:07:08,CP-013,ISO 15118,ChaCha20-Poly1305,TLS 1.2,ECDHE-RSA-AES128-GCM-SHA256,1,256,256,hostname_mismatch,-1,1,1,1,1,certificate_error,1
2025-12-04 05:38:08,CP-029,OCPP 2.0,AES-256-GCM,TLS 1.2,ECDHE-RSA-AES128-GCM-SHA256,1,384,384,verified,306,1,1,1,1,none,0
2025-12-04 14:37:08,CP-008,CAN-BUS,AES-256-GCM,TLS 1.3,TLS_AES_128_GCM_SHA256,1,256,521,verified,98,1,1,1,1,none,0
2025-12-04 13:17:08,CP-037,OCPP 2.0.1,AES-256-GCM,TLS 1.3,ECDHE-RSA-AES128-GCM-SHA256,1,256,256,verified,254,1,1,1,1,none,0
2025-12-04 11:06:08,CP-044,OCPP 1.6,AES-256-GCM,TLS 1.2,ECDHE-RSA-AES128-GCM-SHA256,1,384,384,valid,290,1,1,1,1,none,0
2025-12-04 16:27:08,CP-020,OCPP 1.6,AES-256-GCM,TLS 1.3,TLS_AES_128_GCM_SHA256,0,256,256,valid,190,1,0,1,1,encryption_bypass,1
2025-12-04 15:30:08,CP-020,OCPP 2.0,NONE,TLS 1.0,NULL,1,40,64,valid,223,1,1,1,0,weak_cipher,1
2025-12-04 16:20:08,CP-042,OCPP 2.0,RC4,SSL 2.0,NULL,1,112,256,valid,94,1,1,1,0,ssl_tls_vulnerability,1
2025-12-04 11:43:08,CP-028,CAN-BUS,AES-128-GCM,TLS 1.2,TLS_AES_128_GCM_SHA256,1,256,256,verified,273,1,1,1,1,none,0
2025-12-04 11:09:08,CP-001,CAN-BUS,ChaCha20-Poly1305,TLS 1.3,TLS_CHACHA20_POLY1305_SHA256,1,256,521,verified,135,1,1,1,1,none,0
2025-12-04 07:40:08,CP-001,ISO 15118,AES-128-GCM,TLS 1.2,ECDHE-RSA-AES128-GCM-SHA256,1,384,384,valid,361,1,1,1,1,none,0
2025-12-04 16:59:08,CP-020,OCPP 2.0,MD5,TLS 1.0,TLS_RSA_WITH_3DES_EDE_CBC_SHA,1,112,256,valid,181,1,1,1,0,downgrade_attack,1
2025-12-04 10:29:08,CP-032,OCPP 2.0,AES-256-GCM,TLS 1.2,TLS_AES_128_GCM_SHA256,1,384,384,verified,108,1,1,1,1,none,0
2025-12-04 17:13:08,CP-034,OCPP 2.0,3DES,TLS 1.0,NULL,1,64,64,valid,200,1,1,1,0,weak_cipher,1
2025-12-04 15:49:08,CP-009,OCPP 1.6,AES-128-GCM,TLS 1.3,ECDHE-RSA-AES256-GCM-SHA384,0,256,256,valid,343,1,0,1,1,encryption_bypass,1
2025-12-04 04:47:08,CP-039,CAN-BUS,ChaCha20-Poly1305,TLS 1.3,TLS_AES_128_GCM_SHA256,1,384,384,verified,214,1,1,1,1,none,0
2025-12-04 10:35:08,CP-047,CAN-BUS,AES-128-GCM,TLS 1.2,TLS_AES_128_GCM_SHA256,1,384,384,valid,353,1,1,1,1,none,0
2025-12-04 15:35:08,CP-018,OCPP 2.0,3DES,SSL 3.0,TLS_RSA_EXPORT_WITH_RC4_40_MD5,1,128,256,valid,172,1,1,1,0,ssl_tls_vulnerability,1
2025-12-04 16:29:08,CP-039,OCPP 1.6,MD5,TLS 1.0,TLS_RSA_WITH_RC4_128_SHA,1,56,112,valid,260,1,1,1,0,weak_cipher,1
2025-12-04 18:32:08,CP-010,OCPP 2.0,ChaCha20-Poly1305,TLS 1.3,ECDHE-RSA-AES256-GCM-SHA384,1,256,256,invalid_chain,0,1,1,1,1,certificate_error,1
2025-12-04 08:55:08,CP-016,ISO 15118,ChaCha20-Poly1305,TLS 1.3,ECDHE-RSA-AES128-GCM-SHA256,1,256,256,verified,318,1,1,1,1,none,0
2025-12-04 06:59:08,CP-020,ISO 15118,ChaCha20-Poly1305,TLS 1.3,TLS_AES_256_GCM_SHA384,1,384,384,verified,239,1,1,1,1,none,0
2025-12-04 03:55:08,CP-025,OCPP 1.6,AES-256-GCM,TLS 1.2,ECDHE-RSA-AES256-GCM-SHA384,1,256,384,verified,101,1,1,1,1,none,0
2025-12-04 13:41:08,CP-050,ISO 15118,AES-128-GCM,TLS 1.2,TLS_CHACHA20_POLY1305_SHA256,1,256,256,verified,247,1,1,1,1,none,0
2025-12-04 14:43:08,CP-038,OCPP 2.0,ChaCha20-Poly1305,TLS 1.3,TLS_CHACHA20_POLY1305_SHA256,1,256,256,valid,127,1,1,1,1,none,0
2025-12-04 07:28:08,CP-015,OCPP 1.6,AES-128-GCM,TLS 1.2,TLS_AES_256_GCM_SHA384,1,384,256,valid,118,1,1,1,1,none,0
2025-12-04 11:40:08,CP-013,CAN-BUS,ChaCha20-Poly1305,TLS 1.3,ECDHE-RSA-AES128-GCM-SHA256,1,384,256,valid,330,1,1,1,1,none,0
2025-12-04 18:17:08,CP-034,CAN-BUS,ChaCha20-Poly1305,TLS 1.3,TLS_AES_128_GCM_SHA256,0,256,256,valid,244,1,0,1,1,encryption_bypass,1
2025-12-04 05:21:08,CP-006,CAN-BUS,ChaCha20-Poly1305,TLS 1.2,ECDHE-RSA-AES128-GCM-SHA256,1,384,256,valid,104,1,1,1,1,none,0
2025-12-04 18:30:08,CP-026,OCPP 1.6,RC4,SSL 3.0,NONE,1,56,256,valid,170,1,1,1,0,ssl_tls_vulnerability,1
2025-12-04 08:00:08,CP-043,OCPP 2.0,ChaCha20-Poly1305,TLS 1.2,TLS_AES_128_GCM_SHA256,1,384,256,verified,59,1,1,1,1,none,0
2025-12-04 19:19:08,CP-050,OCPP 2.0,RC4,TLS 1.0,NULL,1,112,256,valid,105,1,1,1,0,ssl_tls_vulnerability,1
2025-12-04 17:52:08,CP-005,OCPP 1.6,AES-128-GCM,TLS 1.2,ECDHE-RSA-AES128-GCM-SHA256,0,256,256,valid,242,1,0,1,1,encryption_bypass,1
2025-12-04 13:34:08,CP-004,ISO 15118,ChaCha20-Poly1305,TLS 1.3,TLS_AES_128_GCM_SHA256,1,384,521,valid,309,1,1,1,1,none,0
2025-12-04 18:58:08,CP-049,OCPP 1.6,NULL,SSL 3.0,TLS_RSA_EXPORT_WITH_RC4_40_MD5,1,56,256,valid,139,1,1,1,0,downgrade_attack,1
2025-12-04 15:19:08,CP-016,ISO 15118,AES-128-GCM,TLS 1.3,TLS_CHACHA20_POLY1305_SHA256,0,256,256,valid,161,0,0,1,1,encryption_bypass,1
2025-12-04 08:58:08,CP-018,OCPP 2.0.1,ChaCha20-Poly1305,TLS 1.2,ECDHE-RSA-AES128-GCM-SHA256,1,384,521,valid,189,1,1,1,1,none,0
2025-12-04 18:29:08,CP-042,OCPP 2.0,3DES,SSL 2.0,TLS_RSA_WITH_3DES_EDE_CBC_SHA,1,128,256,valid,104,1,1,1,0,ssl_tls_vulnerability,1
2025-12-04 14:41:08,CP-023,OCPP 2.0,AES-128-GCM,TLS 1.3,ECDHE-RSA-AES256-GCM-SHA384,1,256,384,verified,233,1,1,1,1,none,0
2025-12-04 17:46:08,CP-017,OCPP 2.0.1,RC4,TLS 1.0,NULL,1,56,256,valid,64,1,1,1,0,downgrade_attack,1
2025-12-04 03:44:08,CP-043,CAN-BUS,AES-256-GCM,TLS 1.3,TLS_AES_256_GCM_SHA384,1,256,521,valid,318,1,1,1,1,none,0
2025-12-04 18:55:08,CP-001,ISO 15118,AES-256-GCM,TLS 1.3,TLS_CHACHA20_POLY1305_SHA256,1,256,256,invalid_chain,0,1,1,1,1,certificate_error,1
2025-12-04 14:32:08,CP-032,ISO 15118,AES-256-GCM,TLS 1.3,ECDHE-RSA-AES256-GCM-SHA384,1,256,384,valid,59,1,1,1,1,none,0
2025-12-04 15:04:08,CP-015,OCPP 2.0,ChaCha20-Poly1305,TLS 1.3,ECDHE-RSA-AES256-GCM-SHA384,1,256,521,verified,268,1,1,1,1,none,0
2025-12-04 19:32:08,CP-024,OCPP 2.0,ChaCha20-Poly1305,TLS 1.3,TLS_AES_128_GCM_SHA256,0,256,256,valid,96,1,0,1,1,encryption_bypass,1
2025-12-04 12:52:08,CP-002,OCPP 1.6,AES-256-GCM,TLS 1.2,TLS_AES_128_GCM_SHA256,1,256,521,valid,35,1,1,1,1,none,0
2025-12-04 16:48:08,CP-005,OCPP 1.6,DES,TLS 1.1,TLS_RSA_WITH_RC4_128_SHA,1,112,256,valid,259,1,1,1,0,ssl_tls_vulnerability,1
2025-12-04 11:07:08,CP-035,OCPP 1.6,AES-128-GCM,TLS 1.3,TLS_CHACHA20_POLY1305_SHA256,1,256,384,valid,202,1,1,1,1,none,0
2025-12-04 06:48:08,CP-015,CAN-BUS,ChaCha20-Poly1305,TLS 1.2,ECDHE-RSA-AES256-GCM-SHA384,1,384,384,verified,342,1,1,1,1,none,0
2025-12-04 06:28:08,CP-042,ISO 15118,AES-256-GCM,TLS 1.3,ECDHE-RSA-AES128-GCM-SHA256,1,384,384,valid,270,1,1,1,1,none,0
2025-12-04 13:42:08,CP-028,OCPP 2.0,AES-128-GCM,TLS 1.3,ECDHE-RSA-AES128-GCM-SHA256,1,256,256,verified,242,1,1,1,1,none,0
2025-12-04 08:43:08,CP-033,OCPP 2.0.1,AES-256-GCM,TLS 1.3,ECDHE-RSA-AES128-GCM-SHA256,1,384,521,valid,133,1,1,1,1,none,0
2025-12-04 03:33:08,CP-001,OCPP 1.6,AES-256-GCM,TLS 1.2,TLS_AES_128_GCM_SHA256,1,256,384,verified,247,1,1,1,1,none,0
2025-12-04 09:13:08,CP-044,OCPP 2.0,ChaCha20-Poly1305,TLS 1.3,TLS_AES_128_GCM_SHA256,1,384,384,verified,248,1,1,1,1,none,0
2025-12-04 16:51:08,CP-019,OCPP 1.6,SHA1,TLS 1.0,TLS_RSA_EXPORT_WITH_RC4_40_MD5,1,56,256,valid,314,1,1,1,0,downgrade_attack,1
2025-12-04 08:30:08,CP-020,ISO 15118,ChaCha20-Poly1305,TLS 1.3,ECDHE-RSA-AES128-GCM-SHA256,1,384,256,verified,343,1,1,1,1,none,0
2025-12-04 10:04:08,CP-036,CAN-BUS,ChaCha20-Poly1305,TLS 1.3,TLS_AES_256_GCM_SHA384,1,256,521,valid,160,1,1,1,1,none,0
2025-12-04 15:53:08,CP-037,OCPP 2.0.1,ChaCha20-Poly1305,TLS 1.3,ECDHE-RSA-AES128-GCM-SHA256,1,256,128,valid,209,1,1,0,0,key_management_issue,1
2025-12-04 16:55:08,CP-019,ISO 15118,AES-256-GCM,TLS 1.3,TLS_AES_256_GCM_SHA384,1,256,256,invalid_chain,-15,1,1,1,1,certificate_error,1
2025-12-04 10:15:08,CP-034,CAN-BUS,ChaCha20-Poly1305,TLS 1.3,TLS_AES_256_GCM_SHA384,1,256,384,valid,268,1,1,1,1,none,0
2025-12-04 12:55:08,CP-047,OCPP 2.0,AES-256-GCM,TLS 1.3,TLS_AES_256_GCM_SHA384,1,384,521,valid,205,1,1,1,1,none,0
2025-12-04 18:31:08,CP-013,OCPP 1.6,ChaCha20-Poly1305,TLS 1.3,TLS_AES_128_GCM_SHA256,1,256,256,expired,0,1,1,1,1,certificate_error,1
2025-12-04 06:06:08,CP-022,OCPP 2.0.1,ChaCha20-Poly1305,TLS 1.3,TLS_CHACHA20_POLY1305_SHA256,1,384,521,verified,117,1,1,1,1,none,0
2025-12-04 17:34:08,CP-014,ISO 15118,ChaCha20-Poly1305,TLS 1.2,ECDHE-RSA-AES128-GCM-SHA256,0,256,256,valid,340,1,0,1,1,encryption_bypass,1
2025-12-04 04:41:08,CP-017,OCPP 1.6,ChaCha20-Poly1305,TLS 1.3,TLS_AES_128_GCM_SHA256,1,256,521,valid,33,1,1,1,1,none,0
2025-12-04 16:45:08,CP-011,OCPP 2.0.1,NONE,NONE,NONE,0,0,0,valid,267,0,0,1,0,plaintext_communication,1
2025-12-04 05:48:08,CP-031,OCPP 2.0.1,AES-128-GCM,TLS 1.2,ECDHE-RSA-AES128-GCM-SHA256,1,384,384,valid,320,1,1,1,1,none,0
2025-12-04 16:38:08,CP-022,CAN-BUS,AES-128-GCM,TLS 1.2,ECDHE-RSA-AES256-GCM-SHA384,1,256,256,self_signed,167,1,0,1,1,man_in_the_middle,1
2025-12-04 10:54:08,CP-020,OCPP 2.0,ChaCha20-Poly1305,TLS 1.2,ECDHE-RSA-AES128-GCM-SHA256,1,256,521,verified,198,1,1,1,1,none,0
2025-12-04 12:07:08,CP-001,OCPP 2.0.1,AES-128-GCM,TLS 1.3,ECDHE-RSA-AES128-GCM-SHA256,1,256,384,valid,288,1,1,1,1,none,0
2025-12-04 07:03:08,CP-036,CAN-BUS,AES-256-GCM,TLS 1.2,TLS_AES_256_GCM_SHA384,1,384,521,verified,90,1,1,1,1,none,0
2025-12-04 06:25:08,CP-043,CAN-BUS,ChaCha20-Poly1305,TLS 1.3,TLS_CHACHA20_POLY1305_SHA256,1,384,256,valid,325,1,1,1,1,none,0
2025-12-04 13:28:08,CP-049,ISO 15118,ChaCha20-Poly1305,TLS 1.2,TLS_AES_256_GCM_SHA384,1,384,521,verified,197,1,1,1,1,none,0
2025-12-04 05:10:08,CP-042,OCPP 2.0,AES-256-GCM,TLS 1.3,ECDHE-RSA-AES128-GCM-SHA256,1,256,521,valid,314,1,1,1,1,none,0
2025-12-04 12:48:08,CP-045,OCPP 2.0,AES-256-GCM,TLS 1.2,TLS_AES_128_GCM_SHA256,1,384,256,valid,84,1,1,1,1,none,0
2025-12-04 06:05:08,CP-028,OCPP 2.0.1,ChaCha20-Poly1305,TLS 1.3,ECDHE-RSA-AES256-GCM-SHA384,1,256,256,verified,349,1,1,1,1,none,0
2025-12-04 11:53:08,CP-006,ISO 15118,ChaCha20-Poly1305,TLS 1.3,ECDHE-RSA-AES256-GCM-SHA384,1,256,521,valid,67,1,1,1,1,none,0
2025-12-04 13:40:08,CP-035,OCPP 2.0,AES-256-GCM,TLS 1.2,TLS_AES_256_GCM_SHA384,1,256,384,valid,322,1,1,1,1,none,0
2025-12-04 09:22:08,CP-009,OCPP 2.0.1,AES-256-GCM,TLS 1.3,ECDHE-RSA-AES256-GCM-SHA384,1,384,384,valid,165,1,1,1,1,none,0
2025-12-04 12:13:08,CP-046,OCPP 2.0,AES-128-GCM,TLS 1.2,ECDHE-RSA-AES256-GCM-SHA384,1,256,384,verified,61,1,1,1,1,none,0
2025-12-04 19:29:08,CP-035,ISO 15118,AES-128-GCM,TLS 1.3,ECDHE-RSA-AES128-GCM-SHA256,1,256,64,valid,156,1,1,0,0,key_management_issue,1
2025-12-04 16:44:08,CP-003,OCPP 2.0,ChaCha20-Poly1305,TLS 1.3,ECDHE-RSA-AES256-GCM-SHA384,1,256,64,valid,243,1,1,0,0,key_management_issue,1
2025-12-04 05:08:08,CP-047,OCPP 1.6,AES-128-GCM,TLS 1.3,TLS_AES_128_GCM_SHA256,1,256,384,verified,320,1,1,1,1,none,0
2025-12-04 04:55:08,CP-025,OCPP 1.6,AES-256-GCM,TLS 1.2,ECDHE-RSA-AES256-GCM-SHA384,1,384,384,valid,58,1,1,1,1,none,0
2025-12-04 07:54:08,CP-017,ISO 15118,ChaCha20-Poly1305,TLS 1.2,ECDHE-RSA-AES256-GCM-SHA384,1,256,384,verified,183,1,1,1,1,none,0
2025-12-04 08:52:08,CP-033,ISO 15118,ChaCha20-Poly1305,TLS 1.2,ECDHE-RSA-AES128-GCM-SHA256,1,256,256,valid,331,1,1,1,1,none,0
2025-12-04 12:19:08,CP-013,OCPP 1.6,AES-128-GCM,TLS 1.2,TLS_CHACHA20_POLY1305_SHA256,1,256,256,verified,352,1,1,1,1,none,0
2025-12-04 14:55:08,CP-004,CAN-BUS,ChaCha20-Poly1305,TLS 1.2,ECDHE-RSA-AES256-GCM-SHA384,1,384,384,valid,79,1,1,1,1,none,0
2025-12-04 16:13:08,CP-006,CAN-BUS,AES-256-GCM,TLS 1.2,ECDHE-RSA-AES128-GCM-SHA256,1,256,256,not_trusted,78,1,0,1,1,man_in_the_middle,1
2025-12-04 08:08:08,CP-020,OCPP 1.6,AES-128-GCM,TLS 1.3,ECDHE-RSA-AES256-GCM-SHA384,1,384,521,verified,125,1,1,1,1,none,0
2025-12-04 17:35:08,CP-034,OCPP 2.0.1,DES,SSL 2.0,NULL,1,112,256,valid,324,1,1,1,0,downgrade_attack,1
2025-12-04 08:19:08,CP-028,OCPP 1.6,AES-128-GCM,TLS 1.2,TLS_CHACHA20_POLY1305_SHA256,1,256,521,verified,126,1,1,1,1,none,0
2025-12-04 04:43:08,CP-017,ISO 15118,AES-128-GCM,TLS 1.3,TLS_AES_256_GCM_SHA384,1,384,521,verified,51,1,1,1,1,none,0
2025-12-04 11:15:08,CP-041,CAN-BUS,ChaCha20-Poly1305,TLS 1.3,ECDHE-RSA-AES256-GCM-SHA384,1,256,384,verified,295,1,1,1,1,none,0
2025-12-04 13:10:08,CP-044,CAN-BUS,ChaCha20-Poly1305,TLS 1.2,TLS_AES_256_GCM_SHA384,1,256,521,verified,238,1,1,1,1,none,0
2025-12-04 12:34:08,CP-005,CAN-BUS,ChaCha20-Poly1305,TLS 1.3,ECDHE-RSA-AES256-GCM-SHA384,1,384,384,verified,209,1,1,1,1,none,0
2025-12-04 05:37:08,CP-034,OCPP 1.6,ChaCha20-Poly1305,TLS 1.2,TLS_CHACHA20_POLY1305_SHA256,1,256,521,verified,178,1,1,1,1,none,0
2025-12-04 14:09:08,CP-013,CAN-BUS,AES-128-GCM,TLS 1.3,TLS_CHACHA20_POLY1305_SHA256,1,384,256,valid,346,1,1,1,1,none,0
