record_id,timestamp,charge_point_id,session_id,tariff_type,base_price_kwh,price_per_kwh,original_price,modified_price,price_change_percent,discount_code,discount_applied,expected_discount,final_price,energy_kwh,total_cost,user_role,update_source,is_authorized,request_ip,price_valid_from,previous_update_mins,anomaly_type,label
124,2026-01-15 11:51:00,CP-0013,9b4efb02,standard,7.67,7.67,7.67,7.67,0.0,SUMMER20,20,20,6.14,19.27,118.32,operator,csms,True,192.168.1.28,2026-01-15 11:51:00,435,none,0
125,2026-01-02 03:58:00,CP-0043,2d93ce3c,night,4.86,2.92,2.92,2.92,0.0,NONE,0,0,2.92,7.03,20.53,system,billing_engine,True,192.168.1.9,2026-01-02 03:58:00,1005,none,0
126,2026-01-27 06:36:00,CP-0001,7c455c29,peak,4.31,6.46,6.46,6.46,0.0,NONE,0,0,6.46,27.79,179.52,admin,billing_engine,True,192.168.1.38,2026-01-27 06:36:00,1302,none,0
127,2026-01-04 20:46:00,CP-0050,853f8d6d,peak,5.5,8.25,8.25,8.25,0.0,SUMMER20,20,20,6.6,48.91,322.81,system,csms,True,192.168.1.26,2026-01-04 20:46:00,906,none,0
128,2026-01-01 05:25:00,CP-0037,339691f7,night,3.67,2.2,2.2,0.44,-80.0,WELCOME10,10,10,1.98,65.58,129.85,system,csms,True,192.168.1.45,2026-01-01 05:25:00,927,fake_price,1
129,2026-01-11 04:03:00,CP-0008,90be6b2c,night,3.97,2.38,2.38,2.38,0.0,FIRST50,50,50,1.19,39.0,46.41,system,csms,True,192.168.1.20,2026-01-11 04:03:00,1424,none,0
130,2026-01-05 03:29:00,CP-0031,c5913788,night,4.36,2.62,2.62,2.62,0.0,FIRST50,50,50,1.31,22.38,29.32,admin,csms,True,192.168.1.40,2026-01-05 03:29:00,588,none,0
131,2026-01-18 11:01:00,CP-0041,a1133615,standard,3.9,3.9,3.9,3.9,0.0,LOYAL15,15,15,3.31,67.97,224.98,admin,billing_engine,True,192.168.1.1,2026-01-18 11:01:00,1406,none,0
132,2026-01-25 20:12:00,CP-0030,63649e58,peak,7.44,11.16,11.16,1.12,-89.96,LOYAL15,15,15,9.49,12.35,117.2,system,billing_engine,True,192.168.1.27,2026-01-25 20:12:00,227,fake_price,1
133,2026-01-17 16:29:00,CP-0045,fbc8577e,standard,7.13,7.13,7.13,7.13,0.0,NONE,0,0,7.13,42.53,303.24,operator,csms,True,192.168.1.31,2026-01-17 16:29:00,274,none,0
134,2026-01-10 10:38:00,CP-0014,e6829f42,standard,6.81,6.81,6.81,6.81,0.0,WELCOME10,10,10,6.13,54.18,332.12,admin,billing_engine,True,192.168.1.41,2026-01-10 10:38:00,184,none,0
135,2026-01-09 21:52:00,CP-0028,c6587356,standard,6.66,6.66,6.66,6.66,0.0,FIRST50,50,50,3.33,47.54,158.31,operator,csms,True,192.168.1.12,2026-01-09 21:52:00,1417,none,0
136,2026-01-04 10:00:00,CP-0046,259e0359,standard,2.54,2.54,2.54,-0.5,-100.0,WELCOME10,10,10,2.29,53.88,123.39,operator,billing_engine,True,192.168.1.45,2026-01-04 10:00:00,1034,negative_price,1
137,2026-01-16 10:14:00,CP-0033,66820e29,standard,8.48,8.48,8.48,8.48,0.0,SUMMER20,20,20,6.78,42.01,284.83,admin,csms,True,192.168.1.10,2026-01-16 10:14:00,1345,none,0
138,2026-01-01 05:26:00,CP-0031,23ed580f,night,8.38,5.03,5.03,5.03,0.0,STOLEN50,94,0,0.3,60.01,18.0,system,csms,True,192.168.1.28,2026-01-01 05:26:00,1147,discount_manipulation,1
139,2026-01-01 04:16:00,CP-0007,8e28c001,night,3.55,2.13,2.13,2.13,0.0,NONE,0,0,2.13,46.9,99.9,system,billing_engine,True,192.168.1.22,2026-01-01 04:16:00,299,none,0
140,2026-01-20 00:51:00,CP-0033,5c788f5d,night,2.83,1.7,1.7,1.7,0.0,SUMMER20,20,20,1.36,36.16,49.18,system,csms,True,192.168.1.36,2026-01-20 00:51:00,1006,none,0
141,2026-01-05 19:37:00,CP-0010,e72e464d,peak,5.39,8.08,8.08,8.08,0.0,WELCOME10,10,10,7.27,59.76,434.46,system,billing_engine,True,192.168.1.30,2026-01-05 19:37:00,1118,none,0
142,2026-01-02 22:19:00,CP-0047,c339771a,standard,8.19,8.19,8.19,8.19,0.0,FIRST50,50,50,4.09,44.02,180.04,system,billing_engine,True,192.168.1.28,2026-01-02 22:19:00,334,none,0
143,2026-01-23 07:33:00,CP-0011,1c2e857f,peak,7.2,10.8,10.8,10.8,0.0,LOYAL15,15,15,9.18,32.89,301.93,system,billing_engine,True,192.168.1.47,2026-01-23 07:33:00,301,none,0
144,2026-01-02 08:59:00,CP-0037,e7b78ad6,peak,3.33,5.0,5.0,5.0,0.0,FAKE99,84,0,0.8,52.24,41.79,system,billing_engine,True,192.168.1.25,2026-01-02 08:59:00,478,discount_manipulation,1
145,2026-01-27 05:54:00,CP-0037,6d297f5c,night,7.11,4.27,4.27,1.71,-59.95,FIRST50,50,50,2.13,59.5,126.73,admin,csms,True,192.168.1.24,2026-01-27 05:54:00,4,abnormal_price_change,1
146,2026-01-03 07:11:00,CP-0005,823b7f44,peak,7.27,10.9,10.9,10.9,0.0,NONE,0,0,10.9,48.12,524.51,admin,billing_engine,True,192.168.1.27,2026-01-03 07:11:00,854,none,0
147,2026-01-13 10:26:00,CP-0047,285ca3ff,standard,4.83,4.83,4.83,4.83,0.0,WELCOME10,10,10,4.35,72.59,315.77,admin,csms,True,192.168.1.44,2026-01-13 10:26:00,839,none,0
148,2026-01-06 19:29:00,CP-0018,46fa394d,peak,6.82,10.23,10.23,3.07,-69.99,LOYAL15,15,15,8.7,20.17,175.48,admin,csms,True,192.168.1.45,2026-01-06 19:29:00,1224,fake_price,1
149,2026-01-28 11:45:00,CP-0046,032a385a,standard,8.0,8.0,8.0,7.95,-0.62,FIRST50,50,50,4.0,48.96,195.84,admin,csms,True,192.168.1.28,2026-01-28 11:45:00,399,rounding_attack,1
150,2026-01-02 10:24:00,CP-0009,911b5175,standard,4.38,4.38,4.38,0.01,-99.77,WELCOME10,10,10,3.94,9.65,38.02,operator,csms,True,192.168.1.20,2026-01-02 10:24:00,1310,negative_price,1
151,2026-01-23 17:14:00,CP-0031,7392c69f,peak,4.78,7.17,7.17,7.17,0.0,FIRST50,50,50,3.58,24.7,88.43,system,billing_engine,True,192.168.1.1,2026-01-23 17:14:00,651,none,0
152,2026-01-16 05:45:00,CP-0032,21a5eda7,night,5.87,3.52,3.52,0.7,-80.11,FIRST50,50,50,1.76,13.44,23.65,system,csms,True,192.168.1.8,2026-01-16 05:45:00,775,fake_price,1
153,2026-01-30 16:01:00,CP-0025,c3b84dc3,standard,7.64,7.64,7.64,7.64,0.0,NONE,0,0,7.64,40.77,311.48,operator,billing_engine,True,192.168.1.49,2026-01-30 16:01:00,858,none,0
154,2026-01-16 14:25:00,CP-0047,e78d5084,standard,3.84,3.84,3.84,3.84,0.0,NONE,0,0,3.84,69.29,266.07,admin,billing_engine,True,192.168.1.33,2026-01-16 14:25:00,1105,none,0
155,2026-01-16 03:20:00,CP-0050,7da18b88,night,6.54,3.92,3.92,3.92,0.0,FIRST50,50,50,1.96,60.24,118.07,admin,billing_engine,True,192.168.1.40,2026-01-16 03:20:00,646,none,0
156,2026-01-12 13:09:00,CP-0037,fc9e433e,standard,8.16,8.16,8.16,8.16,0.0,LOYAL15,15,15,6.94,23.36,162.12,admin,billing_engine,True,192.168.1.40,2026-01-12 13:09:00,753,none,0
157,2026-01-04 00:33:00,CP-0024,804d11b5,night,7.83,4.7,4.7,4.7,0.0,WELCOME10,10,10,4.23,75.04,317.42,admin,billing_engine,True,192.168.1.37,2026-01-04 00:33:00,921,none,0
158,2026-01-07 10:00:00,CP-0027,6c93f725,standard,5.46,5.46,5.46,5.46,0.0,LOYAL15,15,15,4.64,28.37,131.64,operator,billing_engine,True,192.168.1.30,2026-01-07 10:00:00,124,none,0
159,2026-01-24 01:53:00,CP-0049,f81a59ae,night,2.59,1.55,1.55,1.55,0.0,WELCOME10,10,10,1.4,68.65,96.11,admin,billing_engine,True,192.168.1.32,2026-01-24 01:53:00,1045,none,0
160,2026-01-12 03:34:00,CP-0035,114601d5,night,4.56,2.74,2.74,2.74,0.0,FREE,74,0,0.71,6.33,4.49,admin,billing_engine,True,192.168.1.8,2026-01-12 03:34:00,845,discount_manipulation,1
161,2026-01-08 14:13:00,CP-0014,a60ee120,standard,6.79,6.79,6.79,6.79,0.0,FAKE99,88,0,0.81,38.15,30.9,admin,csms,True,192.168.1.25,2026-01-08 14:13:00,691,discount_manipulation,1
162,2026-01-06 20:28:00,CP-0010,3e0b03d0,peak,6.68,10.02,10.02,3.01,-69.96,LOYAL15,15,15,8.52,20.73,176.62,system,csms,True,192.168.1.48,2026-01-06 20:28:00,1393,fake_price,1
163,2026-01-17 05:02:00,CP-0037,273c575d,night,7.11,4.27,4.27,4.27,0.0,LOYAL15,15,15,3.63,70.35,255.37,admin,csms,True,192.168.1.10,2026-01-17 05:02:00,426,none,0
164,2026-01-06 13:50:00,CP-0025,8de838ef,standard,3.64,3.64,3.64,14.56,300.0,NONE,0,0,3.64,57.08,207.77,operator,billing_engine,True,192.168.1.41,2026-01-06 13:50:00,560,fake_price,1
165,2026-01-09 02:12:00,CP-0037,2069b34a,night,5.66,3.4,3.4,3.4,0.0,SUMMER20,20,20,2.72,51.9,141.17,admin,billing_engine,True,192.168.1.48,2026-01-09 02:12:00,276,none,0
166,2026-01-04 08:25:00,CP-0033,1385664c,peak,7.92,11.88,11.88,11.88,0.0,WELCOME10,10,10,10.69,47.84,511.41,system,csms,True,192.168.1.8,2026-01-04 08:25:00,979,none,0
167,2026-01-11 20:43:00,CP-0035,452a617b,peak,5.05,7.57,7.57,3.03,-59.97,SUMMER20,20,20,6.06,20.28,122.9,system,billing_engine,True,192.168.1.41,2026-01-11 20:43:00,6,abnormal_price_change,1
168,2026-01-07 13:16:00,CP-0008,5de952f8,standard,4.3,4.3,4.3,-0.5,-100.0,FIRST50,50,50,2.15,54.04,116.19,operator,billing_engine,True,192.168.1.12,2026-01-07 13:16:00,1067,negative_price,1
169,2026-01-04 02:44:00,CP-0027,3759878d,night,2.86,1.72,1.72,1.72,0.0,FIRST50,50,50,0.86,41.32,35.54,admin,billing_engine,True,192.168.1.39,2026-01-04 02:44:00,354,none,0
170,2026-01-04 14:19:00,CP-0009,f51585b0,standard,5.85,5.85,5.85,5.85,0.0,LOYAL15,15,15,4.97,55.26,274.64,system,csms,True,192.168.1.42,2026-01-04 14:19:00,1433,none,0
171,2026-01-21 15:17:00,CP-0039,55dbbf4d,standard,6.85,6.85,6.85,6.85,0.0,NONE,0,0,6.85,26.22,179.61,admin,csms,True,192.168.1.19,2026-01-21 15:17:00,525,none,0
172,2026-01-02 22:27:00,CP-0035,e9c64f12,standard,4.57,4.57,4.57,4.57,0.0,WELCOME10,10,10,4.11,79.56,326.99,admin,billing_engine,True,192.168.1.3,2026-01-02 22:27:00,647,none,0
173,2026-01-14 22:47:00,CP-0009,25150108,standard,4.99,4.99,4.99,4.99,0.0,SUMMER20,20,20,3.99,63.99,255.32,operator,billing_engine,True,192.168.1.11,2026-01-14 22:47:00,586,none,0
174,2026-01-01 14:47:00,CP-0037,54847074,standard,4.52,4.52,4.52,4.52,0.0,LOYAL15,15,15,3.84,55.58,213.43,admin,csms,True,192.168.1.40,2026-01-01 14:47:00,1368,none,0
175,2026-01-25 14:16:00,CP-0027,383d35ab,standard,6.41,6.41,6.41,6.41,0.0,NONE,0,0,6.41,51.36,329.22,admin,billing_engine,True,192.168.1.41,2026-01-25 14:16:00,1177,none,0
176,2026-01-23 13:13:00,CP-0011,e82823a5,standard,6.79,6.79,6.79,20.37,200.0,LOYAL15,15,15,5.77,72.62,419.02,system,csms,True,192.168.1.47,2026-01-23 13:13:00,9,abnormal_price_change,1
177,2026-01-30 03:04:00,CP-0048,4c3b80a2,night,3.62,2.17,2.17,2.17,0.0,SUMMER20,20,20,1.74,43.54,75.76,operator,csms,True,192.168.1.28,2026-01-30 03:04:00,631,none,0
178,2026-01-04 23:14:00,CP-0030,7c9ee101,standard,8.45,8.45,8.45,8.45,0.0,WELCOME10,10,10,7.6,76.03,577.83,system,csms,True,192.168.1.32,2026-01-04 23:14:00,657,none,0
179,2026-01-13 07:10:00,CP-0048,41459a9d,peak,7.18,10.77,10.77,10.77,0.0,NONE,0,0,10.77,62.94,677.86,operator,csms,True,192.168.1.37,2026-01-13 07:10:00,293,none,0
180,2026-01-26 23:30:00,CP-0044,229f87a0,peak,2.53,2.53,2.53,3.79,49.8,WELCOME10,10,10,2.28,18.02,41.09,system,billing_engine,True,192.168.1.49,2026-01-26 23:30:00,864,tariff_shift,1
181,2026-01-05 05:02:00,CP-0043,e0bea5c0,night,5.93,3.56,3.56,3.56,0.0,FIRST50,50,50,1.78,41.74,74.3,system,billing_engine,True,192.168.1.4,2026-01-05 05:02:00,810,none,0
182,2026-01-26 13:32:00,CP-0005,1ccba521,standard,6.98,6.98,6.98,6.98,0.0,SUMMER20,20,20,5.58,25.72,143.52,operator,billing_engine,True,192.168.1.33,2026-01-26 13:32:00,607,none,0
183,2026-01-24 01:59:00,CP-0009,393281d5,night,4.13,2.48,2.48,2.48,0.0,FIRST50,50,50,1.24,77.72,96.37,system,csms,True,192.168.1.38,2026-01-24 01:59:00,1283,none,0
184,2026-01-19 21:18:00,CP-0047,35d680b2,standard,3.48,3.48,3.48,0.82,-76.44,FIRST50,50,50,1.74,72.23,125.68,guest,mobile_app,False,10.135.33.192,2026-01-19 21:18:00,485,unauthorized_update,1
185,2026-01-11 14:30:00,CP-0010,57d163e4,standard,4.57,4.57,4.57,4.57,0.0,FIRST50,50,50,2.29,67.93,155.56,system,csms,True,192.168.1.1,2026-01-11 14:30:00,1377,none,0
186,2026-01-27 13:46:00,CP-0025,5131f155,standard,8.45,8.45,8.45,8.45,0.0,WELCOME10,10,10,7.6,48.73,370.35,system,csms,True,192.168.1.17,2026-01-27 13:46:00,408,none,0
187,2026-01-18 12:29:00,CP-0044,ebe89ee6,standard,7.68,7.68,7.68,7.68,0.0,WELCOME10,10,10,6.91,54.01,373.21,system,csms,True,192.168.1.4,2026-01-18 12:29:00,884,none,0
188,2026-01-01 19:39:00,CP-0016,0a94a193,peak,7.64,11.46,11.46,11.46,0.0,NONE,0,0,11.46,29.05,332.91,admin,billing_engine,True,192.168.1.13,2026-01-01 19:39:00,1133,none,0
189,2026-01-09 19:10:00,CP-0031,b7b034b9,peak,6.33,9.5,9.5,9.5,0.0,WELCOME10,10,10,8.55,68.28,583.79,operator,billing_engine,True,192.168.1.31,2026-01-09 19:10:00,1061,none,0
190,2026-01-10 23:52:00,CP-0021,e99f84fa,standard,8.0,8.0,8.0,8.0,0.0,NONE,0,0,8.0,48.31,386.48,system,billing_engine,True,192.168.1.16,2026-01-10 23:52:00,678,none,0
191,2026-01-16 19:55:00,CP-0028,5a2182d8,peak,2.76,4.14,4.14,4.14,0.0,NONE,0,0,4.14,22.21,91.95,operator,billing_engine,True,192.168.1.23,2026-01-16 19:55:00,1266,none,0
192,2026-01-27 05:22:00,CP-0012,ea0f0579,night,3.94,2.36,2.36,2.36,0.0,FIRST50,50,50,1.18,54.83,64.7,admin,billing_engine,True,192.168.1.5,2026-01-27 05:22:00,1137,none,0
193,2026-01-16 23:31:00,CP-0021,06414a42,standard,5.61,5.61,5.61,5.61,0.0,FREE,87,0,0.73,58.44,42.66,system,billing_engine,True,192.168.1.46,2026-01-16 23:31:00,1073,discount_manipulation,1
194,2026-01-08 01:45:00,CP-0036,4982c0e2,peak,2.65,1.59,1.59,3.97,149.69,LOYAL15,15,15,1.35,53.39,72.08,system,csms,True,192.168.1.13,2026-01-08 01:45:00,1327,tariff_shift,1
195,2026-01-06 11:05:00,CP-0008,57e5e848,standard,7.93,7.93,7.93,7.93,0.0,LOYAL15,15,15,6.74,8.2,55.27,operator,csms,True,192.168.1.11,2026-01-06 11:05:00,1235,none,0
196,2026-01-11 18:53:00,CP-0048,4a3363a0,peak,2.99,4.49,4.49,4.49,0.0,WELCOME10,10,10,4.04,45.46,183.66,operator,csms,True,192.168.1.42,2026-01-11 18:53:00,200,none,0
197,2026-01-26 14:27:00,CP-0015,680dd692,standard,3.03,3.03,3.03,3.03,0.0,LOYAL15,15,15,2.58,32.81,84.65,system,csms,True,192.168.1.47,2026-01-26 14:27:00,847,none,0
198,2026-01-18 12:22:00,CP-0047,0d6b3fe7,standard,7.74,7.74,7.74,7.74,0.0,FIRST50,50,50,3.87,8.86,34.29,operator,billing_engine,True,192.168.1.23,2026-01-18 12:22:00,272,none,0
199,2026-01-18 20:38:00,CP-0018,e973179a,peak,8.0,12.0,12.0,12.0,0.0,SUMMER20,20,20,9.6,34.84,334.46,operator,billing_engine,True,192.168.1.29,2026-01-18 20:38:00,333,none,0
200,2026-01-07 16:38:00,CP-0032,9ac00643,standard,5.45,5.45,5.45,2.85,-47.71,FIRST50,50,50,2.73,27.77,75.81,guest,mobile_app,False,10.90.89.16,2026-01-07 16:38:00,794,unauthorized_update,1
201,2026-01-18 16:51:00,CP-0031,c857877c,standard,4.48,4.48,4.48,4.48,0.0,WELCOME10,10,10,4.03,55.64,224.23,operator,csms,True,192.168.1.38,2026-01-18 16:51:00,390,none,0
202,2026-01-30 15:59:00,CP-0047,1e9808a5,standard,6.09,6.09,6.09,6.09,0.0,LOYAL15,15,15,5.18,63.88,330.9,operator,csms,True,192.168.1.41,2026-01-30 15:59:00,1029,none,0
203,2026-01-27 04:11:00,CP-0006,f7f1dcfe,night,5.1,3.06,3.06,-0.5,-100.0,FIRST50,50,50,1.53,8.03,12.29,operator,billing_engine,True,192.168.1.44,2026-01-27 04:11:00,519,negative_price,1
204,2026-01-16 12:25:00,CP-0021,8085db84,standard,3.6,3.6,3.6,3.6,0.0,LOYAL15,15,15,3.06,39.0,119.34,admin,csms,True,192.168.1.31,2026-01-16 12:25:00,291,none,0
205,2026-01-16 07:03:00,CP-0008,2f33ac55,peak,4.89,7.33,7.33,7.33,0.0,SUMMER20,20,20,5.86,76.18,446.41,operator,csms,True,192.168.1.43,2026-01-16 07:03:00,494,none,0
206,2026-01-13 19:38:00,CP-0047,8f8513c5,peak,5.72,8.58,8.58,2.86,-66.67,NONE,0,0,8.58,18.18,155.98,guest,mobile_app,False,10.205.246.36,2026-01-13 19:38:00,988,unauthorized_update,1
207,2026-01-03 10:04:00,CP-0024,192bdb75,standard,6.53,6.53,6.53,6.53,0.0,FIRST50,50,50,3.27,43.48,142.18,system,csms,True,192.168.1.2,2026-01-03 10:04:00,352,none,0
208,2026-01-14 10:50:00,CP-0042,2f89b897,standard,3.34,3.34,3.34,3.34,0.0,LOYAL15,15,15,2.84,11.32,32.15,system,billing_engine,True,192.168.1.50,2026-01-14 10:50:00,114,none,0
209,2026-01-28 12:50:00,CP-0034,26bf542b,standard,4.49,4.49,4.49,4.49,0.0,WELCOME10,10,10,4.04,73.94,298.72,admin,csms,True,192.168.1.45,2026-01-28 12:50:00,1220,none,0
210,2026-01-19 19:27:00,CP-0049,7dc79113,peak,5.53,8.29,8.29,8.29,0.0,FAKE99,98,0,0.17,16.69,2.84,operator,csms,True,192.168.1.49,2026-01-19 19:27:00,841,discount_manipulation,1
211,2026-01-28 06:32:00,CP-0024,eb37a7d3,peak,6.15,9.23,9.23,9.23,0.0,SUMMER20,20,20,7.38,62.19,458.96,system,csms,True,192.168.1.39,2026-01-28 06:32:00,723,none,0
212,2026-01-06 13:36:00,CP-0044,0edd5d2b,standard,7.61,7.61,7.61,7.61,0.0,LOYAL15,15,15,6.47,62.17,402.24,admin,csms,True,192.168.1.41,2026-01-06 13:36:00,1001,none,0
213,2026-01-17 02:43:00,CP-0005,bf87cf4d,night,6.13,3.68,3.68,3.68,0.0,WELCOME10,10,10,3.31,19.11,63.25,system,csms,True,192.168.1.31,2026-01-17 02:43:00,487,none,0
214,2026-01-18 10:09:00,CP-0049,30dafac6,standard,4.3,4.3,4.3,4.3,0.0,SUMMER20,20,20,3.44,45.34,155.97,admin,csms,True,192.168.1.20,2026-01-18 10:09:00,355,none,0
215,2026-01-20 23:17:00,CP-0022,60bc23cd,standard,3.66,3.66,3.66,3.66,0.0,WELCOME10,10,10,3.29,17.19,56.56,operator,billing_engine,True,192.168.1.46,2026-01-20 23:17:00,441,none,0
216,2026-01-14 14:59:00,CP-0010,835d89c7,standard,3.09,3.09,3.09,3.09,0.0,LOYAL15,15,15,2.63,15.32,40.29,operator,billing_engine,True,192.168.1.45,2026-01-14 14:59:00,344,none,0
217,2026-01-25 08:11:00,CP-0016,b6a6de47,peak,5.0,7.5,7.5,1.96,-73.87,WELCOME10,10,10,6.75,62.62,422.69,user,unknown,False,10.145.54.165,2026-01-25 08:11:00,113,unauthorized_update,1
218,2026-01-16 09:35:00,CP-0036,bdfbdfc4,standard,5.93,5.93,5.93,5.93,0.0,FIRST50,50,50,2.96,14.73,43.6,admin,csms,True,192.168.1.20,2026-01-16 09:35:00,875,none,0
219,2026-01-25 17:22:00,CP-0009,866a7ded,peak,7.44,11.16,11.16,4.46,-60.04,WELCOME10,10,10,10.04,43.86,440.35,operator,billing_engine,True,192.168.1.27,2026-01-25 17:22:00,2,abnormal_price_change,1
220,2026-01-03 15:27:00,CP-0016,2214e5ca,standard,6.47,6.47,6.47,6.47,0.0,SUMMER20,20,20,5.18,26.88,139.24,operator,billing_engine,True,192.168.1.45,2026-01-03 15:27:00,728,none,0
221,2026-01-08 14:10:00,CP-0043,e29d7fe7,standard,6.53,6.53,6.53,6.53,0.0,NONE,0,0,6.53,56.86,371.3,system,csms,True,192.168.1.30,2026-01-08 14:10:00,1245,none,0
222,2026-01-29 23:46:00,CP-0030,12c32dd2,standard,4.49,4.49,4.49,4.49,0.0,FIRST50,50,50,2.25,38.4,86.4,operator,billing_engine,True,192.168.1.36,2026-01-29 23:46:00,282,none,0
223,2026-01-27 11:20:00,CP-0018,a84a2bd1,standard,5.45,5.45,5.45,5.45,0.0,NONE,0,0,5.45,41.81,227.86,system,billing_engine,True,192.168.1.26,2026-01-27 11:20:00,514,none,0
224,2026-01-14 23:37:00,CP-0047,99c015b0,standard,2.51,2.51,2.51,2.51,0.0,WELCOME10,10,10,2.26,77.91,176.08,system,billing_engine,True,192.168.1.5,2026-01-14 23:37:00,1154,none,0
225,2026-01-08 13:25:00,CP-0048,d8cc209f,standard,8.31,8.31,8.31,8.31,0.0,LOYAL15,15,15,7.06,57.12,403.27,operator,csms,True,192.168.1.21,2026-01-08 13:25:00,830,none,0
226,2026-01-24 20:48:00,CP-0042,2f48371d,peak,7.98,11.97,11.97,11.97,0.0,LOYAL15,15,15,10.17,11.7,118.99,operator,csms,True,192.168.1.48,2026-01-24 20:48:00,688,none,0
227,2026-01-08 14:28:00,CP-0040,49e6bbcc,night,2.92,2.92,2.92,1.75,-40.07,SUMMER20,20,20,2.34,34.45,80.61,system,billing_engine,True,192.168.1.7,2026-01-08 14:28:00,354,tariff_shift,1
228,2026-01-25 14:46:00,CP-0034,70805035,standard,5.89,5.89,5.89,5.89,0.0,LOYAL15,15,15,5.01,44.23,221.59,system,csms,True,192.168.1.28,2026-01-25 14:46:00,1415,none,0
229,2026-01-28 15:19:00,CP-0020,9f9e1f59,standard,6.06,6.06,6.06,18.18,200.0,WELCOME10,10,10,5.45,13.59,74.07,admin,csms,True,192.168.1.35,2026-01-28 15:19:00,727,fake_price,1
230,2026-01-03 06:06:00,CP-0022,4f3f9705,peak,5.12,7.68,7.68,7.68,0.0,WELCOME10,10,10,6.91,50.39,348.19,system,billing_engine,True,192.168.1.50,2026-01-03 06:06:00,728,none,0
231,2026-01-15 23:30:00,CP-0019,ee7b64bb,standard,5.27,5.27,5.27,5.27,0.0,SUMMER20,20,20,4.22,62.6,264.17,system,csms,True,192.168.1.33,2026-01-15 23:30:00,270,none,0
232,2026-01-09 01:04:00,CP-0034,bd24a04a,night,2.63,1.58,1.58,1.73,9.49,SUMMER20,20,20,1.26,53.35,67.22,operator,billing_engine,True,192.168.1.42,2026-01-09 01:04:00,1383,rounding_attack,1
233,2026-01-06 13:40:00,CP-0048,3fa01185,standard,8.38,8.38,8.38,8.38,0.0,SUMMER20,20,20,6.7,38.14,255.54,system,billing_engine,True,192.168.1.36,2026-01-06 13:40:00,79,none,0
234,2026-01-28 19:09:00,CP-0009,7dee8c22,peak,5.47,8.21,8.21,8.21,0.0,WELCOME10,10,10,7.39,42.67,315.33,system,billing_engine,True,192.168.1.7,2026-01-28 19:09:00,961,none,0
235,2026-01-13 08:41:00,CP-0016,f47d2cd2,peak,8.24,12.36,12.36,12.36,0.0,FIRST50,50,50,6.18,65.35,403.86,system,billing_engine,True,192.168.1.20,2026-01-13 08:41:00,988,none,0
236,2026-01-07 01:36:00,CP-0035,f4ebc1cc,night,8.19,4.91,4.91,4.91,0.0,FIRST50,50,50,2.46,28.18,69.32,operator,csms,True,192.168.1.6,2026-01-07 01:36:00,175,none,0
237,2026-01-07 02:36:00,CP-0010,8c6dff90,night,6.44,3.86,3.86,3.86,0.0,WELCOME10,10,10,3.47,60.57,210.18,admin,csms,True,192.168.1.48,2026-01-07 02:36:00,1146,none,0
238,2026-01-08 20:54:00,CP-0043,f990480c,peak,2.64,3.96,3.96,3.96,0.0,SUMMER20,20,20,3.17,23.87,75.67,system,csms,True,192.168.1.14,2026-01-08 20:54:00,401,none,0
239,2026-01-28 17:23:00,CP-0029,cced8d1f,peak,5.13,7.7,7.7,7.7,0.0,NONE,0,0,7.7,14.08,108.42,admin,csms,True,192.168.1.22,2026-01-28 17:23:00,103,none,0
240,2026-01-04 00:53:00,CP-0034,a3ef926b,night,4.32,2.59,2.59,2.59,0.0,SUMMER20,20,20,2.07,12.28,25.42,system,csms,True,192.168.1.35,2026-01-04 00:53:00,849,none,0
241,2026-01-26 02:35:00,CP-0001,f4f5c25c,night,3.88,2.33,2.33,2.33,0.0,SUMMER20,20,20,1.86,10.32,19.2,system,csms,True,192.168.1.15,2026-01-26 02:35:00,198,none,0
242,2026-01-03 19:11:00,CP-0040,c6c83579,peak,8.06,12.09,12.09,12.09,0.0,FIRST50,50,50,6.04,41.75,252.17,operator,billing_engine,True,192.168.1.16,2026-01-03 19:11:00,935,none,0
243,2026-01-19 10:54:00,CP-0048,9a5f191f,standard,4.79,4.79,4.79,4.79,0.0,SUMMER20,20,20,3.83,16.22,62.12,admin,csms,True,192.168.1.27,2026-01-19 10:54:00,1083,none,0
244,2026-01-12 06:32:00,CP-0006,b1c11027,peak,5.43,8.14,8.14,8.14,0.0,WELCOME10,10,10,7.33,52.57,385.34,operator,csms,True,192.168.1.1,2026-01-12 06:32:00,743,none,0
245,2026-01-26 06:21:00,CP-0034,d7335de3,peak,4.14,6.21,6.21,6.36,2.42,NONE,0,0,6.21,40.65,252.44,admin,billing_engine,True,192.168.1.5,2026-01-26 06:21:00,1394,rounding_attack,1
246,2026-01-23 20:00:00,CP-0016,f96dc522,peak,6.7,10.05,10.05,10.05,0.0,LOYAL15,15,15,8.54,26.55,226.74,operator,billing_engine,True,192.168.1.5,2026-01-23 20:00:00,1195,none,0
247,2026-01-23 15:30:00,CP-0008,ca2ec6ed,standard,8.48,8.48,8.48,8.48,0.0,WELCOME10,10,10,7.63,55.17,420.95,operator,csms,True,192.168.1.42,2026-01-23 15:30:00,1316,none,0
248,2026-01-04 08:33:00,CP-0016,8ef4d4e3,peak,7.84,11.76,11.76,11.76,0.0,WELCOME10,10,10,10.58,40.43,427.75,system,csms,True,192.168.1.44,2026-01-04 08:33:00,1357,none,0
